Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
"Close to station, friendly staff, clean, comfortable bed and pillows and exceptional buffet breakfast",,"Close to station, friendly staff, clean, comfortable bed and pillows and exceptional buffet breakfast",9.0,August 2023,"August 22, 2023",Double or Twin Room,1,Family,7.4,1,0,0,0,1,0,1,0,0,0
Wonderful,,"Friendly stuff, great location, clean room",9.0,August 2023,"August 21, 2023",Double or Twin Room,6,Couple,7.4,1,0,0,0,1,0,0,0,1,0
Exceptional,Need upgrade,The location,10.0,August 2023,"August 20, 2023",Double or Twin Room,2,Couple,7.4,0,0,0,0,0,0,0,0,1,0
Great location and staff,The internet signal is not so good,"Great location just crossing the street and you are in Roma Termini train station and also like 25 min walk to the Coliseo, there are restaurants around to have lunch or dinner. 
The size of the room and amenities are very good.
The hotel staff are really friendly and ready to help.
We did enjoy our stay there and fully recommended.",9.0,August 2023,"August 18, 2023",Small Double Room,4,Couple,7.4,1,0,0,0,1,0,1,0,1,0
"Location perfect, hotel very overpriced as dated, old and needs alot of maintence. That said if you just need somewhere","It is very very dated, old, worn, and abit dirty. It needs alot of updates, no plug sockets in the room other than the tv so impossible to charge phone next to bed. The shower cubicle is build in with no light so pitch black to try shower, the shower was mouldy and the shower head. There was mould an wet patches all over the bedroom wall next to the bed. The room are very hollow so hear every sound outside. Only 2 hangers in a wardrobe and safe doesn’t work. The sheets were not changed at all for my stay (3nights) no hair dryer in room so had to ask at reception to borrow one. No cups or glasses in room and only fizzy water in the fridge? 
No toilet roll holders so toilet tissue is on the floor.","Location was absolutely perfect! Right next to Rome Termini, great location for walking to the sights, close to all good food too.
The staff were very very friendly, welcoming and helpful, especially Valentina.",5.0,August 2023,"August 18, 2023",Single Room,3,Solo traveler,7.4,0,1,0,0,1,0,1,0,1,0
Very convenient and enjoyable stay,Shower was a little difficult to manage….,"Very convenient to station and excellent, friendly staff. Valentina on the front desk so helpful and welcoming.",9.0,August 2023,"August 16, 2023",Double or Twin Room,1,Couple,7.4,0,1,0,0,1,0,0,0,1,0
Disappointing,The TV channels only italy no english,Around everything,4.0,August 2023,"August 15, 2023",Double or Twin Room,2,Family,7.4,0,0,0,0,0,0,0,0,0,0
Poor,"1. It was inconvenient that the room was not equipped with a telephone.

2. the TV was too old to receive the signal.

3. when using a PC, there was no power supply near the desk and an extension cord had to be used from the power supply behind the TV.

(4) I wanted to open the window, but had to close it because of the view from other windows.",It was located directly in front of Termine train station.,3.0,August 2023,"August 15, 2023",Single Room,3,Solo traveler,7.4,0,1,0,0,0,0,0,0,0,1
Happy friendly and very comfortable stay.,,"My Husband and I thought the breakfast exceptional for this hotel.
Varied and tasty with a great selection.
We were also entertained with happy staff in breakfast room…Great way to start the day!",9.0,August 2023,"August 14, 2023",Double or Twin Room,5,Couple,7.4,1,0,0,0,1,0,1,0,0,0
Exceptional,,We really like this hotel. Is near train station and is good location. Room was clean and comfortable. Reception nice),10.0,August 2023,"August 14, 2023",Double or Twin Room,2,Couple,7.4,1,0,0,0,0,0,0,0,1,0
"Great Value, great location and clean comfortable rooms.",There was no electric outlet near the bed.,"I was very pleased with my stay at Hotel Madison. The location is outstanding being directly across the street from Termini. The rates are very reasonable. I always felt safe returning to the hotel late at night. It is extremely convenient to the subways and buses and there are two great supermarkets in the station’s shopping center. The hotel is old so one should not expect ultra modern facilities. However the rooms are clean and comfortable and the staff was incredibly attentive to my needs including accommodating my request for an electric tea kettle and extra towels. Best of all there are double windows so when shut, the room is practically sound proof. The AC worked very well. In fact at one point it got too cold for me and I was able to control the temp by adjusting the thermostat. My only minor complaint was there was no electric outlet right next to the bed. But there were several throughout the room. The entire staff was extremely professional and genuinely interested in making my stay pleasant. A special shout out to Valentina who was such a delight. She told me about a rooftop bar at a nearby hotel on the Via Nationale that I was entitled to visit as a guest of the hotel Madison which turned out to be fantastic. When I return to Rome, I will definitely look to book another stay here.",10.0,August 2023,"August 13, 2023",Single Room,1,Solo traveler,7.4,1,1,1,0,1,0,0,0,1,0
Was ok for a very short stay. Lacked basic items.,"Television did not work, no glasses or cups, no iron, no shampoo.",The location is close to train station.,2.0,August 2023,"August 11, 2023",Single Room,1,Solo traveler,7.4,0,0,0,0,0,0,0,0,1,0
Poor,"Building too old. No safe, only one power outlet in the bathroom.",Location is good,3.0,August 2023,"August 9, 2023",Double or Twin Room,1,Couple,7.4,0,1,0,1,0,0,0,0,1,0
"If we hadn't paid and if it wasn't just one night, the. I would have moved and just let the money go.","Stuff doesn't work, plugs etc. bare wire's in room, air con not working, outdated and not clean. I would have rather paid double and gone somewhere else",Location - that's all,3.0,August 2023,"August 8, 2023",Triple Room,1,Family,7.4,0,1,0,0,0,0,0,0,1,0
Absolutely excellent,Na,"Clean,friendly staff and also very close to termini central station ,Shops and restaurants.Colosseum only a mile away and use of metro just few yards away",10.0,August 2023,"August 7, 2023",Small Double Room,1,Couple,7.4,1,0,0,0,1,0,1,0,1,0
I had a lovely two day stay. I look forward to coming back,,"Very clean, staff very friendly.",10.0,August 2023,"August 5, 2023",Single Room,2,Solo traveler,7.4,1,0,0,0,1,0,0,0,0,0
Wonderful,,The location was perfect for first time travellers as the train and bus stations are 1-2mins away. The staff were very friendly and very helpful and gave amazing tips. The cleaning staff cleaned my room very nicely.,9.0,August 2023,"August 4, 2023",Single Room,3,Solo traveler,7.4,1,0,0,0,1,0,0,0,1,0
Wonderful,,Excellent welcoming and professional staff. Able to leave luggage on early arrival.,9.0,August 2023,"August 3, 2023",Double or Twin Room,1,Couple,7.4,0,0,0,0,1,0,0,0,0,0
"Fantastic beds, great staff, lovely rooms.",Nothing,"The staff were fantastic. The room was a dream, after 27 hours of travel the bed was the BEST thing ever, big, soft and comfortable.
Position was great for us, it was just a one nighter in Rome and the train was across the road plus shops and restaurants, all top attractions, €8-10€ taxi.",10.0,August 2023,"August 3, 2023",Double or Twin Room,1,Family,7.4,1,0,0,0,1,0,1,0,1,0
Excellent place to stay especially the quietness at night,Nothing,"The location
The receptionist were professional 
Sound proof walls-so quiet at night
Comfortable beds",10.0,August 2023,"August 3, 2023",Small Double Room,2,Solo traveler,7.4,1,0,0,0,1,0,0,0,1,0
Fair,"- The hotel rooms are outdated. No proper ventilation,  shower is quiet old, no place in the shower to hold soap
- The AC doesn't work so well, especially in summer it's quiet difficult and you can't even open the windows
Though breakfast had options  they run out fast. We were asked to come early next day. But when we were early, they did not refill the bread section stating it was Sunday and less supply. But later they did fill the basket with bread which I felt not so welcoming. We do pay for breakfast and they should be able to serve what is available.

For the holiday season the price was reasonable and at good location, but because of the facilities I will not recommend this hotel","-  The main train station is just 2 mins walk from the hotel. 
-  The staff is very friendly
- Breakfast at the restaurant had good options",5.0,July 2023,"August 1, 2023",Small Double Room,3,Family,7.4,0,1,0,1,1,0,1,1,0,1
Exceptional,,"Excelent location, excelent staff, great breakfast and great baggage storage room. We also waited for our train on their lobby. We really enjoy our time there and will stay again of we ever go back to Rome.",10.0,July 2023,"July 29, 2023",Small Double Room,4,Couple,7.4,1,0,1,0,1,0,1,0,1,0
Just enough for a short one night,"It’s a maze. Hardly find your room.  Signs are so confusing.  Dirty  carpet , shower head broken.  Room was not as showed when booked  

Very dated room.",Right next to the train station.,5.0,July 2023,"July 29, 2023",Double or Twin Room,1,Solo traveler,7.4,0,1,0,0,0,0,0,0,0,0
nice stay for stopover,-,"big rooms, clean, nice location",9.0,July 2023,"July 29, 2023",Double or Twin Room,1,Couple,7.4,1,0,0,0,0,0,0,0,1,0
Very dirty hotel,"It was disgusting. There was black mold all over the bathroom, the floor was rotting, the walls were dirty, the floor was dirty, the halls were dark and dirty, the bathroom was nasty, and there was a window to a dirty shaft.",Location is the only plus to this dirty hotel,2.0,July 2023,"July 28, 2023",Small Double Room,1,Couple,7.4,0,1,0,0,0,0,0,0,1,0
False advertisement,"Nice location for a short stay in Rome, smiling staff, and....and the ""pros"" stop here. 
Now the ""cons""! In contrast to what's advertised, it's' not only a 3-star hotel, IMHO it's hardly a one star hotel.
We ordered 3 rooms that were, and still are, as of today, advertised with safe, telephone, toiletries, minibar, key-card access, fridge.
One room had no safe, in the other two safes were locked and unavailable. The explanation we were given was that they are in the process of converting to electronics!? Great idea, but this is not what was advertised and ordered!
No key-cards - old simple locks with flat keys that can be easily broken into.
No phones, no minibar and a fridge that did not cool.
The entire set of toiletries consisted of 2 tiny round pieces of soap and 2 packets of strange gel that we did not open. Not even a glass to rinse your mouth after brushing the teeth. No hook to hang you towel or underwear near the shower. No place for soap in the shower. No place to toilet paper near the toilet.
And the cherry on top - the water in the shower was constantly jumping from freezing to boiling - in order to shower you needed someone else to constantly play with the faucet so that you do not burn yourself.
And a ""cherry"" to top it all off: we asked them to order us a shuttle to the airport and the price we paid was 60% higher than what we paid for the shuttle from the airport to Rome, that was ordered for as by Sara from Principessa Trevi, where we stayed July 13-July 16. 
To summarize - stay at you own risk. I believe, reimbursement is in order.",Location,1.0,July 2023,"July 27, 2023",Small Double Room,1,Family,7.4,0,1,0,1,0,1,0,0,1,1
One of the best hotels i've stayed in!,,the staff :) The receptionist names Chiara was such a sweetheart!,10.0,July 2023,"July 27, 2023",Small Double Room,1,Solo traveler,7.4,0,0,0,0,1,0,0,0,0,0
Exceptional,,"Friendly hotel staff, close to Roma Termini.",10.0,July 2023,"July 26, 2023",Single Room,1,Solo traveler,7.4,0,0,0,0,1,0,0,0,0,0
Perfect,"The breakfast was insanely good! So many options, staff always available to help.",Staff was great hotel and breakfast five star!,10.0,July 2023,"July 26, 2023",Small Double Room,2,Couple,7.4,0,0,0,0,1,1,1,1,0,0
Disappointing,Unfortunately when we were there the electricity was gone for 24 hours or so which was a pain when it came to charging phones etc,"The location is great, very central, could walk everywhere and the staff were friendly",4.0,July 2023,"July 24, 2023",Small Double Room,3,Couple,7.4,0,0,0,0,1,0,0,0,1,0
Mediocre,"AC was ancient, rooms were very basic, shower was pretty poor and the hotel itself felt like it needed a refurbishment, very dated facilities",Great location and staff,5.0,July 2023,"July 24, 2023",Small Double Room,4,Couple,7.4,0,1,0,1,1,0,0,0,1,0
We have stayed here before in a very comfortable room 3 weeks earlier however this time we paid more money for our room,"Our room was to small for two adults. The bed was uncomfortable and small, the air conditioning was struggle to work and the shower leaked badly.",This property is directly opposite the train terminal in Rome so it’s very convenient. The staff are helpful and friendly always.,5.0,July 2023,"July 24, 2023",Small Double Room,1,Couple,7.4,0,1,0,0,1,0,0,0,1,0
Exceptional,"What I didn't like? The guests!..come on people, come back down to earth! You were on holidays and should take it as a great adventure as no one died and you behaved as if there was an Armageddon. If I were you, I'd feel ashamed. I'm talking about a blackout that came for one day and most of the night (not the hotel's fault!). No lights, no lifts, no air conditioning but...a mass of furious guests! 
Guys, I was observing you that night and you all did your best! I admire you for your patience cause I would start shooting! To the bald guy who was running up and down with the luggage-you should try a marathon or something. Respect! 
To sum it all up, that night was worth much more than watching Collosseum. Thanx. I'll be back! Agnieszka(the one that was afraid of speaking Italian with you)","The staff was absolutely amazing. They speak perfect English and have a great sense of humour. Both, the reception and the breakfast staff are great and the cleaning staff was very polite and  worked without disturbing. Breakfasts were delicious, (too)wide choice so I couldn't decide and I was overeaten every morning.",10.0,July 2023,"July 23, 2023",Single Room,5,Solo traveler,7.4,1,1,0,0,1,0,1,0,0,0
Exceptional,,"Clean, quiet, location, staff",10.0,July 2023,"July 21, 2023",Single Room,1,Solo traveler,7.4,1,0,0,0,1,0,0,0,1,0
We will come again.,None. Everything was good.,"The location is perfect for travelers. The room met our expectations. We did not try breakfast, yet. Hope next stay, I will try it.",9.0,July 2023,"July 20, 2023",Double or Twin Room,3,Couple,7.4,1,0,0,0,0,0,1,0,1,0
Exceptional,,The staff we're great. The room was brilliantly unusual,10.0,July 2023,"July 18, 2023",Small Double Room,1,Couple,7.4,1,0,0,0,1,0,0,0,0,0
Ok for location,Very dated. Rooms smelt of sewage,Lovely staff,1.0,July 2023,"July 18, 2023",Small Double Room,3,Couple,7.4,0,1,0,0,1,0,0,0,0,0
Highly recommended,,"The rooms and breakfast, location is super convenient and close to shops and mcdonald and Termini train station",10.0,June 2023,"July 17, 2023",Double or Twin Room,3,Group,7.4,1,0,0,0,0,0,1,0,1,0
Do not stay at this place; a total disappointment.,The place is in dire need of renovations. The elevators sound as if they will break down any minute(felt very unsafe). Breakfast was much less then what you expect from a three star hotel. To top it off they overcharged me on the city tax; I am still waiting for my refund.,Close to the train station,2.0,July 2023,"July 14, 2023",Double or Twin Room,3,Family,7.4,0,0,0,1,0,0,0,1,0,0
Its was perfect and staff is really helpful.,nothing,"The staff were extremely helpful, the property is in the perfect location just by the Terminal. Room was very clean.",10.0,July 2023,"July 13, 2023",Small Double Room,2,Couple,7.4,1,0,0,0,1,0,0,0,1,0
"Convenient, affective and easy.",The lift is very old 😏,The building is pretty old but it’s just opposite the Termini train station. The staff are friendly and helpful so a first timer in Rome will feel safe.,10.0,July 2023,"July 11, 2023",Small Double Room,2,Couple,7.4,0,0,1,0,1,0,0,0,0,0
I felt very safe and comfortable,"The rooms have slightly thin walls, so sometimes you can hear other guests but this didn't bother me too much. I smelled cigarette smoke coming into my room one night but the hotel staff kindly resolved this issue. Be careful when walking the street in the dark (as is the case anywhere). Make sure to walk on the Via Marsala side of Termini Station at night! Besides this, it really is worth the stay.","I was a little worried at first about staying here due to the location but actually had a very pleasant stay! I felt very cared for by every member of staff and felt very safe during my time there. My room was lovely and had a very comfortable bed and pillows for a good sleep. Also lots of daylight coming through the window, which looked out onto the street. The hotel's location is perfect as it is directly opposite to the Termini station, meaning you can get a bus or train from the airport to the hotel or you can book a bus tour to take you through Rome, simply by walking across the road from the hotel. There are lots of lovely restaurants and cafés on the same street as well as fountains nearby to fill your water bottle (which I recommend during Rome's summertime!). There are also lots of museums nearby, which are free on Sundays. The breakfast was delicious at the hotel and a very good price. Each member of staff was so incredibly kind and caring and made me feel very safe here - thank you to Valentina for her restaurant recommendation too! Anyone hesitant about staying here, please don't be. I stayed here as a female solo traveller and felt very safe alone. You will be in good hands.",10.0,July 2023,"July 10, 2023",Single Room,4,Solo traveler,7.4,1,1,0,0,1,1,1,0,1,0
Fair,Wifi not working. Very poor wifi signal in the room,Central location,5.0,June 2023,"July 10, 2023",Double or Twin Room,1,Family,7.4,0,1,0,1,0,0,0,0,1,0
"Fantastic location, excellent customer service especially Audrea, Valectiva and Cluiara.",,The staff were so helpful and kind. The location was excellent for my mum and I.,10.0,July 2023,"July 8, 2023",Small Double Room,3,Family,7.4,0,0,0,0,1,0,0,0,1,0
Great Hotel if you want to be near Roman Central Station!,Nothing! The hotel was a bit dated but Rome is!,"We had such a wonderful welcome from the reception staff. 

We wanted a hotel near the Rome Central train station and we couldn’t have got any closer! A big relief when you are dragging suitcases in 30 plus degrees heat!

The room ( 555) was far better than we expected, it was huge and the bed very comfortable.",9.0,July 2023,"July 5, 2023",Small Double Room,1,Couple,7.4,1,0,0,0,1,0,0,0,1,0
This place is in a perfect location. Right across the steeet from the train station. Next to restaurants. The staff was,,Great location. Right across from the train station.,9.0,July 2023,"July 5, 2023",Double or Twin Room,2,Couple,7.4,0,0,0,0,0,0,0,0,1,0
There was nothing exceptional about this hotel. Its a 3 star hotel but the rooms need major makeover. Breakfast was the,The hotel did to advertise on Booking.com that safety safe do no work in any of the rooms. The photos advertise about bathtub in double room is only on request and not always available. The water drainage in bathroom is very poor as it floods during shower.,"The hotel is right behind the Train station and provides walking distance access to restaurants, bus stations and supermarkets.",5.0,July 2023,"July 4, 2023",Small Double Room,2,Couple,7.4,0,1,0,0,0,0,1,0,1,0
Wonderful,"Room was dark,
No tea or coffee, kettle or fridge in the room.","Location was great, right across from the train station.
Room was clean",9.0,July 2023,"July 4, 2023",Small Double Room,4,Family,7.4,1,1,0,0,0,0,0,0,1,0
Very old hotel with ancient technologies.,High cost for low quality hotel.,Location,5.0,June 2023,"July 2, 2023",Double or Twin Room,3,Family,7.4,0,0,0,0,0,0,0,0,1,0
Great staff / location,Room was a bit dark,Great location - really lovely staff. Dark rooms otherwise great in every other way,9.0,May 2023,"July 2, 2023",Small Double Room,3,Couple,7.4,1,1,0,0,1,0,0,0,1,0
The staff are very helpful and friendly and I would stay here again.,For what we paid it was value for money.,Very close to the train station and walking distance to all the major tourist sites.,9.0,July 2023,"July 1, 2023",Double or Twin Room,1,Couple,7.4,0,0,0,0,0,0,0,0,0,0
We were upset to find out the condition of the rooms and it defected our travel experience,"The rooms were very disappointing due to small size, not aesthetic and one of the rooms had a strong bad smell we couldn't ignore. The hotel staff did not find a proper solution","Great location near Termini Station, roomy, clean toilets and shower",4.0,June 2023,"June 30, 2023",Double or Twin Room,5,Family,7.4,1,1,0,0,0,1,0,0,1,0
Average,It’s a rabbit warren and not only finding your room is a challenge but room doors do not open easily. I had to get the front desk to help twice and they even had trouble opening the door.,Handy to Roma termini,5.0,June 2023,"June 28, 2023",Small Double Room,1,Solo traveler,7.4,0,1,0,0,0,0,0,0,0,0
Exceptional,Nothing!,Literally cant find fault! Excellent location and even tho its right in front of the termina and road but i dont even hear traffic or noises at night. So i had awesome nights and the staff were super friendly and helpful! Despite old look and feel but bedsheet and pillows were really clean and toilet too! I will definitely stay when im back in rome and highly recommend to friends!,10.0,June 2023,"June 26, 2023",Single Room,2,Solo traveler,7.4,1,0,0,0,1,0,0,0,1,0
"Good value for money, perfect location (train to airport 5 min away), big comfy room, very silent despite right in the c",,"Room was very large, bed absolutely perfect, very clean thoroughly. I did like very much the vintage look of the real marble. Staff very professional, helpful and flexible (they allowed a 2 hours early check out).",10.0,June 2023,"June 26, 2023",Single Room,1,Solo traveler,7.4,1,0,0,0,1,0,0,0,0,0
Good location. Good prices,The rooms needs to be updated. The room was very dark and dingy,The location,5.0,June 2023,"June 25, 2023",Double or Twin Room,1,Couple,7.4,0,1,0,0,0,0,0,0,1,0
Only good for location,"Cleanliness,poor view,TV did not work, no safe even though one was stated,minibar just water,very noisy air con.",Location,5.0,June 2023,"June 24, 2023",Superior Double or Twin Room,4,Couple,7.4,0,1,0,0,0,0,0,0,1,1
Good location,,Location,10.0,June 2023,"June 23, 2023",Double or Twin Room,1,Family,7.4,0,0,0,0,0,0,0,0,1,0
Very good.,,"Hotel staff very nice, comfortable room, great location across the train station.",10.0,June 2023,"June 22, 2023",Double or Twin Room,1,Family,7.4,1,0,0,0,1,0,0,0,1,0
Exceptional,,"Reception people were very kind, bed and rooms very good!",10.0,June 2023,"June 22, 2023",Double or Twin Room,1,Family,7.4,1,0,0,0,0,0,0,0,0,0
Madison is a perfect fit for a quick or first time visit to Rome.,Not really much to complain about.,Location is right outside of the train station making it one of the easiest hotels to stay should you visit Rome for the first time.,9.0,April 2023,"June 21, 2023",Single Room,2,Solo traveler,7.4,0,0,0,0,0,0,0,0,1,0
Wonderful,Limited choice of food at breakfast. Dated and uncomfortable bathroom.,"Friendly staff, clean room",9.0,June 2023,"June 19, 2023",Double or Twin Room,1,Solo traveler,7.4,1,1,0,0,1,0,0,1,0,0
very well located and helpful stuff,,very nice and well located! so easy to get anywhere by metro (its infront of roma termini),10.0,June 2023,"June 19, 2023",Small Double Room,1,Group,7.4,0,0,0,0,0,0,0,0,0,0
a great spot to stay in Rome for an affordable price.,had to step into the bath to use the shower which is a fall risk as you get older but it was a good shower,"it was in a fantastic location, the staff were extremely helpful and friendly and the bed was the most comfortable one I had in Italy. there were some good restaurants nearby and so close to Roma Termini",9.0,June 2023,"June 18, 2023",Double or Twin Room,2,Solo traveler,7.4,1,1,0,0,1,0,1,0,1,0
Stunning traditional Italian hotel with very nice staff!,Nothing to dislike,"Everything! especially the traditional Italian decor! The hotel is right opposite Termini station which is great! The staff were very pleasant and the room was immaculate and so big! Booked a double room sbd bed was like a super king. Would love to stay here again 🤗 

Melanie (Wales)",10.0,June 2023,"June 17, 2023",Double or Twin Room,2,Solo traveler,7.4,1,0,0,0,1,0,0,0,0,0
Exceptional,Not the best view.,Best location!!! Opposite of the Main Termini Station.,10.0,June 2023,"June 15, 2023",Triple Room,3,Group,7.4,0,0,0,0,0,0,0,0,1,1
Amazing and staff were really helpful all of them,sometimes was a loud noise,The location and the staff were amazing .,10.0,June 2023,"June 15, 2023",Single Room,2,Solo traveler,7.4,0,0,0,1,1,0,0,0,1,0
Exceptional,"the elevators kinda old, and no one help you with luggage.","i was here for 3 days and it was a good experience.
the location is more than perfect, the staff is friendly and helpful, good and clean rooms.",10.0,May 2023,"June 13, 2023",Superior Double or Twin Room,2,Couple,7.4,1,0,0,1,1,0,0,0,1,0
If you’re wanting a good room to stay in that’s not too close from the centre of Rome and it’s attractions. Madison Hote,Nothing I didn’t like!,"Incredibly friendly staff, super cute “Rome feel” room, amazing buffet breakfast and great location!",10.0,June 2023,"June 12, 2023",Single Room,1,Solo traveler,7.4,1,0,0,0,1,0,1,0,1,0
A good and comfortable stay for travellers spending the day mostly outside.,A bit expensive for the price paid compared to what you get. We had a little trouble with WiFi although on the second day of our stay it was arranged. The bathroom is a bit outdated with an old hairdryer and also dull. The walls of the bedroom are some sort of cushion. The thing that I mostly disliked is the night lamp that was exactly on our heads. A hazard for sure as you bump your head easily. I highly recommend a bit of refurbishment as this hotel is really nice and it would meet its price for the stay.,"The location is great and easy to travel from. The hotel is really nice and even the style but I would suggest renovating the bathrooms and lights. The buffet is amazing. I highly recommend breakfast from the hotel. The buffet tends to be the same every morning with few changes in pastries. However it's a really good breakfast buffet that includes scrambled eggs, bacon, cold cuts, cereals, jams and many other choices. The cleaning service is also good as we were provided towels everyday and arranged bed as well. The staff is really good and nice too. The reception is open 24/7 which makes it exceptional.",9.0,April 2023,"June 8, 2023",Small Double Room,7,Couple,7.4,1,1,0,1,1,0,1,0,1,0
good,"the rooms need to be more clean , some walls were damp, and could be also good to have more lights in the room",the location because is in front of Roma termini,9.0,June 2023,"June 5, 2023",Double or Twin Room,3,Solo traveler,7.4,0,1,0,0,0,0,0,0,1,0
Just OK for a 3 star stay.,The air conditioning in the rooms barely worked and it seemed like the shower was falling apart. We had two rooms for my family and both were in the same condition. The Shower had a hand held shower head that mounted to the wall. One would fall out of the mount continuously. Both of the show head hoses were leaking at both ends.,The location was great. Directly across from the train station.,4.0,June 2023,"June 3, 2023",Triple Room,1,Family,7.4,0,1,0,0,0,0,0,0,1,0
Wonderful,,Directly in front of the terminal station... perfect location to be honest!,9.0,May 2023,"June 3, 2023",Double or Twin Room,3,Group,7.4,0,0,0,0,0,0,0,0,1,0
Wonderful,,The staff was extremely helpful and nice! They made ny stay very comfortable!,9.0,May 2023,"June 2, 2023",Single Room,3,Solo traveler,7.4,0,0,0,0,1,0,0,0,0,0
My New Go to Hotel in Rome,There wasn't anything.,The location was excellent...right across the street from the side door of the central train station. The bed was very comfortable and I was very pleased that the room had air conditioning. They had a very nice staff that answered all my questions.,10.0,May 2023,"June 1, 2023",Single Room,1,Solo traveler,7.4,1,0,0,0,1,0,0,0,1,0
Disappointing,"Bathroom Pipes so old , leaking water, full of rust.
We requested a couple's bed , they gathered 2 single beds with a hug gap between them.","Location, Employees",4.0,May 2023,"May 30, 2023",Double or Twin Room,2,Family,7.4,0,1,0,0,1,0,0,0,1,0
excellent staff at reception so helpful. Especially Beatrice who checked us in,nothing,ideal location from main train station and attractions,9.0,May 2023,"May 27, 2023",Double or Twin Room,3,Family,7.4,0,0,0,0,0,0,0,0,1,0
convient location but over priced.,"a bit of rundown, corridor not clean; no fresh towel at least not everyday, and the shower gel provided were in a little bag not convient. I used up all the second day but new shower gel not provided anymore.",close to main train station,5.0,May 2023,"May 25, 2023",Double or Twin Room,4,Solo traveler,7.4,0,1,0,1,0,0,0,0,0,0
Wonderful,nothing,"Valentina, Livia and Jionida, the 3 girls at the desk really professional and at the same time friendly",9.0,May 2023,"May 24, 2023",Single Room,1,Solo traveler,7.4,0,0,0,0,1,0,0,0,0,0
"Excellent location, very clean, big rooms and comfortable beds.",Trying to find my room! My room number was not included in the numbers posted on the wall outside the lift.,"It was very close to the train station and tour buses etc. It was quiet, clean and the room was excellent. The bed was very comfortable.",10.0,May 2023,"May 18, 2023",Double or Twin Room,3,Family,7.4,1,1,0,0,0,0,0,0,0,0
Wonderful,nothing,location outstanding if staying for a short time. next to the main station. friendly and efficient staff who were very helpful finding an excellent restaurant.,9.0,May 2023,"May 15, 2023",Small Double Room,1,Couple,7.4,0,0,0,0,1,0,1,0,1,0
Fair,The rooms were shabby.  Only one electric outlet (it was in the bathroom).,"Literally across the street from Termini Roma.  However, some homeless sleeping one block away and some hangers on loitering on the street.",5.0,May 2023,"May 14, 2023",Single Room,1,Solo traveler,7.4,0,1,0,0,0,0,0,0,0,0
we had a great time at the Madison Hotel in Rome,The hotel decor and corridors were a bit gloomy,"The location was great right next to the main arrival point of the city; breakfast was good, and made better by waiter Jerry H, who was always smiling and welcoming to guests.",10.0,May 2023,"May 13, 2023",Double or Twin Room,3,Group,7.4,0,0,0,0,0,0,1,0,1,0
Excellent,,"Very helpful staff in a central location beside public transport. Excellent room comfortable, clean and spacious. Breakfast was delicious.",10.0,May 2023,"May 11, 2023",Single Room,1,Solo traveler,7.4,1,0,1,0,1,0,1,0,1,0
Great Value,"They are in the middle of renovations, so there were a couple of things missing like a shelf in the shower, and the room safe wasn't working. (Which they addressed by allowing me to keep the items in the hotel safe while out). Those were the biggest detractors, though I would have appreciated more plugs in the room, too.  The room was fairly small, but I was looking for value more than anything else, and it was big enough to be comfortable while resting after time out in the city, which is all I ask out of a hotel room.","The bed was honestly the best I've slept in out of 4 or 5 on this trip, despite only being a twin (and me being 6'4"").  The pillows were excellent as well, and they provided extra like I asked ahead of time.  The staff in general was quite nice and was always willing to help or provide advice.  The location speaks for itself from a convenience standpoint so long as you're using public transportation.  

The other thing that stood out was actually the water pressure in the shower oddly, probably because I took one every time I got back to the room because I walked almost everywhere in Rome.",9.0,May 2023,"May 10, 2023",Single Room,3,Solo traveler,7.4,1,1,0,0,1,0,0,0,1,0
would definitely return to this hotel,,"this hotel was perfect in all aspects. conveniently located beside the train station, very clean and staff were exceptionally helpful and friendly.",10.0,May 2023,"May 9, 2023",Small Double Room,2,Family,7.4,1,0,0,0,1,0,0,0,1,0
Fair,Room was very much awful. Fifth floor with no proper window and the air in the room was too warm and pressuring. Bed was from the 60s I guess. Bathroom did not have glasses and shampoos were in very odd bags. Room overall wasn't practical.,Location was really great and the staff was very professional and helpful.,5.0,May 2023,"May 4, 2023",Double or Twin Room,1,Solo traveler,7.4,0,1,0,0,1,0,0,0,1,0
Exceptional,,We are extremely satisfied with the service of Hotel Madison.  Great location.  The staff are real professionals. Thank you!,10.0,May 2023,"May 4, 2023",Small Double Room,4,Couple,7.4,0,0,0,0,1,0,0,0,1,0
"We stayed 5 nights,  it was okay because of the nice staff.","The rooms were pretty run down but towels and sheets were fine. My friends did not have a working phone, it looked like it had been pulled from the wall. The plastic shower doors in my room had been badly patched, a mirror or picture had been removed from the wall with a screw hanging out from the wall. The safe had been pulled off the wall in the closet. Furniture in the second floor lounge was badly soiled  It was obvious the front staff had no power to fix things, yet when the  maid forgot to leave toilet paper ( this happened in both out rooms) the front desk gave us replacements immediately.","The staff at the front desk were friendly would rate them great. Best was the staff in the breakfast room also great!. This made up for other issues. The location was fantastic, easy to use subway and public busses. I had stayed at the hotel for many  years under the previous owners.",4.0,April 2023,"May 2, 2023",Single Room,5,Group,7.4,1,1,0,1,1,1,1,0,1,0
