Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Overall the hotel was perfect and ideal place to stay for short term,The breakfast options wasn’t the best,It was very close to train station to access to the airport. Everything I wanted to see was very nearby and walking distance. Quite Hotel which I was happy about and not too busy.,8.0,August 2023,"August 22, 2023",Single Room,3,Solo traveler,7.4,0,0,0,0,0,0,0,1,0,0
Very Good,"The only depressing thing is the darkness,  no windows in the room or round.",very friendly staff and location,8.0,August 2023,"August 21, 2023",Double or Twin Room,3,Family,7.4,0,1,0,0,1,0,0,0,1,0
Good,Televisión didn’t work.,,7.0,August 2023,"August 21, 2023",Single Room,1,Solo traveler,7.4,0,0,0,0,0,0,0,0,0,0
"Good, if you have no other options.",Overpriced for such old accommodations,Very close to the Termini station.,6.0,August 2023,"August 20, 2023",Double or Twin Room,1,Couple,7.4,0,0,0,0,0,0,0,0,0,0
Overall I would stay again - it was great for a quick trip!,The rooms and hallways had an old odor.,"I liked the breakfast, the location and the staff.",7.0,August 2023,"August 20, 2023",Single Room,1,Solo traveler,7.4,0,1,0,0,1,0,1,0,1,0
"Good, functional and cost effective stay.",Plugs- a massive improvement would be to put plugs by the bed. Room was seriously lacking plugs.,"Hotel is right by Termini. If you want a modern, bright hotel then this hotel isn’t for you but it does a job. Rooms were comfortable. Typical Italian style, dark green and wood furnishings. Staff were very helpful and the hotel represents good value. Air con works well in hot temperatures.",7.0,August 2023,"August 19, 2023",Small Double Room,1,Couple,7.4,1,1,0,0,1,0,0,0,0,0
Pleasant,The building did not smell nice. It smelled a bit like cigar.,"Very friendly staff and great location, about a 2 minute walk to the train station and close to other historical locations of Rome. The 1 bedroom was big.",6.0,August 2023,"August 18, 2023",Single Room,2,Solo traveler,7.4,1,0,0,1,1,0,0,0,1,0
Affordable no frills hotel in the centre of Rome.,The hotel is like a maze inside. The décor is worn and rooms small.,Hotel is well places across from the main railway station. The staff are pleasant.,6.0,August 2023,"August 17, 2023",Single Room,1,Solo traveler,7.4,0,1,0,0,1,0,0,0,0,0
Very Good,,Good location,8.0,August 2023,"August 16, 2023",Single Room,3,Solo traveler,7.4,0,0,0,0,0,0,0,0,1,0
"Location was excellent, staff friendly and accommodating.","Shower head needed CLR.
Get to our room was like running through a maze!",Location,7.0,August 2023,"August 15, 2023",Double or Twin Room,1,Couple,7.4,0,1,0,0,0,0,0,0,1,0
Very Good,Got up in dark and couldn't find light switches.,"Train stop just over road, with shops, etc and access to train to airport.
Welcoming and helpful staff. Clean, well presented room  at reasonable price.  Recommended.",8.0,July 2023,"August 14, 2023",Double or Twin Room,1,Solo traveler,7.4,1,0,0,0,1,0,0,0,0,0
Fast&Furious,"No phone on the room, tired building, narrow stairs, small elevator.","Perfect location for a quick stay, at the gate of Termini. Pro staff. Comfy beds.",7.0,August 2023,"August 14, 2023",Double or Twin Room,1,Couple,7.4,1,1,0,1,1,0,0,0,1,0
Good,"Facility. Very disappointing. Shower door wouldn’t close, no caddy to hold toiletries, toilet paper on sink. Come on, fix this!",Location and staff. Victoria and Andrea were great!,7.0,August 2023,"August 13, 2023",Single Room,4,Solo traveler,7.4,0,1,0,1,1,0,0,0,1,0
Good for a budget travel,"Room is on a smaller side 
No outlets in near the bed nor the table, had to unplug the TV to charge our phones. 
Rooms do look a little outdated
Walls are thin, you can hear your neighbors 
WiFi is bad
Water didn't went down in the bathroom (shower and sink)","Staff is super friendly. They left us a gift to celebrate our anniversary. 
Location is perfect 
Bed is very comfortable 
Room has AC",6.0,August 2023,"August 13, 2023",Double or Twin Room,4,Couple,7.4,1,1,0,1,1,0,0,0,1,0
Very Good,The bath was a bit dirty and at breakfast the breads were dry.,At an extremely good location and the staff was really friendly! Our room was fairly clean but the beds were really comfortable. When we arrived the staff let us store our luggage at the hotel until our room was ready and when we left they put together a little breakfast box for us. The breakfast coffee was exceptional!,8.0,August 2023,"August 13, 2023",Double or Twin Room,3,Couple,7.4,1,0,0,0,1,0,1,1,1,0
Great hotel,Stairs at the front of the hotel,"Close to the train station, walking distance to nearly everything you want to see. Room was comfy, staff were very helpful",8.0,May 2023,"August 12, 2023",Single Room,1,Solo traveler,7.4,1,0,0,0,1,0,0,0,0,0
Very pleasant and affordable stay with friendly staff that make you feel as part of the family,Room - lack of electrical sockets and English TV channels,Staff very courteous and helpful. Very easy access to Termini station,8.0,August 2023,"August 10, 2023",Single Room,2,Solo traveler,7.4,0,1,0,0,1,0,0,0,0,0
It was a great location,Nothing!,"Location, staff",8.0,July 2023,"August 9, 2023",Small Double Room,1,Couple,7.4,0,0,0,0,1,0,0,0,1,0
Great location in front of train station! Very good people as specially the recepsion,It was good,Location and room space,8.0,August 2023,"August 9, 2023",Double or Twin Room,1,Couple,7.4,1,0,1,0,0,0,0,0,1,0
"clean, safe, good location","the cloth cushion walls were kind of weird 

the breakfast was ok, did not like the eggs, a few people were complaining about the eggs. 
the breakfast staff was above and beyond great excellent service!","the staff was above and beyond great!

the rooms were very clean.

i kept pressing do not enter in the room and the cleaners would always come in and clean. (i wanted privacy)

over all not bad, i only thought it was all little overly priced.

location was great.",7.0,July 2023,"August 9, 2023",Single Room,4,Solo traveler,7.4,1,0,0,0,1,1,0,1,1,0
We had calm sleeps in this hotel with quite good breakfast!,"Somehow there was no safe in our room. Otherwise OK. 
The view from our window was to the inside, but I was glad that I did not hear any noise from the streets.","We really enjoyed the breakfast, the staff was funny and kind there, too. We enjoyed the queen bed that was arranged on our special request, it really made our stay more comfortable.",7.0,August 2023,"August 8, 2023",Double or Twin Room,4,Family,7.4,1,1,0,1,1,0,1,0,0,1
Nothing special but a handy location and helpful staff,Breakfast was OK.,,7.0,August 2023,"August 7, 2023",Single Room,1,Solo traveler,7.4,0,0,0,0,0,0,0,1,0,0
Short and sweet.,There was no plug sockets in the room and the shower didn’t have a curtain or screen so it splashed all over the floor.,Property was lovely very old fashioned and authentic.,8.0,August 2023,"August 7, 2023",Triple Room,1,Group,7.4,0,1,0,0,0,0,0,0,0,0
Good stay with a great location for convenience,"Lights kept flickering and short circuiting when plugging in a adapter to the wall. The placement of the doors and windows were terrible, couldn’t open the window without not taking up half the room and the bathroom door opens inwards",Perfect location right next to main metro station,6.0,August 2023,"August 7, 2023",Double or Twin Room,2,Group,7.4,0,1,0,0,0,0,0,0,1,0
Very Good,It is an older hotel but you are getting what you pay for. Affordable and clean basic accommodation in a really great location,"Really friendly staff, great location",8.0,August 2023,"August 6, 2023",Single Room,1,Solo traveler,7.4,0,1,0,0,1,0,0,0,1,1
Very Good,The hotel is a labyrinth. It was difficult to find your room n,Good location,8.0,July 2023,"August 4, 2023",Small Double Room,1,Family,7.4,0,1,0,0,0,0,0,0,1,0
Kitchen staff was super nice and fixed us some to go breakfast snacks because we had early train reservations!,Poorly labeled hallway signs to find room 532.,Across the street from train station.,8.0,August 2023,"August 4, 2023",Double or Twin Room,1,Couple,7.4,0,1,0,0,0,0,0,0,0,0
Great for the price if you need a one night stay! Staff was so friendly and helpful!,The shower flooded everywhere! No other options! They were kind and cleaned it up.,The location is right across the street from the train station! Very convenient! Air conditioning worked beautifully!,7.0,August 2023,"August 3, 2023",Small Double Room,1,Couple,7.4,1,1,0,0,0,0,0,0,1,0
Very Good,My only complain is that was only 1 socket in the bathroom. No socket in the room to chatge the phone. But maybe I just didn't managed to find it.,Amazing location and the most kind customer service possible!,8.0,August 2023,"August 3, 2023",Single Room,1,Solo traveler,7.4,0,1,0,0,1,0,0,0,1,0
Good,A few buildings were combined into a hotel and the corridor was like a maze and didn’t feel safe without clear room direction.,"Next to the termini station, location for easy to travel",7.0,July 2023,"August 2, 2023",Single Room,1,Solo traveler,7.4,0,1,0,1,0,0,0,0,1,0
Suited to purpose for a short city break.,"Limited breakfast 
Poor air conditioning in lounge and dining area",Location,8.0,July 2023,"August 2, 2023",Single Room,3,Solo traveler,7.4,0,1,0,1,0,0,0,1,1,0
Good,The room was ok. It was clean but there were spider webs on the top and bottom corners. The safe box was out of order but the staff said that they will be replaced in coming weaks.,"The location was great. Really close to the train station Termini and one could get fast to metro stations near Rome visiting attractions. One could also reach visiting places by walk, for example Colosseo in 20 min.",7.0,July 2023,"August 2, 2023",Double or Twin Room,4,Couple,7.4,0,1,0,0,0,1,0,0,1,0
Very Good,"It was unfortunate that there was a power shutdown on the day U arrived. Seems the most parts of the area was affected so had to go without power the whole night in Aug, but for some reason the rooms were not too hot it was still cool - the power came back the next morning","The staff were friendly, rooms were clean, great location and good value for money.",8.0,July 2023,"August 2, 2023",Single Room,2,Solo traveler,7.4,1,1,0,0,1,0,0,0,1,0
Centrally situated decent hotel.,The drainage however was definitely an issue. considering its an old building the drain system was bad. Water would take minutes to seep out with leaving the traces behind. Certainly needs improvement and is definitely not a big concern.,"The location was the best part of this hotel. It is just opposite to the main train station of Rome and all the tourist attractions are within 2-3 km distance. 

Hotel had the old world charm and was beautiful in its own way. It is renovated with basic amenities and is comfortable to stay in. The staff was friendly and very cooperative.",7.0,July 2023,"August 1, 2023",Double or Twin Room,3,Group,7.4,0,0,0,1,1,0,0,0,1,0
Nice hotel in a convenient location,"The area around the train station is not the nicest, especially at night. But the street of the hotel is ok.","The location is quite conveniente (just next to Termini train station), the room was clean and quiet, the continental breakfast was tasty and with several options. The staff was very kind and helpful.",8.0,July 2023,"July 31, 2023",Double or Twin Room,4,Solo traveler,7.4,1,0,0,0,1,0,1,0,1,0
Nice if you’re staying for a short period of time. Stayed one night to catch the train early next morning from termini t,"- Water in the shower and sink takes time to drain
- No plugs next to the bed
- The elevators are not in the best condition. They shake a lot on the way up and down.","- Comfortable bed
- Central Location",7.0,July 2023,"July 30, 2023",Single Room,1,Solo traveler,7.4,1,1,0,1,0,0,0,0,1,0
Great location and staff,Lighting could have been better in the room and bathroom.,Excellent location and very supportive and friendly staff.,8.0,July 2023,"July 30, 2023",Double or Twin Room,1,Family,7.4,0,1,0,0,1,0,0,0,1,0
Nice and friendly staff and near the center. Not value for money.,The room and Hotel overall had moldy smell. Breakfast option very limited for vegetarians. Difficult for us.,The staff was very helpful.,6.0,July 2023,"July 29, 2023",Double or Twin Room,7,Family,7.4,0,1,0,0,1,0,0,1,0,0
Great location,The toiletries were provided in pouches. It was bit difficult to use them while having shower. Also there was no curtain to tub. So whole bathroom was getting wet after shower.,"On the checking night, there was a problem of light. The staff handled it with lot of patience. The location is best. Room was also very big with tub. Breakfast is good.",8.0,July 2023,"July 28, 2023",Double or Twin Room,5,Family,7.4,1,1,0,0,1,0,1,0,1,0
"Overall, it is good experience staying at this hotel. Most importantly, helpful staffs and clean.","Room is small 
Shampoo and body wash are too limited for 2 pax. 
The lift is too narrow. 
The lobby floor is not the same level as the lift and difficult to carry big bags.","Good location and is easily accessible by public transport.
The room is clean. 
Staffs are very helpful during our stay. 
Can feel the warm greetings from the lobby staff.
Fast and easy check in.",6.0,June 2023,"July 27, 2023",Small Double Room,1,Family,7.4,1,1,1,1,1,0,0,0,1,0
Great stay in an excellent location!,There was a power breakdown on the first day I was here.,Great location and helpful staff!,8.0,July 2023,"July 26, 2023",Single Room,4,Solo traveler,7.4,0,0,0,0,1,0,0,0,1,0
Good,,Great location and easy to get to from the train station.,7.0,July 2023,"July 25, 2023",Double or Twin Room,1,Family,7.4,0,0,0,0,0,0,0,0,1,0
Great location and staff,The hotel is a bit outdated and the bed was quite tiny but if you come to visit you won't be in the room a lot so it served its purpose.,The staff were amazing and the location is perfect for visiting. Just across the street from the main train station and a 15 min walk to the Colosseum. The price was incredibly good considering how central it is. There's also plenty of restaurants just outside the hotel and a shopping centre 2 min away.,8.0,July 2023,"July 25, 2023",Small Double Room,1,Couple,7.4,0,1,0,0,1,0,1,0,1,0
Pleasant,"The reception doesn't accept the residence card (Titre de Sejour) by a EU country . Passport is a must. For this request, I never  met in other places or countries in EU.",The location is quite good and close to the Termini.,6.0,July 2023,"July 24, 2023",Double or Twin Room,1,Family,7.4,0,0,0,0,0,0,0,0,1,0
Good,Unfortunately there was a major power outage the night we stayed. Apparently its the first time its happened and they had a generator start up during the night so we had aircon which was great. They have said they will refund us for the night. We would stay again.,Staff very friendly and location across the road from the main train station was excellent. Room size is excellent and decor nice too. Very quiet room on 4th floor. Plus it has a lift and a waiting room to sit if you arrive early.,7.0,July 2023,"July 22, 2023",Small Double Room,1,Family,7.4,1,0,0,0,1,0,0,0,1,0
"Great location-right across the street from train station, very helpful staff, and clean room.","Would have liked a little brighter or more lights in the room.  Also, the booking description did not match what the hotel offered.  They do not provide a free airport shuttle, check in time is at 3pm, not 2pm as described, and they do take American Express, but not to hold the room.  Repeated attempts to resolve the airport shuttle went unresolved, but did contact the manager to get someone to update the booking description more accurately to what they offer.","Staff was very informative and helpful about the city, transportation, and places to eat.  All spoke very good English and were very prompt with service.  Room was quiet.  Decor was dark inside so you will get a good sleep.",8.0,July 2023,"July 22, 2023",Double or Twin Room,2,Solo traveler,7.4,1,1,0,0,1,0,0,0,0,0
Very Good,"Parts of the room could have been cleaned a bit more thoroughly, however, overall this was well done.",The staff were very friendly and always helped with any question I had. I would like to give by biggest gratitude to the staff at breakfast who were very kind and attentive. The hotel itself was comfortable and in a perfect location for access to the Sapienza University of Rome and Termini station.,8.0,July 2023,"July 21, 2023",Single Room,6,Solo traveler,7.4,0,1,0,0,1,0,1,0,1,0
Pleasant,The bathroom was very outdated and the AC was very loud and weak,The location,6.0,July 2023,"July 21, 2023",Double or Twin Room,1,Family,7.4,0,1,0,0,0,0,0,0,1,0
"There is no parking lot, no free, no for money. If you can find space at the curb you're lucky.","bed was horible. Actually it hs two single beds on wheels, always spread out each other. Internet was very weak. Disconnected all the time",location,8.0,June 2023,"July 17, 2023",Small Double Room,3,Couple,7.4,0,1,0,0,0,0,0,0,1,0
Comfortable and good value for money.,"Not much really. My reservation did not include breakfast, but I tried it one day and was thankful I hadn't paid for breakfast for all nights. I recommend the hotel and would book it again if I ever visit Rome again, but I wouldn't include breakfast. In any case, there are many cafes around and a supermarket right in front of the hotel, so it isn't a big problem.","The location and wifi are great, and I enjoyed a quiet, spacious, corner room on the top floor with ample windows although the furnishing was old and the bathroom though spacious quite stuffy. The reception staff are also very nice and helpful.",8.0,June 2023,"July 14, 2023",Double or Twin Room,3,Solo traveler,7.4,1,0,1,0,1,0,0,1,1,1
Housekeeping needs to be more efficient,Housekeeping did not remove my garbage for two days.,Location,8.0,July 2023,"July 12, 2023",Double or Twin Room,5,Family,7.4,0,0,0,0,0,0,0,0,1,0
Good,Booking through your website got us the worst room. Only after complaining did we get the room that we booked.,Breakfast was good with plenty of choice 😋. Excellent location 👌,7.0,July 2023,"July 11, 2023",Superior Double or Twin Room,5,Couple,7.4,0,1,0,0,0,0,1,0,1,0
Pleasant,"Signs in floors are confusing and not enough to be directed to rooms. I went down, asked and hotel security brought me to my room. 

I might have consulted to reception to solve this problem, but i prefer to force myself sleeping, my room was damp. Bed sheets, pillows, duvets and etc., everything made my skin sticky, i lied body towel and wore my shirt dress to protect myself from these materials. In the morning i had great headache, swallow in my nose, because i’m abit allergic. I only could sleep till 5am. Very bad experience and horrible night for who is death tired. I think all room in rear of building has this problem. Next time, if the room in front side is given to me, i can overnight in this hotel.","I stayed one night here, next day i had the flight. The location was perfect, the entrance of train station is just acroos the street. they present really good breakfast. Officers are friendly and welcoming. At first eye, i did not expect my room will be the same in pictures from booking. I was wrong, everything matches. To stay here worths for this money. Max 2 nights.",6.0,July 2023,"July 11, 2023",Single Room,1,Solo traveler,7.4,1,1,0,1,1,0,1,0,1,0
Location and good breakfast,"A link of paint and new carpets would probably get this hotel to 5 out of 5 status.
Also for some strange reason,  we got an iron we didn't order by room service and a misguided woman woke us up.one morning. Don't think there is a peep hole to screen unexpected door knockers. It was completely safe in our instance but just sayin
Also facades is crumbly looking and misleading as to what is inside the hotel, which is generally quite good.","The best location,  next to Rome's central station making it easy to access most of Rome via public transport. 
Great breakfast for a 3 star hotel and staff were friendly and helpful. 
Our bathroom seemed fairly new and clean and beds were comfortable 
Would stay again",8.0,June 2023,"July 11, 2023",Double or Twin Room,3,Couple,7.4,1,1,0,0,1,1,1,1,1,0
But generally it was OK.,"Missing many things in the bathroom. Even there were no glasses to put toothbrushes.
No place to hang the towels.","The breakfast was excellent. 
Location is very good too. It is very close to the Termini so, we used Leonardo Express train to reach the airport in 30 minutes. The staff is very pleasant.",6.0,July 2023,"July 10, 2023",Double or Twin Room,5,Couple,7.4,0,1,0,1,1,0,1,0,1,0
Good,,"It's at an amazing location, right next to Termini station. It's old and lovingly run down. If you like old chic and don't mind a bit of built up dirt, it's your place. If you want fresh, new, white, bleached surfaces, you'll hate it.",7.0,July 2023,"July 9, 2023",Single Room,2,Solo traveler,7.4,0,0,0,0,0,0,0,0,1,0
"Great experience, would stay again!",,Close location to train station,8.0,July 2023,"July 6, 2023",Double or Twin Room,1,Group,7.4,0,0,0,0,0,0,0,0,1,0
Super convenient. Value for money.,"The furnitures & facilities are not new but acceptable, except two things. The kettle lent me was so old that made a lot of stains falling off in the boiled water that i could not do anything with the boiled water. Also water leaking on the toilet ceiling",Its extremely convenient. Next to Roma Termini station. I needed to change train ticket & it only took me 1min to run to the station. Staff are so friendly & helpful.,7.0,June 2023,"July 6, 2023",Single Room,3,Solo traveler,7.4,0,1,0,1,1,0,0,0,1,0
Very Good,A bit complicated to find the room after getting off the elevator for the first time.,"Location, next to the train station (Roma Termini). 
Reception opens 24H",8.0,July 2023,"July 5, 2023",Single Room,1,Solo traveler,7.4,0,1,0,1,0,0,0,0,1,0
"Nicely located and maintained hotel, very good for family too!!",Wifi!! There was no coverage of WiFi in the room,"Perfectly located just accross Roma Termini, with good breakfast. Very polite staff and clean rooms!!",8.0,July 2023,"July 5, 2023",Double or Twin Room,3,Family,7.4,1,1,0,1,1,0,1,0,0,0
Great location across road from train and bus stations. Lots of food close by.,"The hotel was great, the bathroom sink and shower wouldn’t drain, that was the only issue.",Location was great and staff were friendly.,7.0,July 2023,"July 5, 2023",Small Double Room,2,Couple,7.4,0,1,0,0,1,0,0,0,1,0
"Good location, average service.","After they changed sheets first time for you, other days they do not change sheets. This is really negative thing for me. Because of the building is so old, you can hear voices from other rooms.",Location of hotel is literally near of central train station Termini. Very easy to reach hotel. Rooms are big and air conditioner is really nice.,7.0,June 2023,"July 3, 2023",Double or Twin Room,3,Couple,7.4,1,1,0,1,0,0,0,0,1,0
Very Good,"Place could use an update. There was only one power point to charge my phone. 
Pretty sure the place is  haunted",Excellent location. Staff were very helpful. Very large bathroom!,8.0,June 2023,"July 3, 2023",Small Double Room,2,Solo traveler,7.4,1,0,0,0,1,0,0,0,1,0
Good location for travellers going to train station.,,Just a 1 night stay to catch a train the next morning - good location right opposite train station.,8.0,May 2023,"July 3, 2023",Small Double Room,1,Group,7.4,0,0,0,0,0,0,0,0,1,0
Very Good,I don't like only in the bathroom there are some dirty spot from water leaked  under the sink,I like All most everything,8.0,June 2023,"July 2, 2023",Double or Twin Room,8,Family,7.4,0,1,0,0,0,0,0,0,0,0
Good place if crashing for 1-2days,No kettle/mug,Well located near train station,8.0,June 2023,"July 1, 2023",Double or Twin Room,1,Couple,7.4,0,0,0,0,0,0,0,0,0,0
A pleasant stay,,All the staff members were really nice and they all made me feel comfortable. The location was really good as it was a few minutes away from the  metro station.,8.0,June 2023,"June 29, 2023",Double or Twin Room,2,Solo traveler,7.4,0,0,0,0,1,0,0,0,1,0
Very Good,,"Convenience of location 
Comfy bed and pillows",8.0,May 2023,"June 28, 2023",Double or Twin Room,2,Couple,7.4,1,0,0,0,0,0,0,0,1,0
Very Good,Not much! Great stay.,Lovely hotel in an excellent location. Directly across the road from metro/train/bus station. Breakfast was decent. Staff were extremely friendly and made us feel very welcome,8.0,June 2023,"June 27, 2023",Small Double Room,3,Couple,7.4,0,0,0,0,1,0,1,0,1,0
Would probably stay again. The location was great!,Very small room and noisy from other guests - not outside traffic etc,Location and staff,8.0,June 2023,"June 26, 2023",Single Room,1,Solo traveler,7.4,0,1,0,0,1,0,0,0,1,0
"Really great value for money, I would stay at Madison again!",Nothing major - maybe a shower would be nicer than a bathtub and also as a vegan I didn’t have huge number of breakfast options.,"The hotel was a big positive surprise! The room was really spacious and had a little sofa in it. It did have an old feel but it was still really clean and comfortable. The stuff are really friendly and make you feel welcome. The location is great, especially if you want to travel or use public transport. There are also many nice places to eat nearby.",8.0,June 2023,"June 25, 2023",Triple Room,7,Family,7.4,1,1,1,0,1,0,0,1,1,0
Very good location,The facility is a bit older. The rooms are very dark and outdated,Location,8.0,June 2023,"June 25, 2023",Double or Twin Room,3,Couple,7.4,0,1,0,1,0,0,0,0,1,0
I commend Mr. Jerry and Mark for such hospitality at the breakfast roo,,Near the station and the leisure area,8.0,June 2023,"June 21, 2023",Double or Twin Room,2,Family,7.4,0,0,0,0,0,0,0,0,0,0
Best location to Roma Termini and great staff to welcome you,Air conditioning was not great,Convenient Location and friendly helpful staff,7.0,June 2023,"June 21, 2023",Small Double Room,2,Couple,7.4,0,1,0,0,1,0,0,0,1,0
Pleasant,Our room lacked natural light and appeared quite dark. There was one window which had a film covering over it and hence did not let in much light.,"The location was excellent, although being straight across from the train station, we did have a little bit of difficulty in finding it! The signage is visible from across the road, but we came not side on when coming down the street.",6.0,June 2023,"June 18, 2023",Double or Twin Room,4,Family,7.4,0,1,0,0,0,0,0,0,1,0
Felt  the vibe of the city in the streets.,I do not like a shower over the bath. It is awkward & unsafe.,"the hotel was very close to Roma Termini which is what I wanted. I arrived late at night from Australia & left early in the morning by train. The pickup service from the airport was great.
Staff were welcoming.",7.0,June 2023,"June 15, 2023",Double or Twin Room,1,Solo traveler,7.4,0,1,0,0,1,0,0,0,0,0
Crowe O,Room was hot but Aircon too loud when on full,Friendly staff and conveniently located,8.0,June 2023,"June 14, 2023",Double or Twin Room,1,Couple,7.4,0,1,0,0,1,0,0,0,1,0
very good indeed,corridors,"location, staff, adéquate accommodation in terms of value for money",8.0,June 2023,"June 12, 2023",Single Room,2,Solo traveler,7.4,0,0,0,0,1,0,0,0,1,0
Good,You can hear the sounds of another room when they speak or....,Location,7.0,June 2023,"June 9, 2023",Small Double Room,2,Solo traveler,7.4,0,1,0,0,0,0,0,0,1,0
"Excelent location, with a clean room and private bathroom (only downside is the rudeness of staff)","My check in staff were extremely rude. Checkin stated that it begone by 2pm, i arrived after this time (around 230pm) and not only did they not have my room ready (and many others who had to wait in the lobby) they were actually rude about it. Only when i began to complain was my room magically ready.","Excelent location, right next to the rome terrminal station. A small room with a small bed, fridge and personal bathroom. Its perfect for a solo traveler experiencing rome.",8.0,June 2023,"June 9, 2023",Single Room,4,Solo traveler,7.4,1,1,0,1,0,1,0,0,1,0
Nice hotel near station.,Hotel in old building. Small room need updating. No kettle or tea/ coffe in a room.,Very good location 1 min from termini station. Local bars and restaurants nearby. Very nice and helpful staff. You can leave your luggage in storage free of charge.,6.0,June 2023,"June 8, 2023",Double or Twin Room,1,Couple,7.4,1,1,1,1,1,0,1,0,1,0
Pleasant,"The room could of been cleaner, the curtains had a bad smell","The location was great as it was close to everything, the staff was so lovely and helpful",6.0,June 2023,"June 8, 2023",Double or Twin Room,4,Couple,7.4,0,1,0,0,1,0,0,0,1,0
Very Good,"The hotel is like a maze, and it is easy to go wrong.","1. The location is excellent 👍
2.The staff is very friendly",8.0,June 2023,"June 7, 2023",Double or Twin Room,1,Group,7.4,0,0,0,0,1,0,0,0,1,0
It was good desicion to choose this hotel as we needed bus on Termini station at night.,There was a bit noisy at night. We heared people were talking in other room. Appliances needs some renewing.,Personel is kind and rooms are clean. Location is great if you need Termini station.,8.0,June 2023,"June 6, 2023",Small Double Room,1,Couple,7.4,1,1,0,0,0,0,0,0,1,0
A surprisingly good price for a hotel with an exceptional location.,My room was a touch a small. Air Conditioning was hit and miss. The neighbourhood is a little poor.,The location is exceptional. The staff were brilliant. Value for money was fair. Daily cleaning of room was very efficient.,7.0,June 2023,"June 4, 2023",Single Room,4,Solo traveler,7.4,1,1,0,0,1,0,0,0,1,0
Overall good hotel.,noise coming to our room from out side.,location,8.0,May 2023,"June 3, 2023",Double or Twin Room,2,Family,7.4,0,1,0,1,0,0,0,0,1,0
I was able to walk to everything. It was really nice,The only thing was the bathroom facility. It was nice but the toilet ran slow.,"It was across from the Terminal.  There were many restaurants, shops steps away. Easy walk to the main sightseeing destinations. The staff was so friendly. Very nice and helpful.",8.0,June 2023,"June 2, 2023",Small Double Room,5,Couple,7.4,0,1,0,1,1,0,1,0,0,0
Good,,Excellent and friendly staff. Great central location.,7.0,May 2023,"June 1, 2023",Single Room,2,Solo traveler,7.4,0,0,0,0,1,0,0,0,1,0
"vey good location, but a bit pricy","Place need updating, everything well over 10 years old. dont know about the wallpaper","Great location, good breakfast",8.0,March 2023,"May 30, 2023",Small Double Room,2,Couple,7.4,0,0,0,0,0,0,1,0,1,0
Very Good,Room is quite dark.,Lovely old hotel. Great location. Nice staff.,8.0,May 2023,"May 29, 2023",Single Room,3,Solo traveler,7.4,0,1,0,0,1,0,0,0,1,0
"great location, good value for money and good breakfast","bed was very small for 2 people, but it did say “small double room” in the description","Great location, right opposite termini station and 20 min walking distance to colosseum 
Lots of restaurants nearby. staff were very helpful particularly Valentina and Chiara 
Breakfast also was good with lots of options",6.0,May 2023,"May 29, 2023",Small Double Room,1,Family,7.4,0,1,0,0,1,0,1,0,1,0
Good,"No power sockets in the room, only one in the bathroom",Location,7.0,May 2023,"May 28, 2023",Single Room,3,Solo traveler,7.4,0,1,0,0,0,0,0,0,1,0
Good,,The staff were very friendly and helpful. The experiences they offer are great. Close to the metro. Only one lift was working which was a bit difficult being on the 6th floor and we had to ask for toilet paper after the room was cleaned.,7.0,May 2023,"May 27, 2023",Double or Twin Room,3,Couple,7.4,1,0,0,0,1,0,0,0,0,0
Very Good,,"Madison Hotel is very central , clean and comfortable. The staff we very friendly!",8.0,May 2023,"May 27, 2023",Single Room,1,Solo traveler,7.4,1,0,0,0,1,0,0,0,1,0
"Great location, nice staff, but expect to be locked out, even temporarily","We were locked out of the front door of the hotel at 1am. The front desk person had stepped away for at least 10 minutes and me and my sister had no idea if anyone was coming back, and we were extremely concerned about what would happen to us. Luckily, he came back soon, but considering it was our very first night in Italy, it put a very bad taste in our mouth.",We liked the location and the staff’s friendliness.,7.0,May 2023,"May 26, 2023",Double or Twin Room,1,Family,7.4,0,0,0,0,1,0,0,0,1,0
Very Good,The bathroom was a bit congested. Just the shower cubicle.,"Loved the staff. Very friendly and always happy. Anytime you asked a question, they took their time and explained everything clearly. 
Very close to the main train station. Roma Termini. Great location with so many restaurants nearby.",8.0,May 2023,"May 25, 2023",Small Double Room,3,Couple,7.4,0,1,0,0,1,0,1,0,1,0
Very Good,"Just a little dated, could use a refresher. Was told room safe was being changed out for new be style.","Very close to the train station,  across the street.
Pleasant staff.",8.0,May 2023,"May 24, 2023",Double or Twin Room,3,Family,7.4,0,1,0,0,1,0,0,0,0,0
Very Good,,"Staff were nice, always helpful, breakfast was really good, room quiet, good position of accommodation",8.0,May 2023,"May 24, 2023",Small Double Room,1,Family,7.4,1,0,0,0,1,0,1,0,0,0
Good,The electricity went off for a short while,,7.0,May 2023,"May 21, 2023",Single Room,1,Solo traveler,7.4,0,0,0,0,0,0,0,0,0,0
good location and staff,facility,location,7.0,May 2023,"May 21, 2023",Double or Twin Room,3,Couple,7.4,0,0,0,1,0,0,0,0,1,0
