Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Great,The upper floor customer makes some noise,Location,8.0,October 2023,"October 31, 2023",Deluxe Room,4,Family,9.2,0,0,0,1,0,0,0,0,1,0
"Excellent, do go for it","Breakfast was not included, and was overtly priced",Everything about it,10.0,September 2023,"October 31, 2023",Deluxe Room,2,Group,9.2,0,0,0,0,0,0,0,1,0,0
"Great location, perfect rooms and super friendly staff!",Nothing,"Modern, all wanted amenities",10.0,October 2023,"October 30, 2023",Family Room,2,Family,9.2,0,0,0,0,0,0,0,0,0,0
Wonderful,The surroundings are not the best,Beautiful hotel with friendly staff,9.0,September 2023,"October 29, 2023",Carlton Club Room,1,Solo traveler,9.2,0,0,0,0,1,0,0,0,0,0
My regular go to hotel in Bangkok & never disappoints,Nothing,Everything particularly the charming staff,10.0,October 2023,"October 29, 2023",Deluxe Room,2,Couple,9.2,0,0,0,0,1,0,0,0,0,0
the perfect 10,nothing,everything was perfect at this hotel,10.0,October 2023,"October 27, 2023",Carlton Club Room,6,Couple,9.2,0,0,0,0,0,0,0,0,0,0
Relaxing short stay,,"Great service from all staff, new and large room, excellent pool",10.0,October 2023,"October 27, 2023",Deluxe Room,2,Couple,9.2,1,0,0,0,1,0,0,0,0,0
Excellent,,Everything looks new and shiny. Celebrated my anniversary and got a nice little deco on the bed & a fruit tart.,10.0,October 2023,"October 27, 2023",Deluxe Room,3,Couple,9.2,1,0,0,0,0,0,0,0,0,0
Exceptional,Trying to figure out the overall billing. It's difficult to understand the explanation but that's because of the language barrier. But I think it was amazing to be here.,Everything 💗,10.0,October 2023,"October 26, 2023",Deluxe Room,3,Couple,9.2,0,0,0,0,0,0,0,0,0,0
5 star stay in great location,We liked everything,"Great location in Sukhamvit hotel area - close to BTS and MRT.
We had deluxe room - very large, well appointed, city views.
We enjoyed the pool - a great respite from Bangkok’s incessant heat & humidity.
All the staff we dealt with were friendly, approachable,  efficient and  helpful.",9.0,October 2023,"October 25, 2023",Deluxe Room,5,Couple,9.2,1,0,0,0,1,0,0,0,1,0
Excellent,Cost of the buffet...plus keep the rooftop bar open beyond midnight.,"Everything was perfect!
The quality of the room was great. Close to the action in the sumkumhvit area...the breakfast buffet had great variety..the staff was very friendly...it is close to the train stations for easy movement. The view from the room and from the roof top bar is gorgeous! 
Everything was perfect!!",10.0,October 2023,"October 25, 2023",Deluxe Room,4,Couple,9.2,1,0,1,0,1,0,1,1,1,0
Great hospitality for a unexpected price,,"Everything is wonderful in this hotel, especially the hotel staff, starting from Mr.  Nutthiphob
 Executive Assistant Manager
 To the last member of the hotel staff for the great reception and hospitality.
All staff strive for your comfort.",10.0,October 2023,"October 23, 2023",Carlton Club Room,5,Solo traveler,9.2,0,0,0,0,1,0,0,0,0,0
lovely stay,no coffee machine in room,lovely hotel great staff,8.0,October 2023,"October 21, 2023",Deluxe Room,1,Couple,9.2,0,1,0,0,1,0,0,0,0,0
Amazing Hotel,That I had to leave...such beautiful hotel,"Amazing Hotel, exceeded all expectations.
The quality fit out, Swimming pool & Rooftop bar are 5 Star 🌟",10.0,October 2023,"October 21, 2023",Deluxe Room,2,Solo traveler,9.2,0,0,1,0,0,0,0,0,0,0
Excellent,Just needed more comfortable cushion (feather),"Very nice and clean 
Nice staff",9.0,October 2023,"October 18, 2023",Deluxe Room,5,Couple,9.2,1,0,0,0,1,0,0,0,0,0
Very Good,,God location andc reag Room,8.0,October 2023,"October 18, 2023",Family Room,2,Family,9.2,1,0,0,0,0,0,0,0,1,0
Exceptional,Nothing!,"Beautiful room with amazing views of the city. Fantastic pool area with sauna, steam room and jacuzzi. Food options were great and catered for coeliacs. Amazing staff throughout the hotel.",10.0,October 2023,"October 17, 2023",Executive Room,3,Couple,9.2,1,0,0,0,1,0,1,0,1,0
Exceptional,,"Simply, the best hotel I’ve ever stayed in.!!!",10.0,October 2023,"October 17, 2023",Carlton Club Room,4,Couple,9.2,0,0,0,0,0,0,0,0,0,0
Exceptional,Nothing,"Everything. Luxury, location, amazing staff and value for money",10.0,September 2023,"October 15, 2023",Executive Room,7,Solo traveler,9.2,0,0,0,0,1,0,0,0,1,0
I love this hotel. Excellent service. People working in hotel so kind and professional. Really thank you for your work!!,,All and always amazing!!,10.0,October 2023,"October 8, 2023",Deluxe Room,1,Solo traveler,9.2,0,0,0,0,0,0,0,0,0,0
Comfortable and expensive,,Only stayed 1 night not much to stay it was comfortable,9.0,October 2023,"October 8, 2023",Executive Room,1,Couple,9.2,0,0,0,0,0,0,0,0,0,0
Very good services!,-,Everything. Really nice experience.,10.0,September 2023,"October 4, 2023",Carlton Club Room,2,Family,9.2,0,0,0,0,0,0,0,0,0,0
Perfect hotel and a steal at the price,Not much I didn’t like about it.,"It was so nice and clean. The decor was great and facilities and little touches were honestly top drawer. The price for a hotel of this quality will be hard to beat anywhere! Also, the gym was big and plenty of options",10.0,September 2023,"October 3, 2023",Deluxe Room,2,Solo traveler,9.2,1,0,1,0,0,0,0,0,0,0
Greatest hotel I have ever been in.,I could not mirror my device on the TV. Might be an update issue or TV is not on the same wifi.,"Great room and service. Could just stay in the hotel the whole trip. Nice pool, bar on tall roof and resturant.",10.0,October 2023,"October 1, 2023",Deluxe Room,9,Couple,9.2,1,0,1,1,1,0,0,0,0,0
"Perfect place to stay, great location, wonderful staff!",,"We love everything at the hotel! Especially “Staff”!
From the reception, cleaning services, breakfast at Plate, Club Lounge, and our favorite concierge staffs always helpful with smile… they all are amazing- doing a great job with love and heart. 

We would like to give all credit to all staff who were there during our stay, without them. Our trip would not been perfect and smooth. 
 
Please pass our message to the Australian GM, “Congratulations- you have got the good people (staff) with you”. :)

We definitely will come back for Xmas - just because we love the staff at the hotel.",10.0,October 2023,"October 1, 2023",Carlton Club Room,4,Couple,9.2,1,0,1,0,1,0,1,0,0,0
Exceptional five star stay,The shower drain was abit slow to drain.,"Everything you could ask for in a perfect 5 star hotel. Nice bright rooms with high view, lovely interior space and design. Great service and facilities.",10.0,September 2023,"October 1, 2023",Deluxe Room,5,Couple,9.2,1,1,1,0,1,0,0,0,1,0
Exceptional,,"Amazing hotel, huge room for families with seperate section for kids with their own beds/TV. Absolutely loved this hotel. Will definitely be back.",10.0,September 2023,"September 27, 2023",Family Room,1,Family,9.2,1,0,0,0,0,0,0,0,0,0
Wonderful,The road outside is abit jam,Clean and good service. Made a BDAY bed for us for birthday celebration.,9.0,September 2023,"September 26, 2023",Deluxe Room,3,Couple,9.2,1,0,0,0,1,0,0,0,0,0
"Excellent stay, good place to rest after a long business day.","800 baht for breakfast seems too expensive, didn't try it, so nothing to comment. 
Otherwise there is nothing to complain about.","Stayed in Carlton hotel on my business trip. The hotel fully met my expectations - friendly staff, spacious room, comfortable bed, impeccable cleanliness, good location. I didn't use the pool or other facilities, so nothing to say about them.",10.0,September 2023,"September 26, 2023",Deluxe Room,3,Group,9.2,1,0,1,0,1,0,0,1,1,0
Wonderful,location bit far compared to other five stars hotel,awesome staffs and facility with message service,9.0,September 2023,"September 24, 2023",Deluxe Room,3,Couple,9.2,0,0,1,0,1,0,0,0,0,1
Pleasant hotel,,"Modern & new, stylish and functional",10.0,August 2023,"September 21, 2023",Deluxe Room,1,Solo traveler,9.2,0,0,0,0,0,0,0,0,0,0
"Great breakfast, staff, location and clean room",Nth,"Nice Swimming pool, kind and competent staffs(especially Wawa!!), quite and clean room. Close to MRT and BTS! Luved happy hour of the bar at the pool and delicious breakfast. Cant write all that I luved about this hotel. Will revisit for sure!",10.0,September 2023,"September 20, 2023",Carlton Club Room,4,Family,9.2,1,0,1,0,1,0,1,0,0,0
Wonderful,,Wonderful modern hotel in central and convenient location - will definitely stay again.,9.0,September 2023,"September 18, 2023",Carlton Club Room,8,Couple,9.2,0,0,0,0,0,0,0,0,1,0
"Very good, would stay again",,The room was excellent and your team at the front of hotel (in valet area) were amazing.,9.0,September 2023,"September 18, 2023",Deluxe Room,3,Couple,9.2,1,0,0,0,0,0,0,0,0,0
"Really enjoyed the location, the extremely helpful and friendly staff",The club lounge was small and doesn’t remain accessible after 8pm.,"Very clean, nicely located and great staff",9.0,September 2023,"September 17, 2023",Carlton Club Room,8,Solo traveler,9.2,1,0,0,1,1,0,0,0,0,0
Exceptional,"Nothing at all, the best hotel in Thailand",Literally every single detail.,10.0,August 2023,"September 15, 2023",Deluxe Room,2,Family,9.2,0,0,0,0,0,0,0,0,0,0
Wonderful,Coffee could be improved.,Room was practical.,9.0,September 2023,"September 15, 2023",Deluxe Room,2,Solo traveler,9.2,1,0,0,0,0,0,0,0,0,0
Wonderful,A bit funny at the skybar is adding 10% sercice charge to the bill and then having a tip line as well on the bill...,Perfect hotel at a great location. Would love to stay again.,9.0,September 2023,"September 15, 2023",Deluxe Room,1,Family,9.2,0,0,0,0,0,0,0,0,1,0
Exceptional,,"Staff was excellent, very welcoming and friendly specially with my kids. Would definitely recommend.",10.0,September 2023,"September 13, 2023",Family Room,3,Family,9.2,0,0,0,0,1,0,0,0,0,0
Would stay here again,Nothing,Hotel is new and very clean. Staff were exceptionally helpful and kind.,10.0,September 2023,"September 10, 2023",Deluxe Room,2,Couple,9.2,1,0,0,0,1,0,0,0,0,0
"Perfect, nothing to say",- Check-in was taking too much time but that was not their fault,"- Everything was perfect nothing to say 
- Cleanest room i have ever seen, beautiful view and well located",10.0,September 2023,"September 9, 2023",Deluxe Room,5,Couple,9.2,1,0,0,0,0,0,0,0,1,0
Perfect place to stay and enjoy all that Bangkok can offer!,The aircon wasn’t as super cold as I would like. Lowest setting was 18 degrees. It was more cooling rather than cold.,Service was fantastic! Modern room. Very clean.,9.0,September 2023,"September 7, 2023",Deluxe Room,11,Solo traveler,9.2,1,0,0,0,1,0,0,0,0,0
Fantanstic hotel,None,"Every things , staff , clean , location , swimming pool",10.0,August 2023,"September 6, 2023",Deluxe Room,3,Family,9.2,1,0,1,0,1,0,0,0,1,0
The best hotel in BKK,nothing,Everything was extremely nice,10.0,August 2023,"September 4, 2023",Family Room,5,Family,9.2,0,0,0,0,0,0,0,0,0,0
Excellent hotel at a great location with friendly staff.,,"The hotel and facilities were excellent, the staff and concierge were very friendly and helpful. The rooms were clean and comfortable. I would highly recommend staying at this hotel.",10.0,August 2023,"September 3, 2023",Executive Room,3,Family,9.2,1,0,1,0,1,0,0,0,0,0
"Fantastic modern hotel, will definitely stay there next time in Bangkok.","Nothing, we had a fantastic stay.","Loved everything, we were a little early and were offered a room immediately, we declined this offer as it was an adjoining room. Rosie was amazing at check in and offered us use of the Club Lounge while we waited for our room. Rosie personally escorted us to the lounge and when our room was ready we were also personally taken there, please note that we did book a Club room. The view and amenities were fantastic. The pool area was relaxing and ordering drinks and food was easy. Having access to the Club lounge and enjoying a few drinks and nibbles before dining out was an enjoyable treat. Breakfast selections were numerous and varied. All staff were happy to help and even to do a bit extra, like telling us where we could buy local bbq banana crisp snacks from and having towels ready at hotel entry when it poured with rain and we got soaked. Convenient location. Special thank to Rosie for making us so welcome from the first hello.",10.0,August 2023,"August 28, 2023",Carlton Club Room,2,Couple,9.2,1,0,1,0,1,0,1,0,1,0
Wonderful,only negative point / the sauna is not properly maintained and is really too small for this kind of hotel.,extraordinary breakfast,9.0,August 2023,"August 28, 2023",Deluxe Room,7,Solo traveler,9.2,0,0,0,0,0,0,1,0,0,0
Exceptional,,"Professional staff 
Excellent location
Very comfy clean rooms",10.0,August 2023,"August 27, 2023",Deluxe Room,2,Family,9.2,1,0,0,0,1,0,0,0,1,0
"Excellent, 10/10 would recommend to others and will stay there again.","Swimming pool was a tad small, crowded and full of kids.","Breakfast was good. Room was splendid. Facilities were great. Location excellent. 

Wonderful hospitality and room service as well.",9.0,August 2023,"August 22, 2023",Deluxe Room,3,Couple,9.2,1,0,1,1,1,0,1,0,1,0
Excellent stay,,Club lounge staff were exceptional.  All the girls were lovely and could not have done enough for us.,9.0,July 2023,"August 22, 2023",Carlton Club Room,5,Group,9.2,0,0,1,0,1,0,0,0,0,0
perfect,,"we really enjoyed are stay at the hotel.
Great pool area and rooftop bar.
lovely food and cocktails enjoyed at both places.
The staff are very helpful.
Would stay again 
love Bangkok",10.0,August 2023,"August 21, 2023",Executive Room,3,Family,9.2,0,0,1,0,1,0,1,0,0,0
Good value in a hustle bustle location,"Less personal than I know from other BKK hotels. But ok 
Hotel driver shall take a driving course.","Clean, modern, 10 min walk from Emporium. Good value for money - we had a Family room which is basically 2 connected rooms with a king and 2 twin beds and 1 bathroom / toilet (separate). Free water, tea/coffee on the room - everything you need for 1-2 nights. Room service quite ok.",9.0,August 2023,"August 20, 2023",Family Room,2,Family,9.2,1,0,0,0,1,0,1,0,0,0
Wonderful,Nothing,"Beautiful room,bath,pool",10.0,August 2023,"August 19, 2023",Deluxe Room,3,Couple,9.2,1,0,0,0,0,0,0,0,0,0
Superb hotel with a 5*  breakfast,Nothing,"Rooftop bar 
Friendly staff
Pool
One of best breakfasts in the business
Lovely room",10.0,August 2023,"August 19, 2023",Carlton Club Room,2,Couple,9.2,1,0,1,0,1,0,1,0,0,0
Exceptional,Very crowded area,Amazing luxury hotel,10.0,August 2023,"August 18, 2023",Executive Room,4,Couple,9.2,0,0,0,1,0,0,0,0,0,0
Wonderful,The pool area could benefit from an additional one or two sunbeds.,"The hotel rooms are modern and in a prestine condition. On top of it, they are quite (even the AC is not loud) and very clean. The hotel is upscale and the staff is accordingly professional and courteous. The location is great to visit everything in the Sukhumvit area by foot or to start with a trip into the rest of Bangkok by taxi or public transport.
Plenty of stores, either department store or convenience stores, are close by, as are good food options.",9.0,August 2023,"August 18, 2023",Deluxe Room,5,Couple,9.2,1,1,0,0,1,0,1,0,1,0
great stay,,just great,10.0,August 2023,"August 15, 2023",Deluxe Room,2,Couple,9.2,0,0,0,0,0,0,0,0,0,0
Great luxury hotel,Nothing!,The staff were really accommodating they welcomed us nicely as it was our honeymoon! Extra friendly and nice location,10.0,July 2023,"August 14, 2023",Executive Room,3,Couple,9.2,0,0,0,0,1,0,0,0,1,0
Wonderful,"Being from the middle east, prefer a manual shower/ toilet faucet.","Great property, excellent overall services provided.",9.0,July 2023,"August 12, 2023",Deluxe Room,3,Family,9.2,0,1,0,0,1,0,0,0,0,0
An enjoyable stay at Carlton,The bed is a little too soft for me.,"The view is delightful.
Staff are very helpful.
Breakfast is delicious,
Ideal location. 
Spacious room.",9.0,August 2023,"August 10, 2023",Carlton Club Room,3,Couple,9.2,1,1,1,0,1,0,1,0,1,0
As close to perfection as possible.,Price is a little high but that's to be expected with a 5-star hotel,"Excellent beds/mattresses and pillows, a very large room and bathroom, and especially your smiling, extremely friendly staff.",10.0,August 2023,"August 3, 2023",Deluxe Room,6,Couple,9.2,1,0,0,0,1,0,0,0,0,0
/,/,/,10.0,July 2023,"August 2, 2023",Deluxe Room,3,Family,9.2,0,0,0,0,0,0,0,0,0,0
Exceptional,,Staff,10.0,August 2023,"August 2, 2023",Deluxe Room,3,Couple,9.2,0,0,0,0,1,0,0,0,0,0
Great hotel. I’ll be back definitely,,Good location. Luxurious rooms and great facilities. Very friendly staff,10.0,July 2023,"August 1, 2023",Executive Room,4,Solo traveler,9.2,1,0,1,0,1,0,0,0,1,0
"Clean, comfortable, and welcoming for a short stay in Bangkok.","The hours of the facilities are a bit short, could be extended to 12AM or even 24 hours.","The breakfast was delicious and had a very wide variety of unique cuisines to choose from. I particularly enjoyed the staff, they were super friendly and welcoming.",10.0,July 2023,"July 31, 2023",Deluxe Room,2,Group,9.2,0,0,0,1,1,0,1,0,0,0
Nothing short of:”I’ll be back!”,,The staff and service were amazing. The room was spacious and very clean.,10.0,July 2023,"July 26, 2023",Executive Room,9,Couple,9.2,1,0,1,0,1,0,0,0,0,0
Amazing hotel all round. Stay here,I can not fault this hotel. 10/10,Stunning hotel with lots of modern touches. Excellent rooms. Friendly staff. Loved our stay,10.0,July 2023,"July 26, 2023",Deluxe Room,3,Group,9.2,1,0,0,0,1,0,0,0,0,0
Wish we stayed longer,Nothing,"Oh wow! We had the best stay here! If you are hesitating to book this hotel, please don't. Just book it! It has everything. The service was great, from the moment we entered the hotel until we left. It seems to be a new hotel so the rooms are new, very clean. The pool area is comfortabel and great for kids as well. The rooftop bar was the best! We did not use the breakfast because we were a bit jetlagged and had it somewhere else. It was over all just very comfortable to stay here and explore the city.",10.0,July 2023,"July 26, 2023",Deluxe Room,3,Family,9.2,1,0,1,0,1,0,1,0,0,0
Very Good,,very good,8.0,June 2023,"July 26, 2023",Executive Suite,1,Couple,9.2,0,0,0,0,0,0,0,0,0,0
Wonderful,"The hotel is located right in the middle of two BTS stations, so you must walk about 10 minutes to get to the closest one. On  a hot, sunny, Bangkok day, that's enough to make you quite sweaty. Also, keep in mind here that you are on Sukhumvit Road where the traffic is horrendous at almost all times of the day. Take a grab bike instead to come back after a long day of sightseeing.","This place is SO CLEAN. The staff does an amazing job of keeping the facilities tidy, clean, and up to date. We loved this room and it was also at a great value! We continue to compare other hotels to this one based upon how comfortable and clean this one felt everyday we made our way back. The pool was also incredibly relaxing and sleek. Would stay here again in a heartbeat.",9.0,June 2023,"July 25, 2023",Executive Room,5,Couple,9.2,1,0,1,0,1,0,0,0,0,0
The best hotel to stay in Bangkok,,"Simply Perfect, great Hotel, clean, perfect location. Great room and view. Nice rooftop bar, great Pool. I would certainly book this hotel again when i come back to Bangkok",10.0,July 2023,"July 23, 2023",Deluxe Room,2,Couple,9.2,1,0,1,0,0,0,0,0,1,0
"An unforgettable stay at this stunning hotel! From the impeccable cleanliness to the warm and welcoming staff, every mom",,Everything about this hotel was excellent. Staff were very friendly and helpful. Love this hotel.,10.0,July 2023,"July 23, 2023",Deluxe Room,3,Solo traveler,9.2,0,0,0,0,1,0,0,0,0,0
Exceptional,,Excellent hospitality. The staff was very polite and helpful.,10.0,July 2023,"July 20, 2023",Carlton Club Room,3,Group,9.2,0,0,0,0,1,0,0,0,0,0
Exceptional,Nothing,"Best Hotel in Bangkok 

Near Malls
Friendly staff and very helpful concierge 
My kids got food poisoning and the Hotel staff recommended Samitivej Sukhumvit Private Hospital , they took good care of the kids 
Huge Thanks to housekeeping staff for cleaning the room after midnight hours and for all staff calling and making sure the family are fine",10.0,July 2023,"July 19, 2023",Executive Room,3,Family,9.2,1,0,0,0,1,0,1,0,0,0
Great Base from which to explore Bangkok,Not applicable,"It’s the 2nd time we’ve stayed at the Carlton, on this occasion it was planned. Stayed on the 32nd floor, room was exceptional, breakfast more than plentiful, and the staff really helpful. We will stay here again, it’s a handy location once you’ve got your head around the multiple modes of transport available.",10.0,July 2023,"July 16, 2023",Carlton Club Room,1,Couple,9.2,1,0,0,0,1,0,1,0,1,0
Impressive n will return,No fresh juice in breakfast buffet,Good breakfast. Can add fresh juice or young coconut.,9.0,June 2023,"July 14, 2023",Deluxe Room,4,Group,9.2,0,0,0,0,0,0,1,1,0,0
A Perfect hotel in the heart of Bangkok!,Nothing.,"The rooms and facilities were all very clean and new. The smell of the hotel on every floor was amazing and fresh. We actually saw the cleaning staff clean the elevators even though they were clean. This made us super happy and we felt safe and at home. The staff and service were top notch! Thank you Mr. Title our concierge for making my husband's birthday a special day. Thank you for the club lounge staff: Wawa, Pepe, Giff and Nasha. We love the breakfast staff too because they ask us about our daily plans and suggest places. All in all we felt like we were the only VIP guests in the whole hotel during our 9-day stay. Thank you we will be coming back.",10.0,July 2023,"July 14, 2023",Carlton Club Room,9,Couple,9.2,1,0,1,0,1,0,1,0,0,0
great room for a great price,,"the rooms are a good size and clean. the layout for a family room is great, 2 bedrooms.",8.0,July 2023,"July 14, 2023",Family Room,2,Family,9.2,1,0,0,0,0,0,0,0,0,0
Great location but needs to improve on hospitality,It lacks the Thai hospitality. I think the lobby needs to have more greenery to make it cozy and welcoming.,The staff at the club lounge.,8.0,July 2023,"July 13, 2023",Carlton Club Room,2,Couple,9.2,0,0,1,1,1,0,0,0,0,0
Come have a great experience here at the Carlton Bangkok,Nothing. One of the few locations that I found nothing that did not meet my expectations and  exceeded all of them.,The location was perfect to allow us to launch our on our daily adventures and then return to place with a lot around the hotel. The breakfast was one of the best and I have spent a lot of time in hotels for business over the last several years.,10.0,July 2023,"July 11, 2023",Carlton Club Room,6,Couple,9.2,0,0,0,0,0,0,1,0,1,1
Exceptional,No bad points,Everything. The swimming pool is fantastic for families,10.0,July 2023,"July 11, 2023",Deluxe Room,3,Family,9.2,0,0,1,0,0,0,0,0,0,0
Excellent,,"Clean ,good sized rooms ,location",10.0,July 2023,"July 8, 2023",Deluxe Room,5,Family,9.2,1,0,0,0,0,0,0,0,1,0
Nice hotel,"They are insist on taking deposit, knowing that the reservation is through a creditcard and there is no minibar too. Which means no reason to take deposit.",Clean and comfortable,9.0,July 2023,"July 7, 2023",Executive Room,3,Group,9.2,1,0,0,0,0,0,0,0,0,0
Exceptional,,"Modern, great staff/service. Easy access to MRT/BTS.",10.0,July 2023,"July 7, 2023",Deluxe Room,3,Family,9.2,0,0,0,0,1,0,0,0,0,0
Love the staff!,"Room was not tip top clean when we arrived.  There was a pube on the toilet seat.  After daily housekeeping, room not thoroughly vaccumed (our children left some biscuit crumbs on the floor and in the baby crib, which were still there on return).","Wonderful friendly staff, always greeting us and smiling at our kids. Great location.  Beautiful rooms.  Overall great value for money.  Must try pastries at the Tuxedo Bar which was amazing!",9.0,July 2023,"July 7, 2023",Deluxe Room,4,Family,9.2,1,1,1,0,1,0,0,0,1,0
Looking forward to my next stay.,There is nothing that stands out as a failure I honestly can't think of anything that needed to be improved.,"The hotel was fantastic everything about this hotel was good. The breakfast had a good selection of food and was lovely.
The staff had a great knowledge of Bangkok and offered good advice on how to travel around the city extremely helpful. Close to public transport, shopping centers and restaurants. Clean rooms and a very comfortable bed. The swimming pool was enjoyable on a hot afternoon, we will always stay at the Carlton Hotel when we are in Bangkok.",10.0,June 2023,"July 6, 2023",Deluxe Room,3,Couple,9.2,1,0,1,0,1,0,1,0,1,0
"An amazing hotel. Great service, delicious food, comfortable rooms. Carlton gets so many things right on all counts!","Shower pressure average
Crazy traffic on Sukhumvit Road","Comfortable beds
Good room size
Clean and Cozy
Nice swimming pool
Courteous Staff
Excellent Service
In house dining/room service has been exceptional 
Amazing views",9.0,July 2023,"July 5, 2023",Deluxe Room,3,Family,9.2,1,1,1,0,1,0,1,0,1,0
Exceptional,,Location and very friendly staff,10.0,June 2023,"July 4, 2023",Executive Room,4,Couple,9.2,0,0,0,0,1,0,0,0,1,0
"5 star service ,  clean and modern hotel! Price valued",Nothing,Club lounge,10.0,July 2023,"July 1, 2023",Carlton Club Room,2,Couple,9.2,0,0,1,0,0,0,0,0,0,0
Thank you,Nothing,Every thing good,10.0,June 2023,"June 28, 2023",Carlton Club Room,1,Couple,9.2,0,0,0,0,0,0,0,0,0,0
Wonderful,,"The location is very strategies near BTS & MRT Station. The staffs is really helpfull,  especially the staff name Mr. Wat, he always give us suggestion and direction the best food in bangkok. we really feel comfortable to stay at carlton and sure we gonna be back again.",9.0,June 2023,"June 25, 2023",Deluxe Room,5,Family,9.2,0,0,0,0,1,0,1,0,1,0
Exceptional,,"The quality of service and professional staff, the cleanness and everything brand new and shining, building from 2019 very good condition I will come back!",10.0,June 2023,"June 19, 2023",Executive Room,4,Solo traveler,9.2,1,0,1,0,1,0,0,0,0,0
"great location nearby Asok BTS station ( around 500 meters ) , the rooms and the view are a plus of this fantastic hotel",nothing in particular,big room and fantastic view from the window of my room,10.0,June 2023,"June 18, 2023",Deluxe Room,6,Solo traveler,9.2,1,0,0,0,0,0,0,0,1,0
Exceptional,,"lovely staff, great room with very comfortable bed. Pool was perfect.",10.0,June 2023,"June 17, 2023",Carlton Club Room,3,Solo traveler,9.2,1,0,0,0,1,0,0,0,0,0
Exceptional,Everything was perfect,Very clean and grate location 5 min away from BTS the room is much better than other 5stars hotels such as skyviews Hotel,10.0,June 2023,"June 17, 2023",Executive Room,2,Family,9.2,1,0,0,0,0,0,0,0,1,0
relaxing and enjoyable,nothing particular,spacious family room,10.0,June 2023,"June 17, 2023",Family Room,3,Family,9.2,1,0,1,0,0,0,0,0,0,0
Exceptional,,"great location
lovely and helpful staff
excellent facilities
fantastic value for money
big room",10.0,May 2023,"June 13, 2023",Executive Room,5,Couple,9.2,1,0,1,0,1,0,0,0,1,0
Perfect stay in Bangkok,,"Starting with the warm welcome and the accomodating staff, the stay was just perfect. Loved the room, great view, very clean and everything I could wish for was available. The pool area is lovely and the rooftop bar amazing.",10.0,May 2023,"June 13, 2023",Deluxe Room,3,Solo traveler,9.2,1,0,1,0,1,0,0,0,1,0
Wonderful,,"Wonderful service, great facilities and excellent location. Highly recommend. We will be back 😊",9.0,June 2023,"June 12, 2023",Deluxe Room,4,Couple,9.2,0,0,1,0,1,0,0,0,1,0
this is the best hotel for the best price in the best location.,"N/A, I liked everything.",the staff and cleanliness,10.0,June 2023,"June 12, 2023",Deluxe Room,5,Solo traveler,9.2,1,0,0,0,1,0,0,0,0,0
A short stay in Bangkok,The hotel is a little way from the city centre but is well served by the metro,A lecture visit with some sightseeing. A large modern hotel with full facilities. A roof top bar and two restaurants. One is a Michelin rated Chinese. The rooms are large and comfortable. Very clean. Superb service. Excellent food. Very reasonable prices. A very nice pool and spa,10.0,June 2023,"June 12, 2023",Deluxe Room,4,Couple,9.2,1,0,1,0,1,0,1,0,0,0
Amazing hotel in the price range and good location,Having a phone on a floor in case you get stuck and your card does not work to open the room. We had to go down all the way since they had mistakenly locked our card out.,"The hotel was excellent and was location was very good on Sukhumvit. 
Travel options available by train and metro. 
Hotel Breakfast was very good. 
We stayed on the top floor so the view was also amazing!",10.0,March 2023,"June 11, 2023",Carlton Club Room,1,Couple,9.2,0,1,0,0,0,0,1,0,1,0
Exceptional,nothing,"its new hotel, so everything new and professional staff. also nice mall near the hotel",10.0,June 2023,"June 8, 2023",Deluxe Room,4,Family,9.2,0,0,0,0,1,0,0,0,0,0
great great and super great,absolutely nothing,new property. very clean unbelievable staff starting from mr. Teep the assistant manager any other staff member all there to make sure your trip is a success. Paipai and Wawa make sure your never hungry or thirsty for sure I’ll never stay anywhere else,10.0,June 2023,"June 8, 2023",Carlton Club Room,8,Solo traveler,9.2,1,0,0,0,1,0,0,0,0,0
"great amenities with generous room size, will definitely book again if I’m back in Bangkok…","the distance a bit off from the train stations, in fact it was located between 2 train stations, but still within walking distance…",cleanliness and the space of the room provided. good sea view,10.0,June 2023,"June 8, 2023",Deluxe Room,2,Family,9.2,1,0,1,0,0,0,0,0,1,0
perfect,,Very clean and beds very comfortable. pool was well kept also. The location saved us a-lot if money in transport cost - the area is among the hustle-bustle but a haven of calm inside the front doors.,10.0,May 2023,"June 6, 2023",Deluxe Room,3,Couple,9.2,1,0,0,0,0,0,0,0,1,0
Exceptional,,"Super clear , the skyline view is amazing  and friendly staff",10.0,June 2023,"June 5, 2023",Deluxe Room,2,Couple,9.2,0,0,0,0,1,0,0,0,1,0
"Excellent Stay, Great value for money, good pool and close to all amenities.",Nothing.,Great soundproofing of room. Plenty of space with good appointments. Excellent views. quality service.,10.0,June 2023,"June 5, 2023",Executive Room,9,Couple,9.2,1,0,1,0,1,0,0,0,1,0
Great hotel stay.,,Great location. Friendly and service oriented hotel staffs.,10.0,May 2023,"May 31, 2023",Family Room,3,Group,9.2,0,0,0,0,1,0,0,0,1,0
