Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Very Good,,Transfer,8.0,November 2022,"November 23, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Good stay for decent money close to the airport,"Water was hot only after a few minutes (but it was worse on other parts of Chile). No handheld shower, fix showerhead only.
We ordered and paid for the breakfast, but there was some confusion when we arrived at the restaurant, and staff was not aware that it was paid. Then it was clarified that the payment already happened. After the breakfast and the check-out we got into the shuttle bus, and another person from staff rushed to us again to say that the breakfast hasn't been paid. We had to get off the bus, clarify the situation again, and they confirmed again that it was already paid. It was a bit embarassing situation twice.
On the way to the hotel, airport shuttle bus was difficult to find. They told us in advance where to wait for, but still we had a stressful and bit long conversation in chat and on the phone where exactly to meet. By the way, they organized the meeting at the international side, but we arrived to the national. Nevertheless, it was a free service, so we were happy with it, but could have been smoother.","The room was comfy, spacious, nice and modern. They offered free airport shuttle transfer to both directions.",8.0,November 2022,"November 23, 2022",King Room - Non-Smoking,1,Couple,8.8,1,1,1,0,0,1,0,1,0,0
Perfect hotel for late arrival or early departure from SCL,The air conditioning at rooms could work better.,The room are nice and spacious. Restaurant is good and prices reasonable. Staff were helpful and attentive.,9.0,November 2022,"November 22, 2022",King Room - Non-Smoking,1,Couple,8.8,1,1,1,0,1,0,1,0,0,0
"For one transit night was good enough, but I wouldn’t stay more","The breakfast food was not good, the scrambled “eggs” tasted like powder, so they were not even made properly from that, the staff from the breakfast’s restaurant was rude.","The reception staff was nice, the bed was very comfortable. we were only in transit, for a night, so didn’t spend much time.",8.0,November 2022,"November 21, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,1,1,0,1,0,0
Very Good,,Airport shuttle was on time both to and from the airport. Beds were comfy and shower was nice! Room was quiet and clean.,8.0,November 2022,"November 19, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,0,0,0,0,0,0,0
Nice hotel next to the airport,,"Nice modern hotel next to the airport (10min ride). We stayed there to catch an early flight and used their complimentary shuttle service.
Beware that as a foreigner if you pay with Chilean pesos instead of dollars, you will be charged an extra 19% tax.",9.0,November 2022,"November 8, 2022",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,0,0,0,0
it was ok..!,check in staff were unfriendly..,location,8.0,November 2022,"November 6, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,1,0,0,1,0
Wonderful,,very good shuttle they message clear k strict uk s where to meet which is excellent as there is a scam running at the airport with official looking guys trying to get you to take a taxi with them.,9.0,October 2022,"November 5, 2022",King Room - Non-Smoking,3,Solo traveler,8.8,0,0,0,0,0,0,0,0,0,0
Very Good,Very slow check in.,"Smart, good value international hotel. Good breakfast.",8.0,October 2022,"October 29, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,1,0,0,0
Food poisoning ruined my trip and almost kill me.,I got sick after eating diner in their restaurant. According to my Dr. it was probably caused by the seafood dish I ordered there.,Comfortable bed,8.0,October 2022,"October 29, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,0,1,0,0
Wonderful,"Really far from city center
A bit hard to get uber to that point","Money and Performance is really excellent
Security is really high and it is good",9.0,October 2022,"October 13, 2022",King Room - Non-Smoking,6,Group,8.8,0,0,0,0,0,0,0,0,0,1
excellent service and top of the line hotel.,nothing,everything,10.0,October 2022,"October 5, 2022",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
nice hotel nearby airport,"-not so clean room
-too dark room and corridor","-free airport shuttle
-very nearby airport
-nice breakfast
-nice coffee
-coffee machine in the room",8.0,October 2022,"October 5, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,1,0,0,0,0,1,0,0,0
"Good place to sleep, but it is far from the city.",Cleaning at the Gym and restaurant service,Room,9.0,September 2022,"October 4, 2022",King Room - Non-Smoking,5,Solo traveler,8.8,1,1,0,1,0,1,0,1,0,0
Very Good,,Comfortable bed. Good amenities.,8.0,September 2022,"September 25, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,0,0,0,0,0,0
Convenient.,airport shuttle runs only once/hour,,8.0,September 2022,"September 23, 2022",King Room - Non-Smoking,1,Solo traveler,8.8,0,0,0,0,0,0,0,0,0,0
Wonderful,,The airport transfer was very efficient. We got an upgrade to a suite which was gorgeous and big. The bed was super comfortable. This hotel is perfect if you want to stay close to the airport.,9.0,September 2022,"September 20, 2022",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,0,0,0,0
Hotel close to airport but room quite noisy,"Not sure about the other rooms but my room is on the highway side and is not quiet at all!!! Whenever a vehicle passes by, the sound will somehow get amplified and become quite loud and if it is a large vehicle, the sound can be as loud as aircraft noise. This is the first time in my life to wear earplug while sleeping. The hotel should really make the rooms more soundproof.",Hotel is quite closed to airport and the pick-up service is easy to arrange. Room is spacious.,8.0,September 2022,"September 12, 2022",King Room - Non-Smoking,1,Solo traveler,8.8,1,1,1,1,1,0,0,0,0,0
overall it was ok,"the shuttle from the airport- the meeting point was not very clear, the man eas standing under a parking lot and never came out with a sign, inpossible to see him. we were 40 minites waiting for him. later he made us walk to another gate, and he got confused and he wouldn’t pick us up were all the shuttle buses go.",comfortable over all,8.0,September 2022,"September 7, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,1,0,0,0,0,0,0
Very Good,Communication with hotel on arrival at airport,Shuttle provided,8.0,August 2022,"September 5, 2022",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Fresh and clean,"Unstable wifi. Great location in order to get to/from airport, but for everything else it's a bit off.",Staff was very friendly. Large and very comfortable room. Airport shuttle service worked great.,9.0,August 2022,"August 31, 2022",King Room - Non-Smoking,1,Couple,8.8,1,0,0,1,1,0,0,0,0,1
Great airport hotel for a stay before/after your flight.,Internet didn't work during my stay but that was not the hotel's fault rather an infrastructure problem. The staff went beyond their task offering hotspot from their own mobile phones so I could stay in contact with my family. Thanks!,"Nice airport hotel close to Santiago airport. Excellent courtesy shuttle service to/from the airport, to be booked in advance. Rooms are spacious and comfortable.",9.0,August 2022,"August 24, 2022",King Room - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,1,1,0,0,0,0
good place to rest,,confortable and huge,9.0,May 2022,"July 28, 2022",Deluxe Family Room - Mobility Access/Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Very Good,The check in and check out process was a bit slow. It can also be a bit confusing to arrive to the hotel unless you are taking a taxi or the hotel's shuttle.,"The rooms were very spacious and clean. The beds were comfortable and the airport shuttle was on time and convenient. Also, the breakfast had plenty of options and started early enough for an early morning flight.",8.0,July 2022,"July 6, 2022",King Room - Non-Smoking,1,Family,8.8,1,0,1,0,0,0,1,0,1,0
"Great place to recharge after a long flight, close to the airport!",,"- This is a great hotel at a higher price than we usualy pay, but the extra price is absolutely fair for the extra quality.
- Staff was exceptionnaly nice, especially the restaurant staff
- They also accepted to keep our luggages for a week- nice of you, thank you!",10.0,April 2022,"May 14, 2022",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,1,0,0,0
Excellent clean value for money,Nothing,Bar staff and breakfast good,8.0,May 2022,"May 9, 2022",King Room - Non-Smoking,1,Couple,8.8,0,0,1,0,1,0,1,0,0,0
great value just 10 minutes away from SCL Int’l Airport.,"AC sound even if turned off, may be annoying for people that need a quite room to sleep.","modern and clean facilities, comfortable bed and neat bathroom.",8.0,May 2022,"May 7, 2022",Deluxe Family Room - Mobility Access/Non-Smoking,1,Solo traveler,8.8,1,1,1,0,0,0,0,0,0,0
It was comfortable and close to the airport.,,There was a complimentary airport shuttle. The reception was quick and very helpful. Room service was quick and honest,8.0,March 2022,"March 26, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,1,0,1,0,0,0
Excellent airport hotel for short layovers upon arrival or prior to departure from Santiago airport!,No other services or restaurants within walking distance of the hotel. No free breakfast.,"Great, professional staff and service, including the free shuttle to and from the airport! New and clean, spacious and quiet rooms with comfortable modern furniture and beds.",8.0,March 2022,"March 19, 2022",King Room - Non-Smoking,1,Couple,8.8,1,0,1,0,1,1,0,1,0,0
Very Good,Restaurant,"Room was huge and comfortable
Free airport transfer",8.0,February 2022,"March 16, 2022",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,0,1,0,0
It was enjoyable and exceeded my expectation,It is a bit far from town area.,Nice room and a relaxing jacuzzi pool.   Easy access to airport with complementary shuttle service.,10.0,March 2022,"March 16, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.8,1,0,0,0,1,0,0,0,0,0
Very Good,,"quiet and near airport, better than expected dining. Although dining was very slow, so be careful if in hurry to catch a flight",8.0,March 2022,"March 15, 2022",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
"If you need a quick stay near the airport, it's a good option.",Kinda expensive and not much options to eat nearby.,"The hotel is close to the airport, the staff is nice and the rooms are great!",8.0,January 2022,"February 14, 2022",Queen Room with Two Queen Beds - Non-Smoking,2,Couple,8.8,1,0,0,0,1,0,0,0,0,0
Perfect stay close to airport!,Nothing to complain!,"Friendly staff, perfect Airport transfer",10.0,February 2022,"February 9, 2022",King Room - Non-Smoking,1,Group,8.8,0,0,0,0,1,0,0,0,0,0
Wonderful,,"Very attentive personnel
Room large and comfortable",9.0,February 2022,"February 8, 2022",Deluxe Family Room - Mobility Access/Non-Smoking,1,Solo traveler,8.8,1,0,0,0,0,0,0,0,0,0
just spent the night for a connecting flight,front desk person,great room!,8.0,December 2021,"December 29, 2021",King Room - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,0,0,0,0,0,0
Wonderful,Far from the center but perfect location for a next day flight.,We were actually surprised how big the room was and very comfy.,9.0,December 2021,"December 12, 2021",King Room - Non-Smoking,1,Family,8.8,1,0,0,0,0,0,0,0,0,1
Wonderful,Water in the shower fluctuated between hot and cold.,Room was comfortable and clean. Breakfast was good.,9.0,December 2021,"December 11, 2021",King Room - Non-Smoking,1,Couple,8.8,1,1,0,0,0,0,1,0,0,0
My best hotel experience in Chile,"You have to pre-plan the shuttle bus and they will not pick you up when you arrive in country due to quarantine rules(Not their fault but still annoying)  They will take you to the airport by shuttle once you are cleared though.  The restaurant, and all restaurants in Chile, only do menu by QR code.  For people without a smartphone like myself that is an issue.  The area is terrible with nothing nearby.  No view from the window.",My only good hotel experience in Chile.  A new and clean hotel that is actually well built.  Quiet!!! Everywhere else has paper thin walls but not here.  A large room with a comfortable desk and sofa.  Lots of restrictions for Covid-19(No shuttle bus pickup and quarantined to room) but the room and staff were fantastic.,10.0,November 2021,"November 28, 2021",King Room - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,1,0,0,1,0,1
Wonderful,Free breakfbreakfast,,9.0,October 2021,"October 27, 2021",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,1,0,0
Excellent experience for business travelers,breakfast could start earlier,"close to the airport, gib and comfortable rooms, transfer from and to the airport, friendly and kind staff",10.0,September 2021,"September 30, 2021",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,1,0,0,1,0,0
Definitely worth it - for overnight stay    Very nice,Pick up shuttle too difficult      Trip to airport though perfect,Lovely staff    Good meal   Clean and good nights sleep,8.0,August 2024,"August 12, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,0,0,0,0
Cheaper than actual airport hotel but also meant no options for eating or taking a walk.,Literally the middle of nowhere. As an airport hotel that’s fine as generally you’re just there for a sleep and a shower but I had two nights due to schedule change and was basically stuck inside unless I wanted to risk a taxi. Didn’t.,Very good sized and comfortable room and bed. Has a pool and gym but didn’t use. Free coffee and tea was good.,8.0,June 2024,"June 19, 2024",King Room - Non-Smoking,2,Solo traveler,8.8,1,1,1,0,0,0,0,0,0,0
"Convenient for airport, comfortable for short stay.","Pool area much smaller than photos, jacuzzi was feeble and sauna not turned on. We based our selection on these facilities.

Communication with the hotel was difficult on our arrival at the international terminal. Only comms were with WhatsApp and automated responses. Tried to call and phone put down twice.","Very broad breakfast spread, large clean room, good wifi",8.0,June 2024,"June 10, 2024",King Room - Mobility Access/Non-Smoking,2,Couple,8.8,1,0,1,1,0,0,1,0,0,0
Very Good,"Apart from being close to airport, location is in semi-industrial area.",Shuttle service worked well. Close to airport.,8.0,May 2024,"June 3, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Solo traveler,8.8,0,1,0,0,1,0,0,0,0,1
Shuttle service worked very well,"Meals in the main dining room and the terrace outside were average and not value-for-money. Unfortunately, there are no alternative dining places close by. Corridors are too dimly lit.","This was my second stay at this hotel as it was very convenient to the airport and I found the shuttle service was previously very good. This time, the pick-up point was from the international airport. Everything went smoothly. Check-in was excellent & the receptionist who served me was very friendly and helpful. I had to wait some time for a room to be ready because I arrived early AM but they kindly gave me an upgrade. The room had a small fridge, coffee machine with tea/coffee/creamer, iron and ironing board, hairdryer, lots of storage space, a safe, two TVs, chaise lounge, desk, USB connections, plenty of lighting and electrical powerpoints. I had left a small bag of items in storage and I was able to retrieve them without any problems. Breakfast was fine with plenty of variety. Shower had good pressure and plenty of hot water.",9.0,April 2024,"April 11, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Solo traveler,8.8,1,1,1,0,1,0,1,0,1,0
Worth staying here for airport shuttle convenience,"In-house dining was pricey for average quality food. Located in an industrial park with no alternative dining close by. The hotel and neighbouring businesses are fully fenced, some with razorwire and electrified fencing - this says something about safety or lack of, in the area. The advice was not to take public transport except for Uber.","Airport shuttle worked really well. Buffet breakfast was ok and there was enough variety if you had to stay multiple nights. There were hot foods such as scrambled eggs, sausages, bacon, mixed vegetables, and potatoes; cold foods such as sliced cheese, processed meat, yoghurt, milk and fruit juices; pastries, croissants, bread, muffins; cereals such as oats and cornflakes; cut fruit and whole fruit; tea and coffee. Room was clean and comfortable with heaps of storage space and large bathroom. Some staff at reception were very helpful and nice, but a couple seemed less friendly. A reception staff didn't pass on my request for a takeaway breakfast due to leaving for the airport just before breakfast time. However, the morning shift receptionist was super nice and helpful and organised it at last minute, even running it to the shuttle van just before we departed.",9.0,March 2024,"April 11, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Solo traveler,8.8,1,1,1,0,1,0,1,1,0,1
Very Good,,3am shuttle was a bonus!,8.0,March 2024,"March 29, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Very Good,Waiting at airport for free schuttle,Breakfast,8.0,February 2024,"March 11, 2024",King Room - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,1,0,0,0
Very Good,We had to wait for drive more then 45 min from the time we scheduled,Brekfast,8.0,February 2024,"March 11, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
Very Good,The transfer system. I was notified that I had to book it 48 hours ahead when I tried to get it at the airport to get to the hotel. The return to the airport was ok with the transfer.,Staff were kind and the restaurant food was good too. Large rooms and very clean.,8.0,March 2024,"March 9, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,0,1,0,1,0,0,0
Very Good,"Swimingpool was inside, outside restodid not work",Typical airport hotel,8.0,February 2024,"February 19, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
Lively stay close to airport,"It seemed that they turn the aircon off at night, so it was quite hot at times at night","Great full breakfast, comfortable bed, big room with office chair and lounge chair. Free shuttle service from airport",8.0,January 2024,"February 1, 2024",King Room - Non-Smoking,2,Couple,8.8,1,0,1,0,1,0,1,0,0,0
Very Good,,Everything.,8.0,January 2024,"January 13, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
Comfortable hotel,There is nothing in the local area so once at the hotel you have no option but to stay there.,Comfortable hotel close to the airport - though not as close as you think. The shuttle needs to be booked in advance.,8.0,January 2024,"January 13, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,0,0,0,0,0,0,0,0,0,0
Very Good,The one thing was the location. The only way to get into town is by taxi or uber.,The room was clean and the mattress was very good . It was quiet.,8.0,November 2023,"November 22, 2023",King Room - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,0,0,0,0,0,1
Good value and good pricing,,Very obliging staff. Clean room.  All facilities there for a layover from airport.,8.0,November 2023,"November 18, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,1,0,0,0,0,0
Exceptional,,Early check in,10.0,November 2023,"November 10, 2023",King Room - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
Very Good,"There are very limited dining options in close proximity, so you're somewhat restricted in that regard.",Good location for transit stopover from airport.,8.0,September 2023,"October 3, 2023",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.8,0,0,0,0,0,0,0,0,1,1
Semi-served it’s purpose for one night stay but we could not use their shuttle.,"We booked this hotel in particular because we landed from Calama-Santiago in the evening and had an early flight out Santiago-Punta Arenas in the morning. We booked specifically so that we were close to the airport and the hotel included airport-hotel-airport shuttle for free. 

However when we tried to book the shuttle in advance for airport-hotel transfer. it was full and they suggested we wait 2 hours for the next one. To book the shuttle for our return to the airport (hotel-airport), we were told this can only be booked on check in. I asked to book early as we missed out on the shuttle from airport-hotel but they declined. On check-in, the shuttle from hotel-airport was booked up with jo space for us.

Therefore we booked a taxi instead, both ways, which made our entire booking redundant as we could have gone with another hotel nearby the airport offering the same service.","The room was great, bed comfy, shower powerful and we slept well.",8.0,September 2023,"September 28, 2023",King Room - Non-Smoking,1,Couple,8.8,1,0,0,1,0,1,0,0,0,0
"Convenient for airport, not convenient for city","Located close to the airport so unsuitable for getting into town. Breakfast I Clyde’s but can be very hot and miss. Some days breakfast was fantastic with real
Bacon and fresh pastries, other days the pastries were stale and the bacon was over cooked ‘American’ processed bacon.  

Crappy Nescafé coffee makers in the room that work poorly. Only 2 coffee pods.",Excellent hotel. Good quality. Have stayed here twice now. Very convenient for early flights to the airport. Free shuttle bus to/from the airport. Breakfast included.,8.0,August 2023,"August 13, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,1,0,0,0,0,1,1,1,0
Very Good,"Middle of nowhere, costly to travel around",Comfy bed and facilities,8.0,May 2023,"July 14, 2023",King Room - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,0,0,0,0,0,0
Very Good,The soundproofing doesn't completely block out the spund of traffic from the main artery outside nor tge planes,It is very convenient if you just need a place to stay near the airport. It has a restaurant and 24hr room service,8.0,March 2023,"March 30, 2023",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,1,0,1,0
Very Good,Razor wire surrounding the property,"Nice layout, pool, gym",8.0,March 2023,"March 24, 2023",King Room - Non-Smoking,1,Family,8.8,0,0,1,0,0,0,0,0,0,0
Very Good,expensive restaurant and no other food options around,"ideal if you have an early flight or late arrival, otherwise nothing to do in this area",8.0,March 2023,"March 19, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,1,0,0
"Good value, close to airport","The only downside is that it is quite the trip to get into Santiago (or back). It's very difficult to get to by public transportation, so Uber was our best friend for our stay.",The hotel is located only 10 min from the airport. The free airport shuttle was highly appreciated and the rooms were very clean. Thank you for letting us check in early.,9.0,March 2023,"March 12, 2023",King Room - Non-Smoking,1,Family,8.8,1,0,0,0,0,0,0,0,0,1
Great place to stay at a very good price if you have a connecting flight and need a room near the airport. Would not rec,"There are no stores or restaurants around as the area is quite industrial. Not really surprising as the hotel is an airport hotel. if you want food, you have to eat in the hotel restaurant…or maybe delivery? The hotel could have been more accommodating as to our check in time. We were aware that check in was 3 pm but we needed a room from noon to  9 pm only and had contacted the hotel re this. The response was ‘check is at 3 pm’. We were there by 12:30 pm and were given a room by about 1:30 pm so we were happy about that.",Clean. Close to the airport. Convenient and efficient airport shuttle upon request. Nice pool.,8.0,February 2023,"February 27, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,1,0,0,0,0,0,1,1,0
Good value location for airport.  Ensure you book airport shuttle in advance,The shuttle service needs booking in advance which was not made clear.  This resulted in me having to wait 1 hour to be collected.  Shuttles in the morning run once per hour and again need to be booked in advance,"Comfortable, courteous staff, surprisingly good food including breakfast, swimming pool",8.0,February 2023,"February 18, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,1,0,1,1,1,0,0,0
it’s not their fault but Santiago can be dangerous.  those who stayed in town felt safe except at night.,"it can be dangerous and Uber won’t go there.  you are safe inside the iron fence and razor wire, with guard at gate.  but not a place to walk around.",enjoyed pool and spa and the food,10.0,January 2023,"January 18, 2023",King Room - Non-Smoking,3,Couple,8.8,0,0,1,0,0,0,1,0,0,0
Wonderful,Not much in the neighborhood,Decent enough airport hotel. Near to the airport and not much else 😃,9.0,January 2023,"January 9, 2023",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Very Good,I would have liked to have been informed there was a shuttle from the airport to the hotel when booking the accommodation.,,8.0,December 2022,"January 2, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
comfortable stay,staff were not able to communicate in English.,clean Place,8.0,December 2022,"December 23, 2022",King Room - Non-Smoking,2,Couple,8.8,1,0,0,0,0,1,0,0,0,0
"good, very clean",,looks like new propertie,9.0,December 2022,"December 12, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,0,0,0,0,0,0,0,0,0,0
Good place for an airport stayover,The transfer service from the airport can be improved as it is hard to find the correct location. The check-in and check-out process is very slow.,"The room was very quiet (also thanks to the carpets in the hallways). Nice, big room, very clean and comfortable bed. Excellent buffet breakfast.",8.0,December 2022,"December 4, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,0,1,1,0,0,1
Very Good,"-It's very close to a very busy street (lots of traffic also during the night) and the windows are thin so you can hear it
- they could offer earlier check in
- lack of shuttle to the city
- breakfast only starts at 6am which I think is late for an airport hotel and they don't offer a"" breakfast box"" to passengers who leave early.
- while the room was large and comfy,  it could have had more light","Friendly staff, free shuttle from the airport, little swimming pool - nice to relax after the flight, spacious and comfy room, very clean",8.0,November 2022,"November 28, 2022",King Room - Non-Smoking,1,Solo traveler,8.8,1,1,1,0,1,0,0,1,0,0
Wonderful,The restaurant should've have more options in the menu,The curtesy transportation is very good and the rooms are pretty nice!,9.0,November 2022,"November 6, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,0,0,0,1,0,0
Wonderful,"The location, there is nothing around the hotel except for warehouses and big rigs.
No restaurants so guests are forced to eat in the hotel restaurant which is kind of expensive for what the serve.","The free shuttle service was excellent, the room was spacious and so was the bathroomm, lobby is spacious also.
Nice indoor pool even though I did not have a chance to use it.

A huge shopping center with good food and good prices is only  $5 -$7 away by Uber",9.0,October 2022,"October 28, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,1,0,1,1,1,1
Just ok,The location is in the middle of nowhere. No outdoor area to hang. It's an airport hotel but really nowhere to go for a walk.,Room was spacious and comfy. Staff overall was friendly and the restaurant had decent food.,8.0,October 2022,"October 24, 2022",King Room - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,1,0,1,0,0,1
Very comfortable,It was challenging communicating with staff unless you speak Spanish.,Very clean and modern. Most comfortable bed. The breakfast was solid!,8.0,September 2022,"September 12, 2022",King Room - Non-Smoking,1,Solo traveler,8.8,1,0,0,1,0,1,1,0,0,0
Comfortable and affordable,"The location is not appropriate to sightseeing or for touristic purpose. However, it is perfect for a one night stand close to the airport.","The room size is very appropriate and also the cleanliness.
The breakfast is well served and starts at an adequate time.
The hotel offers a transfer from/to the airport which makes it a perfect choice for those wanting to sleep over and depart soon.",9.0,June 2022,"June 18, 2022",King Room - Non-Smoking,1,Family,8.8,1,0,0,0,0,0,1,0,0,1
Exceptional,location maybe,"modern, new, clean,",10.0,March 2022,"March 21, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,0,0,0,0,0,0,1
Very Good,Cleanliness outside the room wasn't the best.  Room was perfectly clean and tidy.,Shuttle to airport was handy,8.0,February 2022,"March 5, 2022",King Room - Non-Smoking,1,Solo traveler,8.8,0,1,0,0,0,0,0,0,0,0
An easy place to quarantine after arrival with very friendly staff.,,The staff was very friendly and helped us navigate Chile's quarantine policy for foreign travelers. A good place to quarantine after arrival.,9.0,December 2021,"January 8, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,1,0,0,0,0,0
"Reasonably priced, very comfortable option near the airport","It's in a bad area in terms of not really near anything like restaurants, shops etc, so I wouldn't really want to stay here for more than a night but for us we were just hanging out until our flight the next day so that didn't matter at all.","We generally have low expectations when it comes to airport (or near airport) hotels but were seriously impressed by this one! The room was massive, super comfortable, black out curtains, free water and capsule coffee machine in the room. They also have a free shuttle to the airport and the food in the restaurant is reasonably priced and tasty. The staff were great as well.",10.0,December 2021,"December 20, 2021",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,1,1,0,0
"Comfortable room, good food at the restaurant and free airport shuttle. Great for overnight stay.","As others have mentioned, hotel is not close to anything. Good for an overnight stay with an early flight out the next day. Organising the shuttle from the airport was chaotic. The only thing accurate about booking the shuttle was the drivers phone number. Everything the hotel said about times, what the van looked like was wrong. If you can get the drivers number, walk out door 2 at the international airport and call the driver.","Big rooms, comfortable big bed, nice bathroom, helpful friendly check-in staff. Meals at restaurant were good. Free shuttle from airport.",8.0,March 2024,"March 29, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,1,0,0,0
Wonderful,"Not enough Lightning in the room, way too dark, you need a central located light, the desk, nightstand, end standing lamp is not enough for such a big room. Can not read from the bed, only at the desk,
Makes no sebse",,9.0,October 2022,"October 23, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.8,0,1,0,0,0,0,0,0,0,0
Wonderful,"aucune navette à l'aeroport
no bus shuttle at the airport",confort,9.0,March 2022,"March 8, 2022",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,0,0,0,0,0,0,0,0,0,0
"Great hotel, location is excellent for continuing travel, a little too far out from city centre if","The weather, it rained for the enire time that we were in Santiago, but that's not the hotel's fault.","The room size was unexpectantly spacious and clean, the bed was very comfortable. Full amenaties were provided and the staff were wonderfully assistive.",10.0,May 2024,"May 26, 2024",King Room - Non-Smoking,2,Couple,8.8,1,0,1,0,1,0,0,0,0,0
Very Good,,The receptionist was exceptionally helpful and kind,8.0,December 2023,"January 13, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,0,0,0,0
"Lovely, comfortable hotel close to the airport!",The rooms could offer an electrical kettle to heat water for tea in the night.,"How new and clean the rooms were. Also that the parking lot was covered and guarded by a main entrance gate and guard.
The pool and small
gym. Also the shuttle from the airport.",9.0,December 2023,"December 22, 2023",King Room - Mobility Access/Non-Smoking,3,Couple,8.8,1,1,1,0,0,0,0,0,0,0
