Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Wonderful,,"If you are looking for a place near the airport this is very good value.  Included buffet breakfast was excellent considering the price, and dinner was surprisingly tasty.  Free airport shuttle on the hour",9.0,February 2024,"February 26, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,1,0,0,0
Great airport shuttle service. Lovely comfortable bed.,,Very comfortable bed and pillows. Shuttle service was excellent. Near airport,10.0,February 2024,"February 26, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,0,0,0,0
Comfortable hotel with great value near the airport,"The shower was warm but not quite as hot as I prefer. The shower drain took a bit of time to clear the water. The pool floor could have been a bit cleaner. Overall, these are minor gripes.",Nice comfortable hotel close to the airport. Most of the hotel staff were able to communicate in English. The free shuttle service is convenient and easy to arrange. You can communicate with them through Whatsapp. The room is comfortable and the blackout curtains are excellent for sleeping in late. They included two bottles of water and tea in the room. The Continental breakfast is a bit limited but the full breakfast is excellent. The restaurant in general is good with some nice choices. There is not much to do around the hotel it would seem but it's perfect if you're just staying overnight before you catch your next flight.,9.0,February 2024,"February 25, 2024",King Room - Non-Smoking,1,Solo traveler,8.8,1,1,0,0,1,0,1,0,1,0
Exceptional,,The kindness of all the staff,10.0,February 2024,"February 25, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.8,0,0,0,0,1,0,0,0,0,0
Perfect,,"Close to the airport 
Nice!",10.0,February 2024,"February 24, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.8,0,0,0,0,0,0,0,0,0,0
Wonderful,"The shuttle service arrived 20min late for pick up
We didn't particularly like the food at dinner (pasta and risotto)","Competent staff
Modern facilities
Very short distance from the airport
Free shuttle service to and from airport
Sparkling clean
Very big room and bathroom
Complimentary coffee, tea, water and toiletries in the room
Good choice of breakfast buffet",9.0,February 2024,"February 24, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,1,0,1,1,1,1,0,0
Very Good,A pity breakfast is not included.,Excellent value for money. Great location for the airport. Good restaurant & shuttle service.,8.0,February 2024,"February 23, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,1,0,1,1,1,0
Very Good,Airport shuttle arrived half an hour late,,8.0,February 2024,"February 22, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Comfortable and modern,The reception told me I didn't need the PDI form so I threw it away. You absolutely do need this form throughout Chile,"A very smooth free airport transfer was very appreciated.
The room felt modern, clean and comfortable. The breakfast looked great but we left too early to enjoy it.
The bathroom and shower were big and clean too.",10.0,February 2024,"February 22, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,1,0,0,0
Appreciated the employee lending me North American electrical plug converter. All hotels should have these,,Proximity to airport,10.0,February 2024,"February 21, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,1,0
Absolutely recommended!!,nothing,"Free shuttle to/from the airport, they send you very easy instructions on how to book the shuttle at arrival (you must ask for it at least 48 hours before arrival). The hotel is very modern and near the airport. My room was very spacious, with two double beds. It is a four star hotel and it is excellent in every sense: cleanliness and toilet products in the bathroom, very very comfy bed. Very large shower. Excellent breakfast with several sweet and salty choices, fruit, juices, cooffee, tea, ... Absolutely recommended!!",10.0,February 2024,"February 21, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,0,0,1,0,0,0
Will stay here again,Nothing,"Everything! Big room, comfortable temperature, quite, complimentary pick-up/drop to the airport. Employees are so nice speaking good English! Super comfortable for a short transit",10.0,February 2024,"February 21, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,0,0,1,0,0,0,0,0
Exceptional,,"Room - one of the larger/nicer hotel rooms we have ever stayed in. Everything felt very spacious and clean. Staff was helpful and accommodating. It was convenient being able to stay right near the airport and for the price, you can't find a better deal!",10.0,January 2024,"February 20, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,1,0,1,0,0,0,1,0
Perfect for one night,The dinner menu is a little restricted for those with intolerances. Expensive as expected.,Close location to the airport with complimentary shuttle service,9.0,February 2024,"February 20, 2024",King Room - Non-Smoking,1,Solo traveler,8.8,0,0,0,0,1,0,0,1,1,0
Wonderful,,"Cool hotel. The staff was very friendly, check in was super fast. We easily found the shuttle to the hotel. Thank you!",9.0,January 2024,"February 20, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,0,0,0,0
Very comfortable for overnight stay near airport,Immediate environs of hotel is not conducive to walking.,Efficient shuttle from airport.  Very good food in restaurant.,9.0,January 2024,"February 20, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,1,0,0,0
Great choice for layover passengers,,Great location for a short layover. Very quiet. Complimentary airport shuttle,10.0,February 2024,"February 19, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,1,0
perfect end to our stay in Chile with toddlers,,"we loved this modern, clean and family friendly airport hotel! We found it really easy to book the airport shuttle, originally by WhatsApp, then upon check-in we booked the second shuttle. We didn't actually bother waiting for the airport shuttle on arrival, late at night, we just took an airport taxi which cost 25k. check-in was fast and they even stored our two car seats in the downstairs storage room, to save us the hassle us having to bring them up to our room and back. we loved breakfast - huge variety and they had high chairs. we went swimming after breakfast, the main pool was a bit chilly, but there was a jacuzzi small pool so the kids enjoyed that one a lot more. the room was massive and the soap/conditioner/shampoo/moisturiser they provide was lovely smelling argan oil, helping us feel a bit pampered. considering it's just an airport hotel, it's got a lovely vibe!",10.0,February 2024,"February 19, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,0,1,0,1,0,0,0
Very Good,,Great breakfast … good location very close to airport,8.0,February 2024,"February 18, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.8,0,0,0,0,0,0,1,0,1,0
Perfect stay close to the airport!,,"Clean, huge and comfortable hotel room
Bathroom was modern and spacious as well.
Check-in late at night and check-out early in the morning was super-easy and super quick - friendly staff!
Shuttle service was brilliant and for free (from and to the airport).
We only had a few hours in the room, but we had a great sleep.
Breakfast with a great variety of everything",10.0,January 2024,"February 18, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,1,0,1,0,1,0,0,0
Exceptional,,"The staff at the concierge is outstanding, should  receive a special shout out. He attended our needs without being asked - prompted an airport shuttle booking, breakfast to go for early flight, and even looked for a vacant room for slightly early check in. The room is very comfortable for our layover!",10.0,February 2024,"February 15, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,0,1,0,1,0,0,0
Wonderful,Nothing,"Close to airport, pick up service and transport to airport are great. Great price on Booking",9.0,February 2024,"February 15, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,1,0,0,0,0,0
Wonderful,"Weak shower, restaurant","Very good choice for a hotel near the airport. Facilities are very good, bed is alright, breakfast is good. Free transfer to airport.",9.0,February 2024,"February 15, 2024",King Room - Non-Smoking,1,Couple,8.8,1,1,1,0,0,0,1,1,0,0
Exceptional,All good thank - thank you.,We wanted to check in as early as we could or leave baggage whilst we returned our hire car. The young man at the desk said a room would be available in about an hour. We had time so we decided to wait. Ten minutes later we had our room!,10.0,February 2024,"February 15, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,0,0,0,0
Great place !!,I didn't like to wake up.,I liked to sleep.,9.0,January 2024,"February 15, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
Great place !!,I didn't like to wake up.,I liked to sleep.,9.0,February 2024,"February 15, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
A really nice hotel to stay at and easy to access from airport.,Nothing,Check in staff extremely welcoming and the meal in the restaurant  was very good.,9.0,February 2024,"February 14, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,1,0,0,0
Convenient airport hotel,"Organising transfers from the airport was quite hard work.
Not a great choice in the restaurant for dinner.","Reception very efficient
Room very spacious
Transfers to the airport were easy
Only 10 minutes to/from airport",8.0,February 2024,"February 13, 2024",King Room - Non-Smoking,1,Family,8.8,1,0,1,0,0,0,0,1,0,0
Good for transit nd close to airport,,Free airport shuttle if you can meet the timing every hour,8.0,February 2024,"February 13, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Great place to sleep,"We had a problem in the airport and unfortunately we were late for the trasfer, they don’t wait for us","Excellent breakfast, the staff are gentle and helpful. The room was clean, and my kids loved the blackout",10.0,February 2024,"February 12, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,0,1,0,1,0,0,0
Wonderful,,Transfer from to Airport included,9.0,February 2024,"February 12, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
Excellent for an overnight stay,Nothing,Good airport transfer. Perfect for an overnight stay before an early flight.,9.0,February 2024,"February 11, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Excellent stay near airport ✈️,"Only slight issue was pick up , we did pre book transfer with flight info etc, we were given clear instructions where to meet driver + contact info etc but no one was there so had to call hotel/driver and we encountered a slight problem with translation, luckily my son spoke some Spanish so all ok thankfully.","Obviously location being near airport was a ‘must’ offered free transfer to airport, immaculate room and public areas, breakfast was exceptional + 24hr room service 👍 
Staff were extremely efficient, polite and friendly.  Highly recommended",10.0,February 2024,"February 10, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,1,1,0,1,0,1,0
Excelente,,La atencion,10.0,February 2024,"February 10, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
After 6 weeks of travel in Chile it was great to slip under that nice duvet.,"Lovely, roomy shower, but the shower head is not effective in rinsing shampoo- had to use the faucet.",,9.0,February 2024,"February 9, 2024",King Room - Non-Smoking,1,Couple,8.8,0,1,0,0,0,0,0,0,0,0
Exceptional,Nothing,"Everything. Great location, friendly staff, clean hotel and good breakfast",10.0,February 2024,"February 7, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,1,0,1,0
A great airport hotel,,"Close to Santiago airport, a great place to spend the night between flights. Excellent breakfast, airport shuttle service.",10.0,February 2024,"February 7, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,1,0,0,0
a hotel definitively to consider when staying close to the airport of santiago,"we booked for three in a family room, everything in the room was prepared for 2 (towels, coffee, water, etc). Took some time before additions came from housekeeping.","excellent location near the airport. well secured parking possibility behind closed gate. professional reception. good restaurant with good price/quality ratio. excellent room, good mattresses, free water, coffee, clean bathroom. swimming pool as a bonus. and overall relatively very affordable for all services offered. we had a rental car, but the hotel offers also a bus service to the airport, and was very attentive in asking whether we would like to use this service or not in a timely manner.",9.0,February 2024,"February 6, 2024",Deluxe Family Room - Mobility Access/Non-Smoking,1,Family,8.8,1,1,1,1,1,0,1,0,1,0
Wonderful,Nothing.  It was great value for money,"Service was excellent.  Great comms with airport  transfer and connections back to airport.  
Hotel had a nice sized pool and gym.
Restaurant was good. Attentive service.",9.0,February 2024,"February 6, 2024",King Room - Non-Smoking,1,Family,8.8,1,0,1,0,1,0,1,0,0,0
Exceptional,,Restaurant food was excellent. Room was spotless and spacious with high ceilings and wide hallway. Airport shuttle was efficient and drivers were amicable.,10.0,February 2024,"February 6, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,1,0,0,0,1,0,0,0
It was a very comfortable and welcoming property,No comment,Location and facilities,10.0,February 2024,"February 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Couple,8.8,0,0,1,0,0,0,0,0,1,0
"Pleasant, straightforward stay, efficient staff",Not really,"Easy reach of airport, transfer provided, spacious and clean, good facilities, good communication prior to arrival",8.0,February 2024,"February 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,1,0,0,0,0,0,0,0
Wonderful,No shops nearby except for a petrol station.,"Near the airport, and there was a shuttle service to and from Airport(Domestic and International are just next to each other) .",9.0,January 2024,"February 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,0,0,0,0
Exceptional,,"Close to the airport with great shuttle for free, everything was great from rooms, over staff to breakfast.",10.0,January 2024,"February 5, 2024",King Room - Non-Smoking,2,Couple,8.8,1,0,0,0,1,0,1,0,0,0
A great stay between long flights.,Directions for shuttle pickup were confusing.,"Quiet room, restaurant open late, excellent housekeeping.",9.0,January 2024,"February 4, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Couple,8.8,1,0,0,0,0,0,1,0,0,0
"The airport transfer was so helpful, especially since I was arriving and leaving Santiago very late at night. It was sup",,The airport transfer was included in the price and easy to schedule. The rooms were impeccably clean. They had room service. It was a great airport hotel.,10.0,January 2024,"February 4, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Group,8.8,1,0,0,0,1,0,1,0,0,0
Very convenient stay near the airport,"The only negative point is the shuttle from the airport to the hotel. You book it through WhatsApp, get an instant confirmation which tells you pick up time and that the car will leave within 5 minutes if you are not there. The shuttle was never on time. On one occasion we had been waiting for 40 minutes, the van turned up and took another party who had arrived after us while we waited another 20 minutes for the van to return. The reception in the car park is poor which makes communication with the driver difficult as well. But they will arrive eventually, to pick you up.","We booked this hotel because it was near to the airport, had a free shuttle and we had loads of internal flights to take for our planned itinerary in Chile, which included 3 sections- Torres del Paine NP, Easter Island and Atacama.
The hotel is less than 10 minutes drive from the airport. Facilities are of high quality. The hotel was also kind enough to let us store our luggage between flights. The shuttle to the airport was always very punctual and easy to book at reception during your stay.
Breakfast was good, the restaurant is open for dinner until 10 pm.
I would have given the hotel 10/10 if not for the pick up shuttles.",8.0,December 2023,"February 3, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,1,0,0,0,1,0,0,0
Wonderful,,"Great location, rooms and the shuttle bus is free",9.0,January 2024,"February 3, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,0,0,1,0
Great option for those in Santiago on a layover,The room is a bit dark.,"It's a big hotel, very conveniently located close to the airport with free shuttle. Efficient staff. Bed is comfortable. Breakfast is good and complete, with fruits, pastries, breads, bacon, eggs and sausage. The restaurant is also very good. I would stay there again.",10.0,December 2023,"February 2, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,1,0,0,1,0,1,0,1,0
Exceptional,Nothing.,Everything was perfect.,10.0,December 2023,"February 1, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.8,0,0,0,0,0,0,0,0,0,0
Wonderful,,"Close to the airport, easy airport shuttle, clean, comfortable, welcoming and helpful.",9.0,January 2024,"January 30, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.8,1,0,0,0,1,0,0,0,0,0
Wonderful,restaurant,shuttle,9.0,January 2024,"January 29, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,1,0,0
Wonderful,Sauna was not working. Jacuzzi was cool,Breakfast was great,9.0,January 2024,"January 29, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,1,0,0,0
Great stay after getting in late to the airport,8000 pesos per person for the continental breakfast (3 pieces of toast and a coffee) was a bit steep.,"A great hotel, especially for the price. Beds were comfy and the room was nice and spacious. We had a burger in the lobby restaurant and it was delicious. Staff were all friendly.",10.0,January 2024,"January 27, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,1,0,1,0,1,1,0,0
Great airport stay.,Wish they had a warmer pool and hot jacuzzi.,"They provide a ride too and from the airport 10 minutes away.  Hotel clean, very comfortable bed. They have a great included breakfast.   They have a cold pool. Mini gym. Lukewarm jacuzzi. Staff were kind.  The restaurant on site provides dinner for pay and a bar.",9.0,January 2024,"January 27, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,1,0,1,0,1,0,0,0
A great choice if you need to stay at the airport.,,"We had a big, modern and comfortable room. We needed two separate rides to the airport (different times and different terminals) and they were easily arranged. One of the rides was before the breakfast time, and the staff kindly packed a light breakfast for us.",10.0,January 2024,"January 27, 2024",Deluxe Family Room - Mobility Access/Non-Smoking,1,Group,8.8,1,0,0,0,1,0,1,0,0,0
Simple and comfortable,Bit of a business feel to the rooms but that was fine. the rooms were actually very large and comfortable!,Close to airport with free transfer on arrival and departure. Helpful staff who spoke english well. nice restaurant and 24hr room service. Perfect for an overnight stay before flying.,9.0,January 2024,"January 26, 2024",Deluxe Family Room - Mobility Access/Non-Smoking,1,Couple,8.8,1,1,0,0,1,0,1,0,0,0
Exceptional,,"El bar excelente, las instalaciones en general.",10.0,January 2024,"January 26, 2024",King Room - Non-Smoking,1,Family,8.8,0,0,1,0,0,0,0,0,0,0
Exceptional,Nothing,I like the swimming pool,10.0,December 2023,"January 25, 2024",King Room - Non-Smoking,1,Family,8.8,0,0,1,0,0,0,0,0,0,0
Exceptional,,Spacious rooms and free transfers to airport. I arrived early and my room was ready.,10.0,January 2024,"January 25, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,0,0,0,0,0,0
Exceptional,,It's nearness to the airport. The shuttle is great.,10.0,January 2024,"January 25, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Wonderful,,Airport shuttle was excellent,9.0,January 2024,"January 24, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,0,0
Súper,,Todo!,10.0,January 2024,"January 24, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,0,0,0,0,0,0
"Would stay again as it was convenient, comfortable and clean.",The coffee/tea supply in the room was minimal.,"It was comfortable, clean and convenient for the airport with a very good free  transfer service.",8.0,January 2024,"January 23, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,1,0,0,1,0,0,0,1,0
"Near airport, good for 1 night stop over",Waiting our dishes in restaurant more than 1 hour!!!,"Free transfer from/to airport, language storage",8.0,January 2024,"January 23, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,0,1,0,0
Quick stays,Nothing relevant.,We only needed a night to rest for an early flight the next day. Location and comfort were perfect 👌,10.0,January 2024,"January 22, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,0,0,1,0
Excellent and friendly,,Supper was great,10.0,January 2024,"January 22, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.8,0,0,0,0,0,0,0,0,0,0
Exceptional,,"- Airport transfers were successful.
- Room was comfortable and clean with good  amenities. 
- Great location for overnight stay and early flight.
- Friendly and helpful staff.",10.0,January 2024,"January 22, 2024",Deluxe Family Room - Mobility Access/Non-Smoking,1,Family,8.8,1,0,0,0,1,0,0,0,1,0
Very Good,"Staff could have been a little more welcoming at reception and at the restaurant. Lift not working properly, staff seemed to be little concerned about it.",Incredibily clean and confortable rooms. Perfect location for early departure from the airport. Shuttle to the airport included and perfect service.,8.0,November 2023,"January 20, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,1,1,0,1,1,0
We would definitely stay there again.,,"Shuttle was on time, very fast check in and check out, comfortable room, excellent restaurant service and food, helpful staff, a few minutes from the airport.",10.0,January 2024,"January 20, 2024",King Room - Non-Smoking,2,Couple,8.8,1,0,0,0,1,0,1,0,0,0
Exceptional hotel for our needs.,Nothing. It was great.,"Exceptional hotel, staff and service. Hotel shuttle to and from was excellent.",10.0,January 2024,"January 20, 2024",King Room - Non-Smoking,1,Couple,8.8,0,0,0,0,1,0,0,0,0,0
"Perfect airport hotel; modern, new, super clean.","The hotel works for someone who has to be close to the airport.  Otherwise, there is nothing around it for entertainment or visiting Santiago.  For me, the hotel has been the perfect choice at the beginning and end of trips in and out of Santiago.","Modern and new facility.  Clean.  Nice bathrooms, completely up to date.  Efficient checkin and checkout.  Shuttle service from and to airport.  Great breakfast.  It’s a very very good hotel for someone who neeeds to be at the airport in the morning or arrives late.",10.0,January 2024,"January 19, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,1,0,1,0,1,0,0,0
Very pleased.,,I especiall liked the room service. The tray of food was presented in a beautiful tray and the staff was so friendly and courteous even in the wee hours of the morning.,10.0,November 2023,"January 17, 2024",King Room - Non-Smoking,1,Group,8.8,1,0,0,0,1,0,1,0,0,0
"Great stay close to airport, great shuttle service and amazing breakfast!","Slow food order service after 10pm by a phone order, we had to cancel our order as it was taking too long.","Amazing place to stay close tot he airport. Shuttle was very timely, well arranged.
Enjoyed the pool, the hot tab. The hotel also has a small gym but we did not use it.
Amazing breakfast. Very comfy beds.",10.0,January 2024,"January 16, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,1,0,0,1,1,1,0,0
Recomended!,,"Beautiful place, very comfortable, kind and helpful staff. Beautiful views from the window, luxurious room. Highly recommended!",10.0,December 2023,"January 15, 2024",King Room - Non-Smoking,1,Family,8.8,1,0,0,0,1,0,0,0,1,0
Great airport hotel with exceptional customer services and friendly staff,"The hotel's leisure facilities, particularly the swimming pool and sauna, tended to get overcrowded, which made it challenging to fully enjoy these spaces. Additionally, it was a bit of sad to see the beautifully set up outdoor garden barbecue area remain unused.","Exceptional customer service, starting from the ease of communication. Contacting them via WhatsApp to arrange the airport shuttle service was incredibly convenient, and their responses were always prompt and helpful. This made our pre-arrival experience stress-free. We were also able to store our bags in the hotel while we were away from Santiago, greatly reducing the hassle of our travel. As for the breakfast, the buffet offered an extensive range of options for the price of ~15,000 chilean pesos per person.",9.0,January 2024,"January 15, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,1,1,0,1,0,1,0
Exceptional,,The hotel is very comfortable for a night in between flights. The shuttle bus service is also very convenient and the facilities and staff are great. The restaurant is also very nice with great food and service.,10.0,January 2024,"January 15, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,0,0,1,0,1,0,1,0,1,0
Very Good,Shuttle service.  In a polite way just tell your customers to use Uber. Shuttle service is below average expectations.,,8.0,January 2024,"January 14, 2024",King Room - Non-Smoking,1,Solo traveler,8.8,0,0,0,0,0,1,0,0,0,0
Excellent for layover and near the airport,it was late and wanted some fruit and it took way to long almost 40 minutos to prepare a plate fruit that was offered as a quick preparation bite,"I only styed for a couple of hours for a layover, but it was excellente, the airport shuttle service was really good, service was excellent and had a really good rest for  an early morning flight.",9.0,January 2024,"January 12, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.8,0,0,0,0,1,0,0,0,0,0
Excellent room for an excellent price,It is an airport hotel so in a commercial area with no restaurants. It was excellent for our needs. Hotel had an internal restaurant,"Large rooms with great mattresses and great shower. Very clean, large breakfast area. Free shuttle to the airport",10.0,January 2024,"January 12, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.8,1,0,0,0,0,0,1,1,0,0
Very Good,,"Having a shuttle provided is very convenient. Also the breakfast was pretty good too. Tip, try to have a chilean SIM card with internet available to be able to contact the drivers to be picked up at your arrival.",8.0,December 2023,"January 11, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,1,0,1,0
Very practical for an early flight and safe and comfortable,Nothing,"Location near airport, clean and comfortable , good breakfast",9.0,January 2024,"January 10, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,1,0,1,0
"Clean, comfortable beds, great breakfast, excellent location close to the airport.","I did not like that we had to get up so early in the morning to catch our flight, but that had nothing to do with the hotel. They did really well.",The breakfast was really good. It had everything you could ever think of that anyone would want. The free shuttle to the airport was critical for us because we had an early flight out and they did really well.,10.0,January 2024,"January 10, 2024",Deluxe Family Room - Mobility Access/Non-Smoking,1,Couple,8.8,0,0,0,0,0,0,1,0,0,0
Exceptional,,"Very convenient. The free shuttle to and from the airport makes it very good value for money and it was easy to book. The price on booking.com included all taxes. 

Spotless room. We had a burger at the restaurant and despite it being expensive it was delicious!!",10.0,January 2024,"January 9, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,0,0,1,0,1,0
Really good option for a stopover,Waiters seemed to have very little knowledge about dietary restrictions and it made ordering food a lot more of a hassle than it needed to be. Food was also expensive,"Free shuttle service was excellent and worked really well. Price was reasonable, staff were nice and the rooms were a good size",8.0,January 2024,"January 8, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,0,1,0,0
Good option for an airport hotel,Food options are limited,Conveniently close to the airport,8.0,January 2024,"January 8, 2024",King Room - Non-Smoking,2,Couple,8.8,0,0,0,0,0,0,0,1,1,0
good to stay,,near airport and shuttle service is convenient,9.0,December 2023,"January 8, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,0,0,0,0,1,0,0,0,1,0
"the food was good, the rooms are clean and always well organized and the hotel staff is always happy to help and give ev",,The airport transfer was good and well communicated. The location from airport is perfect.,10.0,December 2023,"January 7, 2024",Queen Room with Two Queen Beds - Non-Smoking,3,Family,8.8,0,0,0,0,0,0,0,0,1,0
Exceptional,,"Our room was amazing, spacious, great bed, awesome shower. The most important was a free shuttle for us because we arrived late and left early. They arrange a 4:00 AM shuttle for us to catch our plane. Greatly appreciate it!",10.0,December 2023,"January 7, 2024",King Room - Non-Smoking,1,Couple,8.8,1,0,1,0,0,0,0,0,0,0
Comfortable hotel near the airport to rest between the flights,,Pickup and dropoff from the airport went very smoothly. Room was spacious and clean. Check in was fast. Property is near the airport but there was no noise in the room. Beds were very comfortable.,10.0,January 2024,"January 6, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,8.8,1,0,1,0,0,0,0,0,0,0
Great one-night stay,,The place is very clean and has good amenities. The rooms are big and quiet. It is a very good hotel to stay in overnight when waiting to take a flight out of Santiago.,10.0,January 2024,"January 6, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.8,1,0,0,0,0,0,0,0,0,0
Very Good,The breakfast is decent but the restaurant food was absolutely terrible otherwise.,"Great location and decent rooms & facilities. 

However worth noting that the wait for the free airport shuttle can be long when arriving - if you miss one, it takes about 30 min to come back. It can also get very full (even with appointment) when departing - so worth considering a very early departure or other arrangement. We barely managed to fit in the shuttle for a 6am flight (ie 4am departure).",8.0,December 2023,"January 6, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.8,1,0,1,0,0,0,0,1,1,0
Excellent modern & super clean hotel!,,"It was a beautiful modern hotel with great amenities & close to the Santiago Airport.  They have a courtesy shuttle to & from the airport.  The staff was friendly & very helpful.  The restaurant had great food and excellent service.  The beds were so comfy, maybe the best we’d ever experienced in a hotel.  The desk clerk, Jesus, was very friendly, spoke good English and was extremely helpful throughout our stay.  Would highly recommend this hotel!",10.0,January 2024,"January 6, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.8,1,0,0,0,1,0,1,0,0,0
Excellent,Nothing,Everything. So convenient for the airport. Friendly staff. Bar facilities.,10.0,January 2024,"January 5, 2024",Deluxe Family Room - Mobility Access/Non-Smoking,1,Group,8.8,0,0,1,0,1,0,0,0,1,0
