Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
It's conveniently located at the terminal and a great option for overnight stays at the airport.,"Even though we stayed in a newly renovated room, your matresses are still old and uncomfortable. Upgrading them is a relatively easy fix that will generate much better reviews.",Super convenient proximity to the airport. Friendly personnel. You are starting to renovate the rooms which is a plus.,7.0,August 2023,"August 15, 2023",Superior Double Room,1,Couple,8,1,1,0,0,1,0,0,0,1,1,0.000722802621527675
High expectations - High price - Dissapointing experience.,"I would like to state, that my observations here are not intended to hurt or speak ill of the hotel, this are just pointers that I think that management could take a look at in order to improve and make the guests' stay more pleasant.
Cleanliness is strongly lacking in the rooms. The first room that we were accommodated in (Tower 2) was not clean. Since you can not open the windows in this hotel to let in some fresh air, we could smell dust and humidity in the air, slightly moldy. At a closer look, we found layers of dust on the carpet, which makes us assume that vacuuming was thoroughly done. The bathroom again, showed signs of wear and lack of proper cleaning. The shower head had lime accumulation and you can find mold forming on the crevices of the bathtub and other areas in the bathroom. Since we suffer from allergies we got accommodated in a new room in Tower 1, which was larger and had more natural light coming in through the window. Unfortunately the situation was just slightly better, but to my surprise, when I turned on the A/C to have some fresh air pumped into the room, it just made things worst. You could breathe in the dust and humidity, probably from old filters. Nevertheless I turned the A/C off immediately after a minute or so. 
Be aware of two things, live music is played downstairs in the restaurant and can go on until 10:00pm which, for a tired traveler, might not be the ideal sleeping situation. Also, there is no menu for room service. In Mexico City, drinking tap water is not recommended. I was shocked to find out that a one liter bottle of drinking water costs 100$ mxn at the hotel. If it is not too late, I recommend going to the Oxxo store at Terminal 1 and buy one bottle for 23-25$ mxn.
So, in short, for +125€ for a one night stay for two persons, I sincerely do not recommend staying here, unless you have no other option, or your flight leaves very early in the morning the next day.","First impression when coming in, the hotel looks really nice. It has a huge inner courtyard and the rooms are arranged around it, at least the ones from Tower 1. It is open 24/7 and you can make the check in easily when you come in. Also, the COVID security measures were followed during our stay, which made us feel more comfortable.
Two things that stand out the most are, the staff and the location. We had a couple of issues with our room and the staff was more than willing to help us out and accommodate us in a different room.
The beds have fresh sheets and are comfortable which allow for a good night sleep.
The location is unbeatable when you have a connecting flight the next day. The hotel facilities are connected and open 24/7 to Terminal 1. If your flight leaves or arrives at Terminal 2, the hotel has a free shuttle service from and to the terminal every 15-20 mins. Just make sure to ask in the front desk in case you are in a rush. 
Since we did not eat in the hotel or used any of the amenities I can not talk about them.",4.0,August 2022,"September 15, 2022",Deluxe Queen,1,Couple,8,1,1,1,0,1,1,0,1,1,0,0.0007221018353252323
Convenient but average,There was no hot water in the room. The hotel was hard to find in the airport. The gym and the so-called rooftop pool looked in dire need of renovation.,"The building is impressive and our room was okay, although very bland. The breakfast buffet was great and worth the money. The location is relatively convenient, but the absence of signage in the terminals made it hard to find, especially when tired after a long flight.",6.0,December 2022,"January 2, 2023",Deluxe Two Beds,1,Couple,8,1,1,1,1,0,0,1,0,1,0,0.0007196054371752974
Would like to stay again for location but we don't fully trust giving credit card info to this hotel,"We booked a decent rate through booking.com and a couple of days before had a very worrying fraudulent email message supposedly direct from the Camino Real hotel via booking.com messages asking for credit card details via a link.  We were given 12 hours to give this info or they would cancel our room!  Booking.com internal messaging system messages take 24 hours to respond so we had no choice but to make sure this reservation was still secured.  In the end we called the hotel who were then alerted of this problem.  At check in we did not even feel comfortable giving a credit card as we felt their system had been compromised.
Room:  Sufficiently large enough.  However, there were not enough towels in the room for two occupants.  The room was supposed to be a quiet one, but we were right near a very steep hallway ramp which was super loud when guests left their rooms very early with luggage.  
The food and drink choices on site were ok but very expensive for the quality.",The location is the main reason why we chose this hotel.  The check in process was easy and the bathroom was nicely done/modern in style.  The beds and pillows overall were comfortable enough and 2 bottles of water provided.,6.0,January 2024,"January 30, 2024",Superior Double Room,1,Couple,8,1,1,0,1,0,0,0,1,1,0,0.0007193251809943307
Very Good,"In my room the floor of the bathroom smelled bad, like if the mop was not clean.",Best location if you are travelling. Good facilities and confortable beds. The restaurant is good.,8.0,October 2023,"October 26, 2023",Superior King Room,1,Couple,8,1,1,1,0,0,0,1,0,1,0,0.0007187050247460474
A Convenient and Comfortable Hotel for Airport Travelers,"The only thing missing in the room was a fridge. The hotel is not that difficult to reach, but it would be much better if there would be some signs inside the airport when leaving the departure doors to understand in which direction to walk.","Camino Real Aeropuerto is an excellent choice for travelers passing through Mexico City's airport. The hotel's location is extremely convenient, as it is directly connected to the airport terminal. All you need to do is grab your luggage and take a quick 3-4 minute walk to the hotel lobby. The rooms are well-appointed, featuring air conditioning, clean bed sheets and towels, a wardrobe, safe box, TV, and even a cot for traveling families. The hotel also offers a variety of amenities including a gym, restaurant, travel office, store, and even a post box, so you can send a Mexican postcard directly from the hotel. On my previous stay, the rooms were a bit dated, but the hotel has recently undergone a big renovation and now all the rooms feel fresh and new. The check-in and check-out process was also super fast, so you won't have to worry about missing your flight. Overall, I highly recommend Camino Real Aeropuerto for anyone looking for a comfortable and convenient place to stay near Mexico City's airport.",10.0,December 2022,"January 14, 2023",Deluxe King,1,Family,8,1,1,1,0,0,0,1,0,1,0,0.0007187050247460473
You pay the premium price for an airport hotel for an OK place to sleep in,"The room was extremely damp and a strong smell of humidity got into all my suitcase and clothes from sleeping only 1 night in the room. The AC was cooling down the room but unfortunately not removing any humidity. We were located in the north tower which appears to be an older part of the hotel, which may be the reason why, but we should know at booking time.","The bed was comfortable, and the shower worked well. The location is unbeatable if you need to fly from/or arrive to the Terminal 1 of the airport. The wifi worked really well, however it's not possible to cast your own content to the television (and its HDMI ports are not accessible).",5.0,March 2024,"March 18, 2024",Deluxe Queen,1,Couple,8,1,1,1,0,0,0,0,0,1,0,0.0007139684824525579
Super-handy to the airport,"I have stayed before, but found it less clean than usual this time. There was hair on the floor, in the bed and in the shower. I expected more for the price.","For an airport hotel, the location is great -- it's connected to T1 by a walkway, and there's a bus from T2 as well. The pool and gym have great views over the airport and hills. The beds are very comfortable.",7.0,February 2024,"February 9, 2024",Deluxe Queen,1,Solo traveler,8,1,1,1,0,0,0,0,0,1,0,0.0007139684824525578
Worth it !,"The restaurant/breakfast room is really ugly, with bright white lights, it’s really shocking. They should really make a small effort to make it look decent. And being an airport hotel you’d think the rooms would be better sound proofed! It is quite annoying. Thank god the beds were really comfortable because we did wake up multiple times during the night.",Great value for money and great location. The beds are amazing! That was an incredible surprise. Check in and Check out are quick and easy. There’s a bar which is really nice. A Mexican restaurant which is decent. Didn’t really get to have a good meal that night.,8.0,August 2023,"September 3, 2023",Deluxe Queen,1,Family,8,1,1,1,0,0,0,1,1,1,0,0.0007129727475443309
Better off at terminal bench,"The staff are terrible and rude. Firstly, when we came, we arrived two days early as we departed our state to escape a blizzard we arrived at the hotel to request two additional days prior to our reservation. They would not accommodate at a similar rate, and wanted to charge us 300 more a night at $460, so we found the booking through hotels.com and got a better rate. Then we talked to the lady at the desk to have her merge our reservations so that we wouldn’t be locked out of our room on Friday the day of our original booking after returning from a tour, we found our rooms locked out And the staff were very rude and it took a while to fix the situation. Additionally, the air-conditioning does not work in this hotel and when I went to ask the hotel front desk for a Band-Aid they suggested I walk 20 minutes to the terminal to buy a Band-Aid they weren’t going to give me one. They did not have any sort of medical supplies, nor do they care to use them or provide their customers With any sort of comfort or support. We walk to the terminal and Starbucks gladly gave us a free Band-Aid. I can’t believe how rude insensitive, messy, uncomfortable and horribly unorganized this hotel is. In my honest opinion you’ll be better off at a motel six or just sleeping in the terminal.","I did not like anything about the property. Even the pool was poorly designed, cleaned and managed. It only had a decent view.",1.0,March 2024,"March 16, 2024",Deluxe Queen,1,Couple,8,1,1,0,0,0,1,0,0,1,0,0.0007128110796900313
"Good but don’t expect too much, it’s an airport hotel","The floor in the room were filthy and the staff gave filthy looks when tipped reasonable amounts, they expected more.",The room and location were good.,7.0,January 2023,"January 23, 2023",Deluxe Queen,1,Family,8,1,1,0,0,0,1,0,0,1,0,0.0007128110796900312
"Nice beds, no extras. Location Location Location!","The hallway wasn’t really clean. ( un-vacuumed carpet for three days)
The room was cleaned properly everyday and the personnel friendly. 
 
But, the hotel doesn’t even offer instant coffee in the room ( that is a must to me) and the price per night is very high for what you get in the room. ( im glad I booked via Booking.com, easily half the fare) 
They know you will stay there because of the location,  so no effort there.

The bathroom door is semi transparent. And you can see through the edges. Dint stay with college in same room.

They have a millions rooms yet after a three day stay ( stranded at the airport) the latest check out I could get for a 7pm flight was 1:00pm

The pool looks tacky with fake grass carpeting and yellow tiles. It is a shame cause it is clean, and it has a great great view.","Right at the airport! No need to leave it and it is very close to public transportation. ( metro and bus)
Nice comfortable beds,  great fluffy covers and  nice pillows. 
Kind staff. Great Concierge and they keep your bags safe for later flights",7.0,August 2023,"August 25, 2023",Superior Double Room,2,Family,8,1,1,0,1,1,1,0,0,1,1,0.0007122191097477561
