Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Disapoonted!I love carpet!No carpet!No sauna!,Pictures with carpet(fake!).Sauna broken!,Breakfast.,7.0,September 2022,"September 26, 2022",Executive Double Room,1,Solo traveler,8.2
A decent hotel with a good breakfast about as close as you can get to the airport,It’s very basic. Zero frills,Super close to the airport and there’s a free shuttle. Breakfast buffet was nice.,7.0,September 2022,"September 22, 2022",Executive Twin Room,1,Solo traveler,8.2
Very comfortable,,"Really close to the airport, perfect for sleeping well and wait for your flight next day",9.0,August 2022,"September 21, 2022",Executive Double Room,1,Solo traveler,8.2
Great stay close by Airport,,Very nice and clean rooms! Perfect for our stay in between traveling and closely to the airport with an airport shuttle.,9.0,August 2022,"September 19, 2022",Executive Double Room,1,Couple,8.2
nice hotel near airport,We arrived late after a long flight and had to wait and queue a very long time to check-in.,Very big room for four. Extremely clean.,9.0,July 2022,"September 4, 2022",Standard Quadruple Room,1,Family,8.2
Very Good,the room I reserved was different than the one they gave me  I waited almost one hour for a new accommodation.  I called the numberfor be picked up with thw shuttle and they answered me the day after.,,8.0,August 2022,"August 29, 2022",Junior Suite,1,Solo traveler,8.2
In general it's a very good hotel for travelers using the Bogotá airport.,"The bagged breakfast they gave us to take was terrible. I imagine if we had been able to eat breakfast there it would have been better. The jacuzzi was filled with yellow water which was a disappointment.
On the weekends they do not have anyone in their spa to give massages. I was injured at the airport and was sad not to get the massage I needed or a clean hot water jacuzzi.",The closeness to the airport was terrific as I had a very early flight. The restaurant food was great for dinner.  The staff was all very nice.,8.0,July 2022,"August 28, 2022",Executive Twin Room,1,Family,8.2
Wonderful,"Very slow check in process, creating long queue and waiting time","Close to the airport, nice rooms",9.0,August 2022,"August 25, 2022",Executive Double Room,1,Group,8.2
Good choice!,Nothing to comment.,"Shuttle service was very good, from and to the airport. We were lucky in the morning that the shuttle bus started picking up people in our building. Breakfast, although it has short variety, it was good and service was fantastic.",8.0,July 2022,"August 23, 2022",Standard Triple Room,1,Family,8.2
Convinient and comfortable hotel for stay near airport,"Ok so we stayed at this hotel 3 times and all 3 times the wait to check in/speak to reception staff was very long so maybe they need more staff on reception. The hotel is pretty popular with airline staff so gets busy. The last time we checked in they temporarily lost our booking so we were kept waiting a long time after a long flight. 

The second time we stayed, the toilet had been used/not cleaned and was super gross haha. But I think this was an oversight, as the rest of the time it was great. 

Lastly one time we were getting a taxi pick up from the hotel and the taxi wasn't permitted in so we had to walk with quite a lot of bags to the main entrance and then they wouldn't let us out without clearance from security and the taxi almost left by that point - I guess it's good to know that they take security seriously though!","This hotel is super convinient if you have an overnight stopover between flights and we stayed several times and there's an easy and frequent pick up from the airport in an organised bus. 

They also let you store bags, which was useful as we had to leave a few things behind for a week due to a trip in a light aircraft. 

The breakfast was very good (their empanadas were so incredible we talked about them for a week!) although better if you go early in the morning. 

The room (triple room) was a really decent size with comfortable beds and nice bathroom. I thought it was good value for money.",8.0,July 2022,"August 22, 2022",Standard Triple Room,1,Group,8.2
short but good,it could be more clean.,"The location was excellent, very close the airport. 
Love the shuttle service, very convenient.",7.0,August 2022,"August 20, 2022",Executive Twin Room,1,Couple,8.2
it was amazing i love it,nothing,everything was amazing,9.0,August 2022,"August 20, 2022",Executive Double Room,4,Couple,8.2
Great for layover in Bogotá,No water in the room and only a vending machine.,Pick up and drop off from the airport was great. Room was clean and beds comfortable,8.0,August 2022,"August 18, 2022",Executive Twin Room,1,Group,8.2
it was very good,need a renovation,location,9.0,August 2022,"August 15, 2022",Executive Twin Room,4,Solo traveler,8.2
Very Good,"Dining in the hotel is expensive. Better go around the corner where you can find many places that serve good food for a better price. However, the area looks a bit like a slum. Good for one night.","We chose this hotel for our last night in Bogota because we had an early flight next morning. There is a free shuttle service to the airport (5 mins ride) every 30 mins, 24h per day. We left at 4:30am and got breakfast-to-go (sandwich, juice and fruit).",8.0,August 2022,"August 14, 2022",Executive Twin Room,1,Couple,8.2
it’s a great option if you want to stay close to the airport.,staff at the restaurant in the night was distracted and disorganised. couldn’t get my diner after one hour waiting. and they tried to charge me for the canceles order.,"It’s right next to the airport, they have a very convenient shuttle. 
breakfast was great!",8.0,August 2022,"August 13, 2022",Executive Twin Room,1,Solo traveler,8.2
Wonderful,I don't believe I received a printout of the hotel charges after ending my stay,,9.0,August 2022,"August 12, 2022",Executive Twin Room,2,Solo traveler,8.2
Wonderful,Nothing.,It's close to the airport and there is a free shuttle. Tasty breakfast. Even got a free room upgrade.,9.0,June 2022,"August 10, 2022",Executive Twin Room,1,Solo traveler,8.2
clean and good location close to the airport,lack of signage to identify the 2 hotels located in the property so people don’t have to walk back and forth with luggage,location and cleanliness,8.0,August 2022,"August 9, 2022",Executive Twin Room,1,Family,8.2
Wonderful,my toilet didn't flush,,9.0,August 2022,"August 8, 2022",Executive Double Room,1,Solo traveler,8.2
"It was excellent, close to airport, nice room and great service from the staff.",The Wi-Fi connection in the room could be better. You don’t have good connection in the rooms. The connection there is weak or sometimes no connection.,"They have shuttle service from and to the airport 24 hour leaving every 30 minutes, transportation was always on time. I had to leave early in the morning and the hotel did provide a breakfast package containing a sand which, fruit and a drink free of charge to take with me because breakfast buffet was not open yet which was excellent.",8.0,August 2022,"August 5, 2022",Standard Triple Room,1,Family,8.2
I was very satisfied,,The staff was very helpful,9.0,August 2022,"August 3, 2022",Executive Twin Room,1,Couple,8.2
Wonderful,,"Everything good: breakfast, airport, room",9.0,August 2022,"August 3, 2022",Standard Quadruple Room,2,Family,8.2
Good,There were no shampoo and hair dryer like it was mentioned.,,7.0,July 2022,"August 2, 2022",Standard Triple Room,1,Group,8.2
Wonderful,,"It is a great location,  close to the airport and with the  shuttle bus .

The restaurant was great too!",9.0,July 2022,"August 1, 2022",Executive Twin Room,1,Family,8.2
it was good.,The phone in the room was not working.,Room has 4 single beds which is great for a family of 4.,8.0,July 2022,"July 29, 2022",Standard Quadruple Room,1,Family,8.2
Wonderful,hard to contact late at night to confirm transfer from airport to hotel so ended up getting a taxi,great location if you need to be close to the airport,9.0,July 2022,"July 29, 2022",Executive Twin Room,1,Family,8.2
I stayed very short but was a good hotel for business people and the food was very good,,The breakfast was good,8.0,July 2022,"July 29, 2022",Executive Double Room,1,Solo traveler,8.2
Wonderful,,Great option when you arrive to Eldorado airport and you plan to stay couple nights in Bogota.,9.0,July 2022,"July 28, 2022",Executive Twin Room,2,Family,8.2
Overall a good place to stay overnight when travelling in or out through BOG airport.,"The shuttle from the hotel to the airport left several minutes ahead of time, so that I missed it. The reception staff was for quite a while not even able to confirm that it had left already, but kept telling me that ""it would come any moment""...","If you need a location close to the airport this one is excellent. The rooms and facilities are good, the staff at restaurant was very friendly and helpful.",8.0,May 2022,"July 26, 2022",Executive Double Room,1,Couple,8.2
Great location from the airport,"1) I was alone and they assigned me a room for 3 persons, 1 queen bed and 1 twin bed and NO A/C. As soon I got inside I decided to go back to the Front Desk and ask for a room with 1 bed and with A/C. They made the change instantly. Very much appreciated.
2) The rugs in the halls are outtaded.
3) Walls are shelled due to humidity.","1) The location was perfect, 3 mins from the airport. 
2) Food in the restaurant was delicious.
3) Breakfast was great.
4) Room was very comfy and clean.
5) Shuttle service was great.",7.0,July 2022,"July 25, 2022",Junior Suite,1,Solo traveler,8.2
Good for airport convenience,The check in process was long as there were many people. Maybe a kiosk or a quicker way to check in. It would be good to have a fan in the room to cover the airport and people sounds in the hallways and during events. Our family came in late and had an hour wait for check in.,Close to the airport. Good shuttle service. Breakfast had lots of options. We always stay here if we have to stay in Bogota over night on flights. Our room was good but our family unfortunately had a lot of noise outside of theirs.,8.0,July 2022,"July 21, 2022",Executive Double Room,1,Family,8.2
Nice hotel,"The bathroom wasn't  clean very well. The shower wall specially at the top ,had dusting.",The staff was very helpful  and always smile.,9.0,July 2022,"July 21, 2022",Executive Twin Room,1,Solo traveler,8.2
good airport hotel,,shuttle and position,8.0,July 2022,"July 15, 2022",Executive Double Room,1,Couple,8.2
Very Good,"improve the hall carpet, it looks old, outdated and worn...",Room was comfortable.,8.0,July 2022,"July 13, 2022",Executive Double Room,1,Solo traveler,8.2
Wonderful,,"very close to the airport, clean facilities and staff is super helpfully! transfer to airport goes very 30’ which is great.",9.0,July 2022,"July 13, 2022",Executive Twin Room,1,Couple,8.2
Great!,"Just the placement of the TV, it was in the middle on the room, kind of uncomfortable","Good place to stay, comfortable, clean",9.0,July 2022,"July 13, 2022",Executive Double Room,1,Couple,8.2
Great stay,No complaints.,The hotel shuttle is free and it's super close to the airport. The staff are friendly and they speak English!,9.0,July 2022,"July 12, 2022",Executive Twin Room,1,Family,8.2
Good for an overnight by the airport,Really long check in time in the evening. It would be great if you could send your information or have a kiosk checkin for all the needed paperwork.,Easy airport shuttle and good variety at the breakfast.,8.0,July 2022,"July 12, 2022",Executive Double Room,1,Family,8.2
Good for an airport stay,The check in process took about 30 minutes both times we stayed. It was noisy because of a wedding reception so it was a little hard to sleep. One of the people in our party had a situation in their room and I requested housekeeping but they never came.,The breakfast was varied and well prepared. The location is great for an overnight stay when you are flying in/out of the airport. The check in people were pleasant and helpful in spite if the long wait. The airport shuttle is easy to find and frequent.,8.0,July 2022,"July 12, 2022",Executive Double Room,1,Family,8.2
I’ll be back!,"The mattress sloped downward on the side where the plugs and clock are.
Long, slow slime at check in","Shuttle convenience, hotel agents at airport helpful!
Front desk staff friendly, patient and helpful",9.0,July 2022,"July 10, 2022",Executive Double Room,1,Solo traveler,8.2
good Experience,,very convenient for my transit flies .. the safety,7.0,July 2022,"July 7, 2022",Junior Suite,1,Solo traveler,8.2
Very Good,,Locat,8.0,June 2022,"July 4, 2022",Executive Double Room,1,Solo traveler,8.2
Comfortable hotel close to airport let down by slow service,"We were expecting that a hotel close to the airport would be extremely efficient and used to a lot of airport traffic or people travelling for work.  We were extremely disappointed that the service here was exceptionally slow.  It took us a very long time to check in, plus the service in the restaurant was very slow.  We didn't even receive our drinks, but were still charged for them until we corrected the bill.","We only stayed for a 1 night stopover so needed good access to airport, and this hotel is perfectly located offering a free shuttle to and from the airport.  The room was really big and clean, the bed was very comfortable.",7.0,June 2022,"July 1, 2022",Executive Double Room,1,Couple,8.2
Very Good,"Very cold in the room when arrived, just 15. A heater helped.","Stuff very kind. Brekfast  menu not very long, but food very tasty.",8.0,June 2022,"June 27, 2022",Executive Double Room,1,Couple,8.2
Excellent!,,"Near by the airport with a free shuttle bus, friendly and kind staff, good and extensive breakfast",8.0,June 2022,"June 26, 2022",Executive Double Room,1,Solo traveler,8.2
a well located hotel with lovely staff but a terrible check in process - way too slow,check in took more than an hour at midnight and would mean I would not stay again,staff were lovely and the shuttle very helpful. breakfast delicious,7.0,June 2022,"June 25, 2022",Executive Twin Room,1,Group,8.2
Fine for 1 night,Room was next to building entrante. Stairs and elevator.. too noisy.,I didn't have breakfast.,8.0,June 2022,"June 22, 2022",Executive Double Room,1,Solo traveler,8.2
Good,"The breakfast was very simple. No coffee maker in the room. The room was cold. 
Guest policy is stupid. (I had booked for two & my friend had pics of ID on his phone but needed the physical copy. Everywhere else in the world the others wouldn't even need to show ID at all)",Everything was good. The shower was fantastic & the bed comfortable. Airport shuttle service was timely and very convenient,7.0,June 2022,"June 22, 2022",Executive Double Room,1,Couple,8.2
All in a all was a good stay,Windows shades - no functional,"Location: Spot on
Facilities: Satisfactory
Breakfast: Wonderful
Stafff: Very helpful",8.0,June 2022,"June 20, 2022",Executive Twin Room,1,Couple,8.2
Very Good,Jacuzzi a little big dirty and the bubbles didn't have power.,"Big bed, confy mattress",8.0,May 2022,"June 13, 2022",Executive Double Room,1,Solo traveler,8.2
Good,Pay for dog bed but never came and I pay for that,,7.0,June 2022,"June 11, 2022",Executive Double Room,1,Solo traveler,8.2
Very Good,"The room was a bit noisy, but not too bad. Totally manageable.","Great service, staff was very kind. Room was clean and spacious enough. 
Very close to the airport, which is convenient for when you have a flight connection in a few hours and would just like to have a place to rest for a while.",8.0,June 2022,"June 6, 2022",Junior Suite,2,Family,8.2
Wonderful,,"Proximity to airport. Though the Wifi was weak in the room, the tech dept fixed it by installing a local router. After that the signal was very good.",9.0,May 2022,"June 5, 2022",Executive Twin Room,1,Family,8.2
Wonderful,We had a room by the main road so it was a bit noisy,"Nice, comfortable and clean",9.0,June 2022,"June 5, 2022",Executive Twin Room,1,Group,8.2
short stop from the airport,no free water which should be offered as management for altitude for international travel suggests to drink plenty of water.,"location near the airport and free shuttle .
shower was good. room was quiet and had iron and ironing board.",9.0,June 2022,"June 4, 2022",Executive Double Room,1,Solo traveler,8.2
Very good choice for a layover,Most features are acceptable,Location is very close to the airport.Good breakfast to start the day. Staff is polite and very helpful including the shuttle crew..,7.0,May 2022,"June 4, 2022",Executive Twin Room,1,Solo traveler,8.2
Good,"Hotel was unwilling to provide a room with a single double bed with the airline voucher I received for my cancelled flight.  According to hotel staff the airline voucher was only applicable for a twin bed room, which upon viewing was not acceptable.  I had to pay full rate to get a single bed room and the hotel would not credit the value of the airline voucher against the room rate.  The room received was not maintained well for a recently renovated room;  more attention to maintenance and repairs would improve my rating of this hotel","Complete breakfast and modern, comfortable room",7.0,June 2022,"June 3, 2022",Junior Suite,1,Couple,8.2
Very Good,Planes are quite noisy.,Very good location close to airport.  Great buffet breakfast.,8.0,May 2022,"May 28, 2022",Executive Twin Room,1,Family,8.2
Restaurant could improve slightly,The restaurant menu is QR code. Other languages other that spanish is needed.,Hotel was perfect for me. I needed one close to the airport with shuttle service...perfect!,9.0,April 2022,"May 27, 2022",Executive Double Room,1,Solo traveler,8.2
Fantastic pet friendly airport hotel,Shower pressure,"Very close to the airport, fantastic staff, pet friendly, huge breakfast spread and plenty of green spaces to walk the dog.",8.0,May 2022,"May 26, 2022",Executive Twin Room,1,Solo traveler,8.2
Very Good,,there wasn’t anybody that help me with luggage!,8.0,April 2022,"May 23, 2022",Executive Twin Room,1,Solo traveler,8.2
Wonderful,Nothing,Well run basic hotel at a good price if you need to be near Bogota airport,9.0,May 2022,"May 19, 2022",Executive Double Room,1,Solo traveler,8.2
Will use again.,We forgot our I pad in the room and did not discover this error until on board our flight back to Mexico.  We are finding it extremely difficult to contact the front desk of the hotel with our issue.  A better direct phone / contact would be appreciated vis a vis automated call transfers wasting our long distance calling from Mexico made to no avail.,Excellent restaurant.  Made possibly the best pizza I’ve ever eaten.  Staff were extremely professional.  A great location for air travellers.  The airport shuttle very prompt and the greeters at the airport made this a very easy transition to / from the airport to the hotel.  Wish more Canadian hotels had this efficiency.,9.0,May 2022,"May 13, 2022",Executive Double Room,1,Couple,8.2
Very Good,It was a little pricey for what you get.,"Location, facilities are great.",8.0,May 2022,"May 13, 2022",Executive Double Room,1,Couple,8.2
Perfect for a stay between flights,"Nothing, as an airport hotel it was very good.","Tranquile, comfortable, practical.",9.0,April 2022,"April 28, 2022",Executive Twin Room,1,Solo traveler,8.2
Great Airport Stopover..,Everything was fine.,"Perfect location for an airport stopover. Great WiFi, large super-modern rooms, lovely bathrooms and very hot water!!",9.6,April 2022,"April 25, 2022",Executive Double Room,1,Couple,8.2
Very good place to stay near the airport.,,"The Hotel is located very close to the airport,  they offer free shuttle bus, which we used and was very good.  The hotel is very nice and shares facilities with the more premium Habitel. The breakfast was very good.  I really like the mattress!",8.0,April 2022,"April 24, 2022",Executive Twin Room,2,Family,8.2
Wonderful,,"Room was cozy, clean with an excellent view.
Breakfast was included and everything they served was great. Freshly cut fruit, coffee, milk, teas, different bread options. It exceeded my expectations.
They had this complementary shuttle to and from the airport which is super close.",9.0,April 2022,"April 22, 2022",Executive Double Room,1,Solo traveler,8.2
Ideal if you need to be close to the airport,,"Good Breakfast, close to the airport, in a nice enough neighborhood, great airport shuffle - ideal if you need to be close to the airport, spacious rooms, good internet ! Staff is super nice.",9.0,April 2022,"April 19, 2022",Executive Double Room,1,Solo traveler,8.2
"Convenient location, nice place",,"Close to the airport with shuttle service, nice restaurant, clean",9.0,April 2022,"April 19, 2022",Executive Twin Room,1,Family,8.2
Wonderful,,"Clean room, comfortable bed, good location and friendly staff. The shuttle service was efficient: the hotel staff could be easily found at the airport, and the waiting time for the car was short.",9.0,April 2022,"April 18, 2022",Executive Double Room,1,Solo traveler,8.2
Excellent!,,"Breakfast was well served with lots of things to choose from.
The transfer from the airport was the main reason for choosing the service",8.0,April 2022,"April 18, 2022",Executive Twin Room,1,Family,8.2
GREAT value for money.,The location is great for its purpose but if you want want sleep ask for interior room. Ours was facing the road to the airport which is busy 24/7.,"Clean, renovated, good breakfast, gym, jacuzzi, nice staff.",9.0,April 2022,"April 17, 2022",Standard Triple Room,2,Family,8.2
Very Good,Room service pizza margarita was impossible to eat. Very bad cheese.,The room was fantastic.,8.0,April 2022,"April 15, 2022",Executive Double Room,1,Solo traveler,8.2
Very Good,,Free shuttle bus from airport.,8.0,February 2022,"April 12, 2022",Executive Twin Room,1,Solo traveler,8.2
Very comfortable,Far away from center,Breakfast and room,8.0,April 2022,"April 6, 2022",Junior Suite,2,Solo traveler,8.2
Perfect for a layover,"Although air conditioning is not needed in Bogota the room became very stuffy. We could've used a fan but that was not available nor was the air conditioner working. Also, the television was not working. Very strange.","The hotel is clean, staff are friendly and very helpful. The location is excellent, it is very close to the airport, the shuttle service is convenient. The restaurant food was satisfactory and breakfast buffet had a large selection. The rooms are spacious and modern.",7.0,March 2022,"March 29, 2022",Junior Suite,1,Family,8.2
Wonderful,Very nice,,9.0,March 2022,"March 28, 2022",Executive Twin Room,1,Solo traveler,8.2
Great location and good pric,Everything,Fantastic location good in everything,9.0,February 2022,"March 25, 2022",Standard Quadruple Room,1,Solo traveler,8.2
Perfect location by the airport for an early flight,,They changed me from sélect to premium.   😜,9.0,March 2022,"March 24, 2022",Executive Double Room,1,Solo traveler,8.2
Overall good to very good. Will definitely use again.,Speed of check-in - we had to wait at least 15 minutes in a queue to check-in.,"Pick-up from and return to airport is very convenient. Standard of accommodation is very good. Provision of ""breakfast to go"" given very early departure was a plus.",8.0,February 2022,"March 21, 2022",Executive Twin Room,1,Couple,8.2
clean and the location is good,staff could be more friendly,clean,7.0,March 2022,"March 21, 2022",Executive Twin Room,3,Couple,8.2
Good,,"central location (close to airport), regular shuttle connection",7.0,March 2022,"March 19, 2022",Standard Triple Room,1,Group,8.2
Wonderful,Not much to say here,"Very convenient to airport, comfortable room, great shower..room service good",9.0,March 2022,"March 15, 2022",Executive Double Room,1,Couple,8.2
Very Good,-,Location near airport,8.0,March 2022,"March 10, 2022",Executive Twin Room,1,Couple,8.2
convenient location,,everything about this hotel is perfect for travelling to the airport for a flight. really the only comment is that breakfast starts later than early flights so don't count on it if you need to leave at 6am for your flight,8.0,February 2022,"March 3, 2022",Executive Double Room,1,Couple,8.2
Recommended! Will return.,,"very comfortable beds and bathroom. Simple, and clean. very handy shuttle service from/to the airport. lovely staff.",9.0,March 2022,"March 2, 2022",Executive Twin Room,1,Couple,8.2
Fantastic overnight stay in Bogota,,"Location, Room, Bed, Cleanliness",8.0,January 2022,"March 2, 2022",Executive Double Room,1,Solo traveler,8.2
Good,Breakfast soso 🤔,Close to the airport and malls. Free transportation airport to hotel and hotel airport.,7.0,January 2022,"February 25, 2022",Executive Twin Room,2,Family,8.2
Wonderful,,Breakfast Amazing!!!,9.0,February 2022,"February 24, 2022",Executive Twin Room,2,Family,8.2
good,,close to airport,9.0,February 2022,"February 24, 2022",Executive Double Room,1,Solo traveler,8.2
Perfect for an overnight connection.,N/A,"The hotel has a shuttle picking passengers up from the airport 24/7. it was very convenient for an overnight stay due to a next-day connecting flight. I waited about 10 minutes after getting to the airport exit door and calling the hotel, before the shuttle arrived. They checked my name and reservation. Upon arrival the staff was very quick and friendly for check-in. 
The restaurant was open until midnight which was fantastic after a 17-hour trip. The burger was good although service was not super quick. They also have a 24H room service. The room was exactly as in pictures and perfectly clean. there are no coffee machines in the room but already made coffee in the lobby if needed. the hotel was very quiet and felt safe. I was able to be at 6 sharp at the airport for my 8am flight as the shuttle leaves every half hour.",9.0,February 2022,"February 23, 2022",Executive Double Room,1,Solo traveler,8.2
"Very comfortable and clean, good place to stay at the airport.",Check-in was a bit slow when we arrived at midnight.,"Very comfortable and clean, exactly what we needed for an overnight stay between connecting flights. Breakfast started at 6AM, just in time to catch our next flight.",9.0,February 2022,"February 22, 2022",Standard Triple Room,1,Group,8.2
Good,I tried to arrange for my girlfriend access to the room in advance. They kept her out. Disappointed,Near Airport,7.0,February 2022,"February 17, 2022",Executive Twin Room,1,Family,8.2
we would definitely return.,"The juices at breakfast tasted like they csme out of a box instead of being natural.  the eggs were just ok.  
  it had a business decor which could have been warmer.","the rooms were very large. it had all the amenites. very clean. great shower, beds, etc.    it is a great value. front desk was politecand helpful.",9.0,February 2022,"February 12, 2022",Executive Double Room,1,Couple,8.2
Very Good,The noise. You can hear the traffic,The stuff was super helpful and nice. The hotel is very close to the airport so it's great if you have a late or early flight,8.0,February 2022,"February 12, 2022",Executive Twin Room,1,Solo traveler,8.2
Wonderful,,"Perfect location for airport transfer and the shuttle was amazing and free! 
The staff were really friendly and accommodated our family needs.",9.0,February 2022,"February 5, 2022",Executive Twin Room,1,Family,8.2
Good place by the airport,Room needs renovation. Fridge was placed in a broken drawer. Old wardrobe.,"Just right next to the airport. Free transfer. Very kind staff. Super comfortable bed and pillows. Nice bedding and towels. Safety deposit box in the closet. Quiet room. Beautiful conference center. Lovely surroundings, loads of flowers. Warm water. Attentive staff, speaking English. Good restaurant and spa in the other part of the hotel. Lovely patio. Room service and vending machines. Lift. TV plays radio and music. Telephone and wake up calls accessible. Quick check in and check out. Clean room and bathroom. Possible to open windows and close blinds. Nice light, two lamps with warm light. Spa, gym, jacuzzi, sauna, restaurant on site. They accept cards, too.",8.0,February 2022,"February 5, 2022",Executive Twin Room,1,Solo traveler,8.2
Very Good,Rooms are not soundproof - i heard neighbours talking and their tv. Breakfast was so so…,Rooms are really international standard. not soundproof - i heard neighbours talking and their tv.,8.0,February 2022,"February 3, 2022",Executive Twin Room,1,Solo traveler,8.2
"LQMedellin, I'll be back!!!",,"Great location, friendly staff and good value overall.",8.0,November 2021,"February 3, 2022",Executive Twin Room,1,Group,8.2
Wonderful,,Excellent service! Transport provided is a plus! Clean facility,9.0,January 2022,"February 3, 2022",Executive Double Room,2,Family,8.2
Wonderful,,"The bed was comfortable, the staff was friendly, and the water pressure in the bathroom was amazing.",9.0,February 2022,"February 2, 2022",Executive Double Room,1,Couple,8.2
Great,N/A,"The airport shuttle is very helpful, team are friendly, room was comfortable and very clean, breakfast was okay",8.0,January 2022,"February 1, 2022",Executive Double Room,1,Solo traveler,8.2
Good,Transport runs every 30 minutes and not every 10 min as it was mentioned in the checkin. Also a long time line for checking in,Close to the airport,7.0,January 2022,"January 30, 2022",Executive Twin Room,1,Solo traveler,8.2
convenient location,it is quiet noise with the traffic of people leaving at night. my room wasn’t proper cleaned as I found many hairs on the floor.,the shuttle pick up at the airport is very convenient. the room was comfortable and spacious. there was complimentary water mask and toiletries.,7.0,November 2021,"January 30, 2022",Executive Double Room,1,Solo traveler,8.2
Wonderful,Everything was fine except for the fact that I booked two rooms and in fact the hotel received a booking of one room,,9.0,January 2022,"January 27, 2022",Executive Twin Room,1,Group,8.2
Very Good,"Small rooms, English not spoken.","Reasonably priced meals, close to the beach, friendly staff.",8.0,December 2021,"January 24, 2022",Executive Twin Room,2,Couple,8.2
great location and good breakfast service. The staff at the check-in desk needs some retraining,"the check in/out processes were incredibly slow, the staff was a bit rude when other guests complained about how slow the whole process was",the location and breakfast service,8.0,January 2022,"January 24, 2022",Executive Twin Room,1,Family,8.2
Beautiful hotel,The location is near to the airport the hotel is beautiful  but its around is not good area.,"The comfortable room, the cleaning and the hotel staff were the  most important issues that I liked in this hotel",8.0,January 2022,"January 23, 2022",Executive Double Room,2,Solo traveler,8.2
Very convenient,A water kettle in the room would be nice.,Super convenient after a long flight. Comfy beds. The airport shuttle was really well organized and the breakfast buffet had vegetarian options :) would go there again!,9.0,January 2022,"January 20, 2022",Executive Twin Room,1,Couple,8.2
Nice stay close to Bogota Airport,"Beds were little bit hard, but still comfortable.","Nice hotel, very close to the airport with an own shuttle. Very pleasant for a night before an early flight.",8.0,January 2022,"January 17, 2022",Executive Twin Room,1,Solo traveler,8.2
Wonderful,Some of the food for the breakfast was cold,Like everything,9.0,January 2022,"January 16, 2022",Executive Double Room,1,Family,8.2
"location was wonderful and the restaurant and bar were above average, but the staff at check in and checkout acted like",desk staff was not welcoming,location,7.0,January 2022,"January 14, 2022",Executive Twin Room,1,Couple,8.2
Very good location,,Hotel is nearby the airport and provide shutter to the airport every 30 minutes.,8.0,January 2022,"January 11, 2022",Executive Double Room,1,Solo traveler,8.2
Very Good,cost dinner,service,8.0,January 2022,"January 10, 2022",Executive Twin Room,1,Couple,8.2
Wonderful,Rooms are more run up than in premium facility9,"This time the staff was nicer, beds are awesome, clean, location, van to and from airport",9.0,January 2022,"January 9, 2022",Standard Triple Room,1,Group,8.2
AMAZING,,Ive loved this property since the first time. simply love it!,7.0,January 2022,"January 5, 2022",Executive Twin Room,2,Family,8.2
Wonderful,,The location and the shuttle service,9.0,January 2022,"January 5, 2022",Executive Double Room,1,Solo traveler,8.2
perfect airport hotel,,super convenient,9.0,January 2022,"January 4, 2022",Executive Double Room,1,Solo traveler,8.2
Wonderful,The mattress was confortable but firm and the sheets where soft.,The room was spacious and clean.,9.0,January 2022,"January 4, 2022",Executive Double Room,1,Solo traveler,8.2
"Confortable, oportuno y cómodo",Na,Na,8.0,January 2022,"January 4, 2022",Executive Twin Room,1,Family,8.2
Very Good,"Bed was too small (2 twin size) asked for a bigger bed in another room, they couldn't accommodate me",Shuttle and location to airport,8.0,January 2022,"January 4, 2022",Executive Twin Room,1,Family,8.2
Wonderful,Quiet and clean room. Good for over night stay if you depart early the next day. Breakfast was pretty good.,,9.0,January 2022,"January 3, 2022",Executive Twin Room,1,Solo traveler,8.2
"Good location, otherwise okax","Very loud music from the nearby park and the gym - feels like a night club during the day.
Breakfast is of poor quality","Very good location in La Candelaria, quite cheap.",7.0,December 2021,"January 1, 2022",Executive Double Room,1,Couple,8.2
Very Good,overall was great.,"the shuttle bus was supposed to come every 30min.  i called a few time and they said every time only 5 more minutes.  after 1,5hr I took a taxi.    sorry bad service here.",8.0,December 2021,"December 31, 2021",Executive Twin Room,1,Solo traveler,8.2
Convenient stay near the airport,Breakfast should start earlier considering that many guests stay here because they have a very early morning flight,"Location next to the Airport and easy to arrange pick up, with a van passing every 30 minutes all day long. Comfortable beds, clean room.",8.0,December 2021,"December 30, 2021",Executive Twin Room,1,Family,8.2
Wonderful,,"Best location for staying near the airport. Next door is a major car rental company (Alamo, National), which is very convenient. Typical modern hotel without much charm, but everything in order.",9.0,December 2021,"December 28, 2021",Executive Twin Room,1,Family,8.2
as always great,nothing to add here,"comfortabel after long flight, always nice to return",9.0,December 2021,"December 21, 2021",Executive Double Room,1,Solo traveler,8.2
Wonderful,"Wifi was unstable. 
Some of the people in reception seemed like didn't like to give answers to our questions and were very condescending.","Transportation airport-hotel every 30 min.
Breakfast.
Very comfortable beds.",9.0,December 2021,"December 14, 2021",Executive Double Room,2,Couple,8.2
Very Good,a bit old-fashioned inside,"free transport from the airport, good breakfast included",8.0,November 2021,"December 13, 2021",Executive Twin Room,1,Couple,8.2
"The food was poor,sit down restaurant got an F.","I ate one dinner in the dining room and I was very disappointed. My home is in the united states so that is what I have to compare this experience with. To make a long story short, the meal was brought out piece at a time. That part was consumed the I had to sit and wait for another part of the menu. Lousy way to serve a meal!!!",The free breakfast was good but the menu was a little too limited,9.0,November 2021,"December 13, 2021",Executive Double Room,5,Solo traveler,8.2
