Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
perfect hotel to stay in while visiting innsbruck,the room was right on the main street so can be noisy at night,"the location of the hotel is perfect, right in the city center. rooms were spacious and staff were exceptional friendly",9.0,March 2022,"March 13, 2022",Standard Double Room,2,Solo traveler,8.1
Perfect place to stay if in Innsbruck,"nothing specific. may be all the rooms can have coffee kettle.i wanted it and they arranged hot water for me along with sugar, tea etc.","great location and very courteous staff.it was my birthday so gave me a discount card to go to the mountains, gave a nice glass of chardonnay.",8.0,March 2022,"March 8, 2022",Standard Double Room,1,Solo traveler,8.1
Very Good,The heating System….Greta would be really disappointed! Way too hot!,,8.0,March 2022,"March 7, 2022",Standard Double Room,1,Couple,8.1
Wonderful,,"The room was big and extremely clean, the breakfast exceptional",9.0,February 2022,"February 28, 2022",Standard Double Room,1,Couple,8.1
Pleasent friendly clean. Great staff and great location.,The no coffee or tea in the morning,"Location was great Room was good, Staff were great. The fact that there is no free morning beverage was a bit off. To get coffee or tea one had to opt for a 12 Euro breakfast...maybe that is Continental?????",8.0,February 2022,"February 24, 2022",Standard Double Room,14,Solo traveler,8.1
Good,The roomdoor doesnt isolate that well. Quite some noise from people in the hallway,Good breakfast and nice personal.,7.0,February 2022,"February 20, 2022",Standard Double Room,1,Couple,8.1
Lovely stay in Innsbruck,Just could do with a kettle in the room (although you can get a thermos of hot water from reception),"Lovely staff, great breakfast, perfect location to get around Innsbruck.",9.0,February 2022,"February 13, 2022",Standard Triple Room,1,Family,8.1
Wonderful,noisy at night,"location 
nice hotel",9.0,February 2022,"February 12, 2022",Standard Double Room,1,Family,8.1
Very pleased,"Breakfast was Ok, but nothing special","Great location, just a short walk from the train station",8.0,January 2022,"January 24, 2022",Standard Triple Room,1,Group,8.1
Wonderful,The internet connection was not good.,The Hotel is exceptional with an amazing location and great facilities. The staff is very helpful.,9.0,January 2022,"January 9, 2022",Standard Triple Room,3,Family,8.1
Beautiful hotel in a beautiful city for Christmas!!,,"Central location, old world charm, spotlessly clean, friendly and helpful staff",9.0,December 2021,"December 30, 2021",Standard Double Room,1,Family,8.1
Wonderful,,It was Lovely,9.0,October 2021,"October 24, 2021",Standard Double Room,1,Couple,8.1
Very Good,"The altitude of staff , also quality of pillow cases","Location,room and central cafe",8.0,October 2021,"October 21, 2021",Standard Double Room,2,Couple,8.1
Lovely architecture and comfort in the city center,"Not having a parking option included with the stay, for a 4 star hotel, is a bit dissappointing.
The spa facilities are nice but a bit too used (mobile shower hang was coming off the wall, some toilet /shower in the area were not functional)","Location is super central. The interior of the building is very beautiful.
Rooms are nice and comfortable (albeit a bit small - again, for a 4 start hotel).
Staff is friendly and helpful.
Breakfast is what you expect from a Continental buffet.",9.0,October 2021,"October 21, 2021",Standard Double Room,1,Couple,8.1
Lovely Experience!,"Wifi was a bit sketchy at times, but not enough to complain","The location of the hotel is fabulous, very close to all attractions in the city. The hotel is in a beautiful old world building and the attached Café Central where breakfast is served has the most amazing chandeliers and decoration.  The rooms and bathrooms are modern and clean. Breakfast is copious and varied.  Very convenient and secure parking attached to the hotel.",9.0,September 2021,"October 15, 2021",Standard Double Room,2,Couple,8.1
Good Place to stay in the city center of Innsbruck,The indication for the parking space should be better. Anyway there are other parking spaces available nearby. Was not a problem.,Service and breakfast were good.,8.0,September 2021,"October 12, 2021",Superior Double Room,1,Solo traveler,8.1
Very Good,"At first we got a room that the WiFi did not work. Hotel staff tried to solve the problem, but it did not. We were lucky enough to get a different room that the WiFi was functional.",LOcation was good,8.0,September 2021,"September 28, 2021",Standard Double Room,2,Couple,8.1
All excellent but no WiFi,There was no WiFi. Our room could not connect so we had to go to the lobby every time we wanted internet. Major disappointment,,8.0,September 2021,"September 27, 2021",Standard Double Room,1,Couple,8.1
Wonderful,Everything was perfect during our one night stand :),"Perfect location
very comfortable bed
very silent thanks to soundproof windows
really great breakfast 
next to the central parking
The hotel staff was very helpful when we were not able to find the right entrance into the Tyrol parking center (during Sunday was whole shopping centrum close and we were really lost) THANK YOU!!",9.0,September 2021,"September 26, 2021",Standard Double Room,1,Couple,8.1
Very Good,,"Location was great, breakfast was great",8.0,September 2021,"September 24, 2021",Standard Double Room,1,Couple,8.1
very nice,no airconditioning and parking lot from to hotel was full only a handful of spots to forgive. luckily public parking is also in the same building.,location and breakfast,9.0,September 2021,"September 11, 2021",Standard Double Room,2,Couple,8.1
"Great respite in the city, lives up to its name",,Great location - very central and at the tip of Maria-Theresa Strasse. Bed and pillows were amazingly comfy and room layout efficiently designed and made. All creature comforts easily within reach.,9.0,September 2021,"September 8, 2021",Standard Double Room,1,Couple,8.1
Third time continues to be Charming,Could not stay there longer as we had to move on down the Inn,"This was our third time to ride our bicycles up or down the Inn to Innsbruck. Each time we have spent two days there for R&R and it truly has been a pleasure . Close to the bike trail along the Inn River . Great secure bike room . Staff is really friendly , helpful and courteous . The room is very clean , quite large and light as is the bathroom. Great shower . 
Reception really makes you feel welcome . Very close to the Centrum walking street with multiple shoppes and restaurants. On site restaurant is quite good . The breakfast is really good with multiple hot and cold food choices .",9.0,August 2021,"August 30, 2021",Standard Double Room,2,Couple,8.1
Top notch,,"The hotel was lovely with a beautiful atmosphere. The bedroom was pretty with the Alpine wood and a fairly basic but comfortable bed, fan, TV (although I didn’t use that myself) and lots of space. The one thing I was caught out by was that there was no kettle/tea in the room, so I had to buy one. I believe this is commonplace in Austria (I had colleagues who found the same in other hotels) but, coming from the UK where it is not, I was unprepared.

The bathroom was fantastic: a great bath, which was very comfortable with plenty of room to relax in.

The breakfast was very nice with good variety, and the Café Central was definitely a highlight of the stay. I also highly recommend the infrared sauna and fitness room, if you’re that way inclined: the fitness room is fairly basic but has a weights section as well as cardio equipment, which is great, and I wish I could’ve taken the infrared sauna home!

The best thing about the hotel, though, was the staff, all of whom were exceptionally helpful and kind. I will be coming to Innsbruck in the future, so will definitely stay here again too.",9.0,August 2021,"August 30, 2021",Superior Double Room,13,Solo traveler,8.1
Good hotel in a central location,"The otherwise great central location of the hotel has the disadvantage that it can be very loud in the night, especially at the weekend. The only other small complaint is the limited selection of teas available for breakfast - no peppermint or herbal teas were on offer.","Generally a very good location, within easy reach of the main station and the city centre. The room and bathroom were comfortable, clean and of a reasonable size for a city centre hotel. We were also given a free upgrade. The breakfast was also good - better than I was expecting.",8.0,August 2021,"August 26, 2021",Standard Double Room,3,Couple,8.1
Good,A recepció no van ser excessivament amables ni col.laboradors.,L'hotel és comfortable en general,7.0,August 2021,"August 23, 2021",Standard Double Room,1,Couple,8.1
Wonderful,"Noisy!
Temple bell every hour from 7 am. Airplanes! And people on the street all night were noisy…",Perfect location! Staff super polite! Feels good!,9.0,August 2021,"August 22, 2021",Standard Double Room,1,Couple,8.1
Very Good,No A/C,Near to the train station,8.0,August 2024,"August 21, 2024",Standard Double Room,1,Couple,8.1
"Great location, highly recommend",-/,"Rooms, view, and the breakfast at the cafe right under the hotel. Courteous staff and very lovely and polite!",9.0,August 2024,"August 17, 2024",Standard Triple Room,1,Family,8.1
Good,,Excellent location and walkable distance to all tourist attractions.,7.0,August 2024,"August 15, 2024",Standard Double Room,2,Couple,8.1
Very Good,No aircon in the room and too noisy to keep the window open in the morning due to construction work.,The room and bathroom were spacious and clean. We liked the freshly pressed juice and the birkermusli in the breakfast buffet. The sauna was great too.,8.0,July 2024,"August 6, 2024",Standard Double Room,2,Couple,8.1
It's a good place to stay in Innsbruck.⁹,"There was no air conditioning, and the room was warm at 30 degrees C. Even with a fan switched on, the room was rather warm at about 26 degrees C. The description of car parking was not clear enough. The hotel could have a clear description of their customers that they could park at Zentral Garage and assess the hotel from -1. The charges of Zentral Garage could have been more specific if the hotel wished to improve on the parking information.",Location in close proximity to places of interest. The breakfast was excellent. The staff was extremely helpful.,8.0,August 2024,"August 5, 2024",Standard Double Room,1,Couple,8.1
An excellent location to stay near the city centre.,minor issue of confirming if hotel parking was available in advance but easily available commercial rate parking was also reasonable just across the street,"Location - excellent, within pedestrianised walking distance of city centre",8.0,July 2024,"August 2, 2024",Standard Double Room,2,Couple,8.1
Good,The price is a bit high for the condition.,"The location is good, and the reception is very friendly and customer-oriented.",7.0,July 2024,"August 1, 2024",Standard Double Room,1,Couple,8.1
Centrally located hotel with nice clean rooms and good breakfast.,No airco means that it can get quite warm. Fortunately we could leave the window wide open without much noise since we were on the back side of the building.,"Very central location. We got a nice room with enough space, bed was fine. We could borrow a water kettle from the reception, which was really nice. Breakfast was absolutely fine, decent coffee, lots of choice from all kinds of nice, fresh food.",8.0,July 2024,"July 31, 2024",Standard Double Room,2,Couple,8.1
Nicely located in the center of Innsbruck,,Perfectly located in the center of Innsbruck. Gentile staff and a nice clean room,9.0,July 2024,"July 23, 2024",Standard Triple Room,2,Family,8.1
Very Good,Bathroom could do with a refurbishment (it was clean though).,"Rich breakfast buffet. Excellent location: in the city centre, yet not noisy.",8.0,June 2024,"July 14, 2024",Standard Double Room,1,Solo traveler,8.1
Wonderful,,"The hotel was lovely, great location, within 10min walk from the train station. Very close to all the sights. The staff were exceptional good, helpful polite and informative. The lady who checked us in was lovely and Mathis was very helpful with info about bus & trams. Breakfast was good, and staff helpful . The room was clean and comfortable, even had a fan which was much appreciated.",9.0,July 2024,"July 13, 2024",Standard Double Room,2,Couple,8.1
It was ok,"Water
No AC",Location,8.0,July 2024,"July 10, 2024",Standard Double Room,2,Couple,8.1
"Good location, very friendly staff, modern bathroom, but the windows could use some sound proofing.",Windows could use an upgrade - or at least some soundproofing. You could hear almost every little thing that happens downstairs.,"Very central location, friendly staff, easy to find, modern facilities",8.0,June 2024,"July 1, 2024",Standard Double Room,1,Family,8.1
Overpriced,Old room and front desk service was not good,The location of the hotel,7.0,June 2024,"July 1, 2024",Standard Double Room,1,Couple,8.1
Overpriced,The front desk service is not good,The location,7.0,June 2024,"July 1, 2024",Standard Double Room,1,Couple,8.1
Very Good,"electric kettle, slippers, dental kit were not in the room though you can take them from reception.
but for a 4 star property, its quite normal to have these things in room. Also, reception did not deliver these things to the room","location was excellent.
room was good.
breakfast was good.
staff was good",8.0,June 2024,"June 29, 2024",Standard Double Room,1,Couple,8.1
Good,"Hotel was located in the center of the city. 
Parking was nearby, but there was a fee of 24 Euro per day .",The room was clean and comfortable,7.0,June 2024,"June 29, 2024",Standard Double Room,1,Solo traveler,8.1
Good,Tv was very limited,The internet was very bad in our room,7.0,June 2024,"June 26, 2024",Standard Double Room,4,Couple,8.1
Very Good,Rooms were a little tatty,"Really close to the centre, good breakfast, very helpful staff and comfortable room. We asked if we could have a bath in the room which we got.",8.0,June 2024,"June 25, 2024",Standard Double Room,2,Couple,8.1
Good hotel in great location,Room and facilities a little dated.,Very good location and friendly staff.,7.0,May 2024,"June 25, 2024",Standard Double Room,1,Solo traveler,8.1
Very Good,,Good location. Nice esthetic. Wellness with roof terrace. Good breakfast,8.0,June 2024,"June 21, 2024",Standard Twin Room,1,Couple,8.1
Eceryting ok,The refrigerator smelt bad,"Very clean. Good location, walking distance from train station and to the all the attractions",8.0,June 2024,"June 9, 2024",Standard Double Room,4,Solo traveler,8.1
Very Good,,Clean n location,8.0,June 2024,"June 7, 2024",Standard Double Room,1,Group,8.1
Good,WiFi is terrible,"We’ve stayed here before and hotel is centrally located close to all. Staff very accommodating. My only complaint is WiFi is terrible, signal fades constantly.",7.0,June 2024,"June 6, 2024",Standard Double Room,3,Couple,8.1
Hotel in a great location but would need to find a quieter room away from the Main Street.,"No aircon in the room requiring the windows to be opened to keep cool, however our room overlooked the Main Street which was noisy late into the night and early morning.","Great location, close to train station and centre of Innsbruck. Good size room although a little dated.  Breakfast choices were excellent.",8.0,May 2024,"June 5, 2024",Superior Double Room,3,Couple,8.1
A nice hotel in old town center,"Cleanness could be improved a bit, especially during daily housekeeping, more could be done.","Good location, close to Old town center.  Breakfast was very good with many options.  In breakfast area, there were Cold Press Juicer machine and Orange Juicer machine for guests to make fresh juice. Very nice.",8.0,April 2024,"May 30, 2024",Standard Twin Room,3,Couple,8.1
Very Good,The matras was too hard and stiff,"The staff at check-in was more than welcome
The Hotel lays indeed in the centre of Innsbruck
The rain shower was a nice addition",8.0,May 2024,"May 24, 2024",Standard Double Room,1,Family,8.1
Good,,"We recently stayed at Hotel Central in Innsbruck and had a rather disappointing experience. The only positive aspect of our stay was the hotel's excellent location, which is conveniently close to the central area and the river.

Unfortunately, the rest of our stay did not meet our expectations for a four-star hotel. The rooms lacked air conditioning, and we were provided with only a standalone fan. This made the room uncomfortably hot, leading to poor sleep quality.

The bathroom was another point of contention. It was quite small, particularly the space between the basin and the toilet, which felt very cramped.

Additionally, we encountered an issue with the room's safe box. When we attempted to access our passports and money, the safe wouldn't open. We contacted the reception desk, but the receptionist was unhelpful and rude. He initially told us that we would have to wait until the next day, citing a holiday, which was unacceptable since all our valuables were inside the safe. After a prolonged argument, he finally said he would send someone to our room. We waited for 20 minutes before a very polite gentleman arrived and opened the safe within two minutes.

To add to our frustration, the internet was not working during our stay due to an internal problem in the hotel.

I am typically the kind of traveler who tries to minimize criticism and tolerate regular shortcomings that are beyond the hotel's control, especially since my wife and I are retired and travel frequently throughout the year. However, our stay at this hotel was a combination of frustrations that caused us significant emotional and physical discomfort.

Overall, our experience at Hotel Central was far from satisfactory. The lack of air conditioning, the small bathroom, the poor service from one of the reception staff, and the internet outage made our stay quite uncomfortable. We had higher expectations for a four-star hotel and were disappointed with the level of service provided.",7.0,May 2024,"May 23, 2024",Standard Twin Room,2,Couple,8.1
We had a nice stay at the hotel. The friendliness and always welcomes smiles from the staffs have made our stay wonderfu,The room is out date and shower is slow. But we were comfortable enough.,"It’s really nearby the old town and the location was perfect to dine out or to walking around. The tram and bus is just at the corner. 
The staffs are brilliant, very helpful and super friendly.",8.0,May 2024,"May 18, 2024",Standard Double Room,5,Family,8.1
Very Good,"Wi fi connection was very bad
Pillows not very comfortable",Staff was helpful,8.0,May 2024,"May 15, 2024",Standard Twin Room,2,Couple,8.1
Good location; horrible WiFi,"The wifi was horrible - very slow and kept disconnecting. Also, the room was very warm. We had the windows open, but it was still difficult to sleep, plus the construction noise started up around 4:30 or 5 am which was much louder with the windows open.","Location was great, and the room was fine.",7.0,May 2024,"May 15, 2024",Standard Double Room,2,Couple,8.1
Very Good,"Please refurbish the bathroom door, and the bath is very slippery to step in.  I nearly skidded.  
Closing the restaurant at 19:00 is too early for tourist and certainly the ""café central"" at 20:00 rather ""not done"".",Very good buffet breakfast and a spacious room.,8.0,May 2024,"May 15, 2024",Superior Double Room,3,Couple,8.1
Very Good,one of the staff is not helpful when approaching for help.,although the room is small but very clean and cosy,8.0,April 2024,"May 8, 2024",Standard Triple Room,2,Family,8.1
Historic Cafe at Hitel Central,Wish we had reserved a larger room.,Great food at the Cafe & a great breakfast.  The history & ambiance of the Cafe was very fun.,9.0,April 2024,"April 28, 2024",Superior Double Room,3,Couple,8.1
Very Good,"Our first room had a lot of ants, but we were given a new room, unfortunatly with two single beds.","The location is excellent, I don't think there is a better locsted hotel for a better price in Innsbruck.",8.0,April 2024,"April 25, 2024",Standard Double Room,1,Couple,8.1
Great location for our purposes with a great breakfast. need to update the wifi.,Internet does not carry throughout hotel and where it exists it is very slow.,"Hotel Central is aptly named if you want to be downtown.
Room was on the small side with little space around the furnishings.
Breakfast is very good especially if paid for as part of the lodging.
Very helpful desk staff who went out of his way to help us locate decent internet including moving us to a better room.",8.0,April 2024,"April 11, 2024",Standard Double Room,1,Couple,8.1
Surprisingly good,,"Comfortable spacious clean room, and good quality breakfast.",9.0,April 2024,"April 10, 2024",Standard Double Room,1,Solo traveler,8.1
"Very good location, but old dated hotel","The rooms have slider doors to the bathroom and in our case the door were broken, several times I was so close to get stuck in the bathroom.","the location is perfect, the lobby is stylish and classy, but the rooms and all furniture are too old dated. And that feels.",7.0,April 2024,"April 2, 2024",Standard Double Room,2,Group,8.1
"On the whole, very pleasing.","The COFFEE!  This was well below expectation – delivered by automatic machine, at best lukewarm.  Really disappointing.","Friendly, welcoming staff.  Excellent range of breakfast choices.",7.0,March 2024,"April 1, 2024",Standard Twin Room,4,Family,8.1
Good,"Very poor facilities, no cups, no kettle (I asked the receptionist for an electric kettle, but he said unfriendly that he has no kettle anymore. How can a 4-stars hotel doesn’t have a kettle in the room?","Very good location in the city center, parking garage (Zentralgarage), studio room, hairdryer",7.0,March 2024,"March 30, 2024",Standard Triple Room,1,Family,8.1
"Nice hotel, great location and base to explore skiing resorts.","Small issues - room wasn’t serviced every day, safe didn’t initially work, no where to dry wet skiing equipment. Most of these issues were resolved quickly.","Location was excellent. Hotel also provided access to a ‘welcome pass’, which gives free access to public transport system; this was really useful, particularly when travelling to ski locations. Staff were generally helpful and respectful. Breakfast was included, and was reasonable.",7.0,March 2024,"March 30, 2024",Standard Twin Room,4,Family,8.1
Nice place for a short break.,Our room has a mild echo due to the high ceiling and bare walls,"Breakfast was a standard buffet. Nothing special, but better than nothing.",7.0,March 2024,"March 28, 2024",Standard Double Room,1,Couple,8.1
Great stay - more people need to stay here and then the  Tyrolean vibe will truly get going,Nothing,"A last minute decision to stop off in Innsbruck led to this stop over.  Easy going staff,  comfortable clean room with very comfortable bed.
I was travelling the next day and know Innsbruck well so I took advantage of a very very long breakfast to  plan my day.  The food was  substantial, the coffee superb and the fruits fresh.",8.0,March 2024,"March 28, 2024",Standard Double Room,1,Solo traveler,8.1
Very Good,"Was enorm warm.
De kussens op bed.",De ligging en de garage,8.0,March 2024,"March 23, 2024",Standard Double Room,1,Couple,8.1
Had a lovely stay,Bed very firm,Excellent breakfast. Good location. Friendly and efficient staff,9.0,March 2024,"March 18, 2024",Standard Double Room,1,Couple,8.1
Great central spot in Innsbruck,,"Central location, great breakfast, parking available if you book (although spaces are quite tight so if you have a big car worth checking dimensions!) Our friends got a room upgrade which was a nice perk.",8.0,January 2024,"March 15, 2024",Standard Double Room,1,Group,8.1
Hotel on a very quiet street in the centre of town. Good breakfast and a clean room.,Single duvets on a double bed. Duvets too small.,Good location in the centre of town on a quiet street. Good selection for breakfast and a spacious room.,9.0,February 2024,"March 11, 2024",Standard Double Room,3,Couple,8.1
Very Good,Breakfast is rather poor and hotel quite old (but ok),Location is very good and staff very helpful.,8.0,March 2024,"March 2, 2024",Standard Double Room,7,Couple,8.1
Great location and nice sized room for a group of three.,Sauna was a bit disappointing. The shower didn't work well. The steam room wasn't on.,"Great room, perfect for the three of us.",7.0,February 2024,"February 26, 2024",Standard Triple Room,1,Family,8.1
Very pleasant stay indeed.,"Furniture in the rooms, doors, windows,..., are quite old and should be renewed.","Hotel is at great location, very close to the Old Town, with beautiful café at the ground floor. Breakfast was very good. Excellent and supportive staff. Public garage next to the hotel.",9.0,February 2024,"February 24, 2024",Standard Double Room,1,Family,8.1
Good,WiFi in room didn't work. Room was extremely hot and I wasn't able to turn the heating off/down.,Good location. Clean. Breakfast was good. Filled its purpose.,7.0,January 2024,"February 23, 2024",Standard Double Room,1,Solo traveler,8.1
Very Good,"Mini bar was empty, no temperature regulator available, room became very hot at night.","Good location, neat and clean, very helpful staff who helped arrange early check-in",8.0,February 2024,"February 15, 2024",Standard Double Room,1,Couple,8.1
We enjoyed our stay here at Hotel Central and recommend it!,The only negative was the slightly uncomfortable beds and the over heated room. This seems to be the norm in winter here in Austria. We enjoy sleeping in cooler temperatures.,The staff at Hotel Central was very helpful and kind. We also especially enjoyed the breakfast which was plentiful and fresh. Our room was very quiet and the hotel is located between the train station and old town center making it perfect for travelers using public transport.,9.0,February 2024,"February 11, 2024",Standard Double Room,2,Couple,8.1
Great place for a city break,Gym facilities were meagre and not well maintained..,Location was great. Room was spacious.,8.0,February 2024,"February 11, 2024",Standard Triple Room,2,Family,8.1
Wonderful,,Nice hotel and location,9.0,February 2024,"February 9, 2024",Standard Double Room,1,Group,8.1
Good,"Quite old standard. In bathroom, room and overall could be modernized.",Location,7.0,January 2024,"January 29, 2024",Standard Double Room,1,Couple,8.1
Nice but it could be great...,"Some of the personnel was acting like they didnt want to be there but they were forced to be. Especially the waiters. 
Only one elevator was working so the waiting time was usually high.
The breakfast was not on the par with the rest of the hotel.
Pricy overall.","Cleanness of the room, quiet, position of the hotel, parking",8.0,December 2023,"January 28, 2024",Standard Twin Room,4,Family,8.1
Great breakfast in Café Central,"Room had no pictures/art pieces, a bit dull",Great breakfast in Café Central,8.0,January 2024,"January 23, 2024",Standard Twin Room,1,Couple,8.1
Overall good hotel but 4* is perhaps slightly overrated. Would we stay again ? Yes.,Photos on the booking.com website are for a superior room not a standard which is very misleading. Standard are very basic and bathroom was small Limited natural light and lights were quite dim. Beds were made daily but nothing else was cleaned e.g glasses and bathroom. We saw a superior room and they looked to be to a higher standard. WiFi was non existent in the rooms. Had to go to reception to get a signal. Spa area is limited in size. The steam room was always cold / switched off and one of the infrared cabins was out of order. Sauna was working thankfully.,"Great location, in the heart of city. Plenty of restaurants close by. Ski bus for the glacier stops right outside. Easy access to rest of the public transport too. Good breakfast with plenty of options both hot and cold. Able to use spa area to shower and change on last day which was appreciated.",7.0,January 2024,"January 23, 2024",Standard Twin Room,3,Couple,8.1
Classy modern hotel with great service.,The room at the front of the hotel (facing the street) picked up noise from outside.,"Beautiful hotel, room and public areas. Excellent central location.
Lovely bed and furnishings and a modern en-suite bathroom.
Great staff and the bottle of water on check-out was a welcomed touch!",8.0,January 2024,"January 21, 2024",Standard Double Room,1,Solo traveler,8.1
Nice oldschool hotel in the middle of the city center,"- There are just 2 lifts of which one was broken during half of our stay. It seems like the cleaning staff doesn’t have a service elevator, so we had to wait a lot for the lift that many times we decided to walk up/down 4 floors
- Room is a bit outdated
- Paid water bottles in the fridge (3 euros) is so 1990’s, at the checkout they wanted to give us 2 water bottles, but that makes no sense as you can’t take it past airport security
- Heating was turned to sauna mode most of our stay
- While the big hotel keys certainly have their charm, it is outdated and may be better replaced by a card system","- Location is right in the center
- Very good breakfast, that starts from 6h30, so we could eat before our flight
- Friendly staff at the reception, Matthias deserves a raise for enthusiasm
- The building is beautiful

Overall we had a very nice stay.",8.0,January 2024,"January 15, 2024",Standard Double Room,5,Couple,8.1
Wonderful,,"Nice property,",9.0,October 2023,"January 15, 2024",Standard Double Room,2,Couple,8.1
Very Good,"One of only two elevators was out of action for our entire stay, four days",,8.0,January 2024,"January 11, 2024",Standard Double Room,3,Couple,8.1
Good,Rooms ok I wouldn't say I didn't like them,Good spot to get around,7.0,January 2024,"January 10, 2024",Standard Twin Room,1,Family,8.1
Very Good,"The breakfast was run by a nasty older woman, Andrea it said on the receipt. Very rude to us and another family. Not sure it she dislikes Westerners, she didn’t actually give a reason for her rudeness. 

This was the only bad experience we had in 5 countries and countless hotels.  For this reason I wouldn’t recommend this hotel or stay there again.","The location was great, close to Christmas market. The staff on the desk were excellent! Found them to be very knowledgeable and very professional.",8.0,December 2023,"January 6, 2024",Standard Double Room,1,Couple,8.1
"The room was comfortable and spacious though central heating was too warm, breakfast was sufficient and location excelle",Too warm,"Its location, spacious room and breakfast",8.0,December 2023,"January 1, 2024",Standard Double Room,5,Couple,8.1
Very Good,,Very helpful.,8.0,December 2023,"December 31, 2023",Standard Double Room,4,Couple,8.1
Very Good,"The room was not very clean, the sheets had a little hole, no coffee machine in the room","Great view from the room, perfect location, nice parking spot.",8.0,December 2023,"December 29, 2023",Standard Double Room,1,Couple,8.1
Old fashioned Austrian hotel with charm and a few quirks,"Cafe stops serving food at 7pm and closes at 8 so there’s nowhere much to go in the evenings. There is a small lounge area but it has no bar attached, it’s quite nice and calm but doesn’t have a hotel buzz. 
There was a coffee maker in the room but very little coffee or tea provided. 
The info folder said bathrobes could be borrowed against a deposit from reception but none were available, it also said the sauna was available all day but in fact it was only open from 5pm. And it said bikes were available to borrow but none were.
One of the front of house staff was considerably less friendly than the others.","Fabulous central location, as the name suggests. The cafe is a beautiful old Austrian cafe and the breakfast buffet has lots of good options. Our room had a limited but lovely view of the mountain. Some old fashioned charm. Some front of house staff very friendly, cleaners very much so and were singing joyfully while working! I liked the small spa area, when it was available.",7.0,December 2023,"December 20, 2023",Standard Double Room,3,Family,8.1
Very Good,,"Excellent location in a historic building, friendly staff, clean rooms",8.0,December 2023,"December 17, 2023",Standard Double Room,1,Couple,8.1
Very Good,Air was too dry in the room.,Great central location.,8.0,December 2023,"December 14, 2023",Standard Twin Room,3,Group,8.1
Very Good,,"very large room, excellent breakfast, great location",8.0,October 2023,"December 8, 2023",Superior Double Room,1,Couple,8.1
Central but bit outdated,,"The hotel was located in the city centre and it was convenient to get there. Even though there were only two of us, we got an upgrade to an 'apartment' for four people, which was over two floors. Also, the first floor seemed a bit dark in the evening. There could have been tiny night lamps by the bed. You had to climb over the other to get to bed :) On the second floor, there was a small closed terrace and a large double bed. Overall, the hotel did not give off a 4-star feel.
The breakfast had a good selection, but it could have been paid a little less.",7.0,September 2023,"November 23, 2023",Standard Double Room,1,Couple,8.1
I'm pleased with our stay and look forward to the next.,Duvets are too warm for me. Hi,No breakfast included.,8.0,November 2023,"November 17, 2023",Standard Double Room,1,Couple,8.1
Good,Rooms were very hot,,7.0,November 2023,"November 16, 2023",Standard Double Room,1,Couple,8.1
Great location and friendly staff.,"The room has no kettle or coffee machine nor the lobby. That’s uncommon in hotels. The restaurant  wasn’t a good experience the coffee was poor and the food lacked some inspiration.
Lastly, need better signage to find the hotel carpark, it was super confusing to find.","Location, specious and friendly staff. Very good sauna",7.0,November 2023,"November 9, 2023",Standard Double Room,2,Couple,8.1
Very Good,Room is a bit old but acceptable. Hotel name was not show fully outside so we not quite sure whether it is the hotel or not.,The hotel was beautiful. Staffs were very friendly. There is free sauna too.,8.0,October 2023,"November 8, 2023",Standard Double Room,1,Couple,8.1
Very Good,,"Nice location, comfortable beds",8.0,August 2023,"November 7, 2023",Standard Double Room,1,Group,8.1
Wonderful,All was good.,The location.,9.0,November 2023,"November 5, 2023",Standard Twin Room,2,Couple,8.1
Nice location average facilities,I booked it because it had parking - but none when I asked. Internet did not work well and noisy,Location was good and nice staff,7.0,November 2023,"November 2, 2023",Standard Double Room,2,Couple,8.1
Superb!,Parking is a bit inconvenient - no hotel parking but public parking garage in walking distance.,Spacious room with a great view,9.0,October 2023,"October 27, 2023",Standard Double Room,1,Couple,8.1
"Great location, fantastic breakfast.","My son had an allergic reaction in the bedroom, may be from the cleaning sprays.
The family room for 3 could do with an update.","The hotel is in a great location, within walking distance of Innsbruck town centre for bars and restaurants and the cable cars.
Breakfast was superb, great variety, the fresh apple/carrot juicer was great. Everyone thoroughly enjoyed the breakfast.
The staff were very helpful and friendly",9.0,October 2023,"October 27, 2023",Standard Double Room,1,Family,8.1
Good,,"Room was OK .. staff was very good, great location, nice very historic!!",7.0,October 2023,"October 26, 2023",Standard Twin Room,1,Family,8.1
Lovely stay in the heart of Innsbruck ☺️,The toilet door was a bit tricky to open once inside and you need to be careful to not get your fingers stuck. The fridge door couldn’t fully open because of the length of the bed.,"The hotel is located in a very good location and neighbourhood. 2-3 mins walk to all the shops, museums, restaurants, and the river. Clean and comfortable beds with a good size bathroom. Very quiet as well. We also liked the cafe on the ground floor which was very handy for a morning coffee",8.0,October 2023,"October 17, 2023",Standard Double Room,3,Family,8.1
