Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Pleasant stay overall.,I would have preferred a different room.,The staff were very helpful.,8.0,November 2021,"November 25, 2021",Standard King Room,2,Solo traveler,7.7
Wonderful,,The cleanliness,9.0,November 2021,"November 15, 2021",Standard King Room,2,Solo traveler,7.7
the beds were uncomfortable… rooms were dusty,beds and need more cleaning,friendly staff excellent service good location,6.3,September 2021,"September 27, 2021",Standard King Room,11,Solo traveler,7.7
Wonderful,"carpet in the room is very old and need deep cleaning or changing.
overall cleanness is acceptable but could be improved for a 4 start hotel.","good hotel location.
very friendly and helpful staff.
very good room size and comfortable.",9.0,August 2021,"August 28, 2021",Standard King Room,3,Solo traveler,7.7
Good overall - parking issue,Parking,"They do close the parking at night stating that its full.

You start moving around and around to find a place to park your car. And since i used to stay out late it was a daily issue for me.

Please try to solve the parking issue",7.0,August 2021,"August 25, 2021",Standard Twin Room,2,Group,7.7
Good,Bathroom water pressure is very bad.,Place. Cleanliness.,7.0,June 2023,"June 5, 2023",Junior Suite,1,Solo traveler,7.7
2nd time but looks like last time,"The sound from other rooms is clear like they are with us in the same room 
Furniture need to be changed, getting old
The wifi was bad","The size of the room 
Breakfast",7.0,January 2023,"January 9, 2023",Standard King Room,3,Family,7.7
"bad hotel in a good location, over priced","food was average 
cleanliness was bad, had black spots in my duvet and the toilet cleaning was questionable,
I asked for a non- smoking room got a smoking one that smelled like an ashtray.
TV and furniture are very old.
not worth the money.
should be like 50$/night max 
staff was rude, they knocked on my door at midnight to tell me that my previous purchase (room service) didn’t come thru…the guy was mad and didn’t even apologised waking me at midnight.
the front desk staff are not friendly.
the restaurant staff lack of professionalism",location,7.0,March 2022,"March 14, 2022",Standard King Room,4,Solo traveler,7.7
It was an ok stay. Good price and good service,"Car Parking is not enough spacious
Swimming pool is too cold and not accessible for children",Location is great,8.0,June 2024,"July 14, 2024",King Jacuzzi Suite,2,Family,7.7
very satisfactory,,The gym,8.0,September 2021,"September 26, 2021",Standard King Room,4,Solo traveler,7.7
Exceptional,Room service range of food / need smoking area,,10,June 2024,"August 18, 2024",Standard King Room,3,Family,7.7
Exceptional,,Perfect hotel for my business travel,10,July 2024,"July 23, 2024",Standard King Room,1,Solo traveler,7.7
My second home in Riyadh,Nothing,Location and staff,10,July 2024,"July 9, 2024",Standard King Room,1,Solo traveler,7.7
Peace after work,,"Clean, quiet and secure",10,June 2024,"June 28, 2024",Junior Jacuzzi suite,2,Solo traveler,7.7
My favorite place,Nothing,Everything,10,May 2024,"June 1, 2024",Standard King Room,2,Solo traveler,7.7
Exceptional,Nothing,"Clean, comfortable and helpful staff",10,May 2024,"May 20, 2024",Standard King Room,2,Group,7.7
"Great experience
Great experience",None,friendly staff and cleanliness,10,May 2024,"May 6, 2024",Junior Suite,2,Family,7.7
Best place to book for you Saudi Council Exam,,"The reception was very accomodatimg and friendly, they have a wide range of breakfast and they cook it in front of you. Definitely will come back if I visit Riyadh again.",10,March 2024,"April 7, 2024",Standard King Room,1,Family,7.7
5th timer Booking,,"service was excellent, food was great and the room was very well maintained and clean, i kept on booking this hotel and also highly recommended",10,December 2023,"March 13, 2024",Junior Jacuzzi suite,1,Solo traveler,7.7
Perfect Stay,"Path hub , not working well",Everything Everyone Everywhere,10,March 2024,"March 7, 2024",Standard King Room,1,Solo traveler,7.7
Perfect. Will return.,Nothing,Everything,10,February 2024,"February 29, 2024",Standard King Room,1,Solo traveler,7.7
Relaxed stay in central location in Riyadh,The wifi connection could have been a bit better.,"Very comfortable rooms, lots of amenities, quiet, very close to the Kingdom Centre, on walking distance, breakfast was good. Friendly staff.",10,February 2024,"February 24, 2024",Standard King Room,2,Solo traveler,7.7
Exceptional,,Location clean and nice staff,10,February 2024,"February 11, 2024",Standard King Room,1,Couple,7.7
"Nice stay at olaya executive Hotel 
Wonderful staff",Nothing,"Its on main road 
Near to SCFHS three...four min walking distance  
Breakfast was good 
Clean rooms
Lights were good in room 
Exceptional for the money 
Staff all are co-operative 
Little prayers area at M floor",10,February 2024,"February 6, 2024",Standard King Room,2,Family,7.7
Thank you for making my stay amazing & beyond my expectations,The windows needed cleaning from outside,"The location, the receptionists both welcomed me in an amazing way, they gave me a room beyond my expectations, high floor with a view overlooking kingdom tower,I checked in an hour earlier (at 1:00 pm ) and gave me late checkout by 2 pm, it was an amazing stay",10,January 2024,"January 29, 2024",Standard King Room,2,Solo traveler,7.7
Exceptional,Of course,Very nice,10,January 2024,"January 2, 2024",Standard King Room,1,Couple,7.7
Worldclass service,,"i always go back here, may it be business or for leisure, they are very good in service. the courtesy of staff and diligent of their reception really make you have a pleasant stay",10,November 2023,"November 9, 2023",Junior Jacuzzi suite,2,Family,7.7
I had a very good rest in this hotel.,no.,"The staff is very friendly and the room is huge, quite, and beautiful. It is very close the highest building in Riyadh.",10,September 2023,"October 26, 2023",Standard King Room,1,Solo traveler,7.7
Exceptional,,"In the heart of the city, it is a delight to stay in this serene hotel. Got a suite thankfully. It was good to see smart TV with youtube and other streaming channels available in it and are streamed with scintillating speeds. So, hotel certainly has a very good Internet",10,September 2023,"September 26, 2023",Standard King Room,1,Family,7.7
Perfect hotel and definitely coming back,Security was a little timid,"Everything was great gym, staff, and room",10,September 2023,"September 25, 2023",Standard King Room,1,Solo traveler,7.7
Exceptional,"No loyalty program 
Even if you stay here 100 times, nothing special for loyal customers",I stayed in executive Hotel many times and always feel like home .,10,June 2023,"June 18, 2023",Standard King Room,1,Family,7.7
Exceptional,Everything was good,"location for work ans leisure. Nice rooms, amazing staff, welcoming and extremely helpful",10,May 2023,"June 5, 2023",Junior Suite,2,Couple,7.7
Exceptional,nothing,locations,10,March 2023,"March 25, 2023",Standard King Room,2,Couple,7.7
Beautiful,Leaving,Everything,10,March 2023,"March 10, 2023",Standard King Room,2,Couple,7.7
Location and Food were great.,,This is a modern hotel with a great location. The staff was very friendly and the restaurant was good for breakfast and dinner.,10,February 2023,"March 2, 2023",Standard Twin Room,3,Couple,7.7
Exceptional,Nothing,Everything,10,February 2023,"February 22, 2023",Standard King Room,6,Solo traveler,7.7
Exceptional,No,Nice place,10,December 2022,"January 7, 2023",Standard Twin Room,1,Family,7.7
5 star stay,,"The Jacuzzi suite was so comfortable, spacious, relaxing and refreshing.  breakfast is excellent with a wide variety.",10,January 2023,"January 5, 2023",Junior Jacuzzi suite,1,Family,7.7
Exceptional,Nothing.  I liked it all.,"Excellent hotel!  Spacious room and bathroom, ideal location near the Kingdom Tower and malls of the City Center, outstanding breakfast and great staff.",10,December 2022,"December 29, 2022",Standard King Room,4,Solo traveler,7.7
Amazing stay,Carpet is old,"Staff is outstanding
Breakfast is amazing",10,December 2022,"December 5, 2022",Standard King Room,2,Family,7.7
Exceptional,,the service is amazing.,10,November 2022,"November 22, 2022",Standard King Room,1,Couple,7.7
Pleasant,Reception,Gym,6.0,November 2022,"November 21, 2022",Standard King Room,5,Solo traveler,7.7
Exceptional,Really nothing to mention,"Perfect clean hotel and rooms, good staff and best location and rate as well as service",10,November 2022,"November 14, 2022",Junior Suite,1,Solo traveler,7.7
Exceptional,none,the warmest accomodation and quick response,10,October 2022,"November 2, 2022",Junior Jacuzzi suite,1,Family,7.7
,,,10,October 2022,"October 7, 2022",Standard King Room,1,Group,7.7
Very outstanding experience,Everybody was helpful from the front desk to the security guard room service was amazing zinc they keep checking on you whenever you call for something they get help immediately overall experience is 10 stars except the Wi-Fi service and that I never got breakfast deliver to me,"Stay there 4 days never once they brought me breakfast
 Also the Internet in the rooms sometimes the rooms are far away from the middle of the breasthe reception or the elevator area don't get good quality Internet coverage",10,July 2022,"August 27, 2022",Standard King Room,1,Solo traveler,7.7
a great experience. definitely will come back.,"quietness 
cleanliness 
professional & quick service 
friendly & helpful staff","great and quick service 
cleanliness 
professional & quick room service , reception service & 
delicious variety of food in the menu.",10,July 2022,"August 16, 2022",Standard Twin Room,2,Family,7.7
Exceptional,"The door ,room 501 was not good condition..need to repair..","Comfortable
Nice place
Excellent Services",10,August 2022,"August 4, 2022",Junior Jacuzzi suite,2,Solo traveler,7.7
Exceptional,All are fine,"Staff are great, location is perfect, hotel and facilities, likewise.",10,July 2022,"August 2, 2022",Standard Twin Room,2,Couple,7.7
Excellent,Nothing,The location,10,July 2022,"July 31, 2022",Standard King Room,2,Solo traveler,7.7
Exceptional,,"Very good hotel, I was happy to stay in this hotel, very clean and good food in restaurant there",10,May 2022,"July 28, 2022",Standard King Room,3,Solo traveler,7.7
Exceptional,,Every thing,10,July 2022,"July 6, 2022",King Jacuzzi Suite,2,Couple,7.7
my home in Riyadh during the past 10 years,nothing,everything,10,June 2022,"June 17, 2022",Junior Suite,2,Solo traveler,7.7
Exceptional,,I liked this hotel. very polite and helpful staff.. the people at the reception are very nice and friendly. convenient location all within walking distance..there is a large beautiful shopping center nearby.. the room is clean and spacious with a very large bed ..the room has everything you need.. beautiful view from the window... thanks ..I'll come again 😘,10,June 2022,"June 3, 2022",Standard King Room,1,Solo traveler,7.7
Exceptional,,Rooms are spacious. The breakfast offers a variety of choice - I was really surprised. The gym is first class ! You don’t find such well equipped hotel fitness centers very often. There is enough stuff and space to perform any kind of workout. I will return to this hotel when next time in Ryiadh.,10,May 2022,"May 26, 2022",Standard King Room,2,Solo traveler,7.7
I really enjoyed,"Luxury and amazing, The price is suitable & can be managed","The receptionist was so friendly, the property is amazing",10,April 2022,"May 14, 2022",King Jacuzzi Suite,1,Couple,7.7
very good,smell.,breakfast,10,May 2022,"May 12, 2022",Standard King Room,2,Solo traveler,7.7
the staf was respectful,the view,the bed,10,May 2022,"May 9, 2022",Standard Twin Room,1,Group,7.7
Exceptional,,Food,10,April 2022,"May 8, 2022",Standard King Room,1,Family,7.7
it was OK,"it smell like cigarettes every where, the carpet was old and needed some deep cleaning",friendly staff,5.0,March 2022,"April 16, 2022",Junior Suite,1,Solo traveler,7.7
Exceptional,Nothing,Everything thing is good,10,March 2022,"March 26, 2022",Standard King Room,1,Family,7.7
thank you,.,.,10,February 2022,"February 23, 2022",Junior Suite,2,Couple,7.7
Fair,check in and speed of service,Location,5.0,January 2022,"February 12, 2022",Standard King Room,2,Couple,7.7
thank you,nothing major,everything,10,January 2022,"February 6, 2022",Standard King Room,1,Couple,7.7
i love the food in this hotel it is very tasty i love the staff of this hotel everyone is very friendly,,"very clean, comfortable and very friendly staff",10,January 2022,"January 30, 2022",Standard King Room,4,Solo traveler,7.7
Exceptional,"Telephone in the room needed to be changed, communication/misunderstanding between staff regarding check-out time.","The location is perfect, the food and room services are excellent, the rooms are spacious and clean.
The beds are very comfortable.",10,December 2021,"January 30, 2022",Standard King Room,1,Solo traveler,7.7
EXCEPTIONAL OVERALL EXPERIENCE ❤️❤️❤️,the thing that only annoy me during our stay are the guest on the other rooms that are very noisy especially the childrens who are running around. I hope that the incoming guests will be given an orientation or be informed that they should not be to loud during their stay.,I highly recommend to stay in this hotel. its budget friendly and the staff are all friendly esp. the receptionist. They are giving an EXEPTIONAL QUALITY SERVICE to their guests. we stayed here for our wedding day for 2 days and we experienced what we really are expecting for a 4 star hotel. We booked a family suite room and I like the furnitures and the interiors around the room esp. our window view ❤️. the overall experience is superb 👍👍👍,10,January 2022,"January 17, 2022",Standard King Room,2,Couple,7.7
"Iam a regular customer for this hotel for many years , it feel home I like everything things about it",nothing,"location 
room size",10,December 2021,"January 17, 2022",Standard King Room,2,Family,7.7
Exceptional,,everything is good,10,January 2022,"January 15, 2022",Standard King Room,2,Family,7.7
Exceptional,Low light in the room,Everything,10,January 2022,"January 7, 2022",Standard Twin Room,3,Solo traveler,7.7
great,the parking entrance and exit are the same,"it was great, clean and the staff were very polite.",10,December 2021,"January 5, 2022",Standard Twin Room,3,Family,7.7
Exceptional,card keys always dot work,great hotel,10,December 2021,"December 26, 2021",Standard King Room,2,Group,7.7
excellent,none,all,10,December 2021,"December 26, 2021",Standard King Room,1,Couple,7.7
Exceptional,,Breakfast was exceptionally great.,10,December 2021,"December 24, 2021",Standard King Room,2,Group,7.7
i love it every time i com to Riyadh i will book again here,nothing,the location,10,December 2021,"December 14, 2021",Standard King Room,7,Solo traveler,7.7
its very nice location and good parking,it’s little look like old,everything,10,December 2021,"December 9, 2021",Standard Twin Room,3,Couple,7.7
my home in Riyadh,nothing,everything,10,November 2021,"December 6, 2021",Junior Suite,2,Solo traveler,7.7
Excellent stay,,Staff at reception and others are professional and cooperative. Location is very good. Room is very clean. Good value for money,10,November 2021,"November 22, 2021",Standard King Room,7,Family,7.7
Exceptional,,"polite staff, delicious breakfasts, spacious rooms! and most importantly, you can take a bath in the room",10,November 2021,"November 8, 2021",Standard King Room,10,Couple,7.7
it was amazing,nothing,staff,10,November 2021,"November 6, 2021",Standard King Room,1,Solo traveler,7.7
Exceptional,all.. the staff.. the room..,close to kingdom tower,10,November 2021,"November 6, 2021",Standard King Room,2,Solo traveler,7.7
Best value for money.,all was fine.,the nice staff.,10,October 2021,"October 28, 2021",Standard King Room,4,Solo traveler,7.7
Exceptional,Nothing,"Staff, cleanliness, location, parking",10,October 2021,"October 22, 2021",Junior Suite,3,Family,7.7
Disappointing,"The internet connection was very bad, i had to change the room twice.. if you are visiting Riyadh on business trip and you have work to do with internet then this is not the place.. I’m very disappointed.",Gym,4.0,October 2021,"October 22, 2021",Standard King Room,3,Solo traveler,7.7
Exceptional,0,Very helpful staff and comprt,10,October 2021,"October 20, 2021",Standard King Room,1,Couple,7.7
Exceptional,Nothing,Staff and cleanness.,10,October 2021,"October 7, 2021",Standard King Room,4,Group,7.7
Executive hotel is a must book hotel near Kingdom Tower.,Nothing. Everything was great.,I loved how the staffs were super nice. They were very welcoming. Its also in the great location. I will again next trip to Riyadh. Special thanks to Hassan Khalil for the great customer service.,10,September 2021,"September 26, 2021",Standard King Room,5,Solo traveler,7.7
Worth to stay,Nothing,"The staff were kind, room spacious, location strategic if you plan to go Kingdom Tower. The international buffet breakfast was good.",10,September 2021,"September 24, 2021",Junior Jacuzzi suite,1,Family,7.7
Exceptional,None,"Very nice place, room is clean and nice..perfect!.",10,September 2021,"September 8, 2021",Junior Jacuzzi suite,1,Couple,7.7
Its worth to stay on it.,Nothing,Very nice cleaned and calm.,10,August 2021,"August 28, 2021",Standard Twin Room,1,Couple,7.7
Pleasant,"Swimming pool … you not allowed to bring guest with you. 
Mr. Emad never cooperative.",Location is nice.,6.0,August 2021,"August 28, 2021",Standard King Room,1,Group,7.7
Wow,,"The staff were incredible.  Always available to help, in particular, Hesham is always smiling and its so welcoming. Ronald from room service was excellent and the service was the same. Manoj is always around to help. This is our only family hotel in riyadh!",10,August 2021,"August 22, 2021",Junior Jacuzzi suite,3,Family,7.7
Exceptional,Door lock is not comfortable,Every thing is fine,10,August 2021,"August 20, 2021",Standard King Room,1,Couple,7.7
Disappointing,"The room wasn't clean, even you can see insects in the room
The staff were rude and unfriendly
The room lighting was very low 
They would have charged us 200 SAR for a lost card.",The best thing is the location,4.0,August 2024,"August 17, 2024",Standard King Room,2,Family,7.7
Pleasant,ROOM IS GOOD,BREAKFAST SHOW MANY ITEMS BUT ALL OF THIS SIMILAR. NEED TO IMPROVE BREAKFAST MENUES.,6.0,August 2024,"August 15, 2024",Standard King Room,1,Couple,7.7
"Good location, limited if you are a woman","As a woman, I was NOT allowed into the gym.  There was also no separate gym for women.",Good location and the rooms are large.,6.0,February 2024,"February 19, 2024",Standard King Room,3,Solo traveler,7.7
Located in the center of Riyadh. A very classy and quiet hotel.,None.,Very comfy and clean hotel. The room was spacious with smart TV.,10,January 2024,"January 31, 2024",Standard King Room,3,Family,7.7
Fair,"Very old furniture 
Breakfast cheap",Location,5.0,December 2023,"January 12, 2024",Standard King Room,3,Solo traveler,7.7
Exceptional,,"Cooperative staff, clean room and excellent service",10,December 2023,"December 6, 2023",Standard King Room,4,Solo traveler,7.7
Pleasant,Cleaning,In good location,6.0,September 2023,"September 15, 2023",Standard King Room,4,Solo traveler,7.7
Exceptional,Bathroom its old but not bad,"Room its big
Very nice staff
Front desck speak good english
Housekeeping very good
Its near to mall and kingdom tower (7 mins by walking)",10,July 2023,"July 19, 2023",Standard King Room,3,Solo traveler,7.7
Pleasant,it needs refurbishment as it is quite outdated,"it’s located in the centre of Riyadh and it has view to the Olay city.clean, the room was spacious the bathroom has a jaccuzi.the bed was very comfortable.",6.0,May 2023,"May 25, 2023",Standard King Room,2,Couple,7.7
Exceptional,,"The location is a walking distance of lots of amazing food/coffee places. I am also specifically a frequent visitor of this hotel because of the GYM facility, It is super good.",10,February 2023,"February 12, 2023",Standard King Room,12,Solo traveler,7.7
Exceptional,every think,every think,10,October 2022,"November 25, 2022",Standard King Room,1,Solo traveler,7.7
Great,nothing,"receptionist
staff",6.0,October 2022,"October 17, 2022",Standard King Room,1,Couple,7.7
"It was ok, not bad for a quick in an out.","Internet is horrible, if you are on higher floor internet will not work well and i was unable to do by single call well with hotel internet. I recommend to check internet as soon you check in before doing anything else. , Also, i hate their breakfast, no fresh orange juice, bad coffee also no Oat meal, no proper fruits or fresh breads,","Gym was amazing, Food in room was great and room service was very good.",6.0,September 2022,"September 21, 2022",Standard King Room,4,Solo traveler,7.7
Bad,"Room key didn’t work, every time I need to go to my room a staff goes with me to open the room using the master key. it was indeed a bad experience",,1.0,September 2022,"September 16, 2022",Standard King Room,3,Solo traveler,7.7
,,,6.0,June 2022,"July 9, 2022",Standard King Room,1,Couple,7.7
Poor,There was a wedding and I couldn’t sleep at all! the noise in the rooms and I called the reception but they didnt do any solutions. I had work and they ruin my night!,,3.0,June 2022,"July 2, 2022",Standard King Room,4,Solo traveler,7.7
Poor,,quality rooms and beds,3.0,June 2022,"June 1, 2022",Junior Jacuzzi suite,3,Solo traveler,7.7
Pleasant,"Noisy rooms because of the air conditioning units
Smells like cigarettes",Clean and comfortable,6.0,May 2022,"May 26, 2022",Standard King Room,2,Solo traveler,7.7
thanks,nothing,everything,10,May 2022,"May 8, 2022",Junior Suite,1,Couple,7.7
good place and comfortable,breakfast,"location, gym, and the staff",6.0,May 2022,"May 5, 2022",Junior Suite,2,Family,7.7
ok,noisy guests & they’re smoking,location & cleaning,6.0,April 2022,"May 4, 2022",Standard King Room,3,Family,7.7
Thanks to the staff,لا يوجد شاشات سمارت,نظافه,10,April 2022,"April 11, 2022",Standard King Room,1,Couple,7.7
reasonable price and good location,the toilet was not working well,clean,6.0,March 2022,"March 10, 2022",Standard King Room,1,Solo traveler,7.7
Pleasant,"broken chairs 
lights not working",location parking and gym is perfect,6.0,February 2022,"February 24, 2022",Standard Twin Room,1,Group,7.7
fear,the room was smelled smoke and easy to hear the noise and the sounds in the close rooms,the staff was very helpful,5.0,February 2022,"February 20, 2022",Standard King Room,2,Solo traveler,7.7
Exceptional,,They guys on the reception are the best and friendly,10,February 2022,"February 20, 2022",Standard King Room,2,Group,7.7
excellent,,location,10,January 2022,"January 29, 2022",Standard King Room,2,Solo traveler,7.7
"good price for value, as well the location.","WiFi does not work, connected rooms noisy through the connection door, room door key did not work and they were not able to fix it during my stay.",Location and price,6.0,January 2022,"January 27, 2022",Standard Twin Room,2,Family,7.7
Serviceable for the price,"The only complaint I have is that the room really smelt strongly of cigarettes and was very unpleasant because of it. The area was a bit of a ghost town, very little going on but that is not down to the hotel property.",Staff were very helpful.  For was good value. Room was large and spacious.,6.0,January 2022,"January 19, 2022",Standard King Room,2,Solo traveler,7.7
Fair,Old furniture and fix door locks. My door couldn't open easily. Had to go twice to the reception.,Good location,5.0,December 2021,"January 3, 2022",Standard King Room,2,Solo traveler,7.7
Exceptional,None,"Excellent , very very cooperative , respectful staffs , big suit and rooms , clean , quite , very good location , I have been Upgraded to Royal suite without any extra charges , not annoyed to make early check out , they left me there till 4 pm , i enjoy jaccuzzi too .",10,November 2021,"November 30, 2021",Standard King Room,1,Solo traveler,7.7
will not book this hotel again,the hotel has a bad smell,plenty of shops are available near the location.,6.0,November 2021,"November 12, 2021",Standard Twin Room,1,Couple,7.7
SUPER AND COOL PLACE I LIKE IT AND LOVE IT.THANKS,"NOTHING ALL IS GOOD AND WELL MAINTAINED BY HOTEL.GOOD NEAT AND CLEAN SUPER.
THANKS AND BEST WHISHES.","ALL THE THINGS ARE SUPER SPECIALLY STAFF AND THE GUY HOW WAS THERE IN RESEPTION WAS GREAT AND HELPFULL SO KIND TO SERVE US AND ALSO BREAKFAST WAS TOO GOOD AND PARKING FACILITY ALSO SUPER.THANKS TO ALL STAFF AND THEAM OF EXECUTIVE HOTEL.THANKS A LOT
BEST REGARDS,
ALI",10,September 2021,"September 25, 2021",Standard King Room,2,Family,7.7
Disappointing,,Problem was prepayment didn`t work,4.0,September 2021,"September 13, 2021",Standard King Room,9,Solo traveler,7.7
Pleasant,"Building is not updated.
Electrical sockets are not sufficient and easy-reachable.
Food quality not as expected. Refill not done frequently.","Friendly staff.
Very clean place.
Flexibility in check out",6.0,July 2024,"July 8, 2024",Standard King Room,5,Solo traveler,7.7
comfy stay.,"Proper info/hospitality:
1. Breakfast/Resto timings and location/floor level
2. Room Key functionality

Addition: I have not seen any women employee in the hotel.",nearby malls and restaurants,5.0,June 2024,"June 22, 2024",Standard King Room,1,Couple,7.7
Poor,Lot of noises and not appropriate for family,,3.0,May 2024,"May 19, 2024",Standard King Room,3,Family,7.7
Great location but the hotel could do with some sprucing up and a more positive attitude from some of the staff.,"It felt unkempt and old fashioned. While some staff went out of their way, others were not very helpful.",Location,5.0,May 2024,"May 17, 2024",Junior Suite,6,Couple,7.7
Looking bad and be ready to pass from the hell outside into the North Pole inside.,"Wasn't possible to set the air conditioning and was set on 20°, outside there was around 40°, was really uncomfortable even in the night. 
The room was old, btw that's what not matter, but the wallpaper was falling apart, looking really old and not curated. 
Water was starting gettin cold after 10 minute, that's not normal in a Hotel.","The bed was comfy and the gym was well equipped. Also the staff was really kind. 
Don't try to ask for nice dining place, they don't have any feedback about that. Down the road btw there's a Four Seasons with a Grill restaurant that is really good.",2.0,May 2024,"May 16, 2024",Standard King Room,2,Solo traveler,7.7
"Comfortable and convenient, but this property has seen better days.","Dated room, poor furnishings, superficially clean but some areas shabby and dusty.","Good location, generous room size.",5.0,May 2024,"May 11, 2024",Standard King Room,5,Family,7.7
Good location. Excellent staff didn't match the quality of hotel room.,"Room had poor lighting and was extremely noisy at nights. 
Power points were coming away from the wall. Hot water in the shower lasted about 4 minutes and then had to wait for at least 30 minutes for the next person to have a warm shower.","Good location, close to the Kingdom Tower.
Excellent concierge and reception staff.
Comfy beds",5.0,April 2024,"April 26, 2024",Standard King Room,8,Family,7.7
Fair,"Rooms were very noisy, with limited hot water for showers.",Great staff. The concierge in particular went over and above to help,5.0,April 2024,"April 15, 2024",Standard King Room,9,Family,7.7
"Good location, but unclean and bad internet connection.","Beds, unclean, internet connection, breakfast awful",Location,3.0,March 2024,"April 3, 2024",Junior Jacuzzi suite,4,Solo traveler,7.7
Fair,The hot water in the shower finish suddenly and I continue my showering with cold water,The breakfast was really good,5.0,March 2024,"March 13, 2024",Standard King Room,2,Solo traveler,7.7
Not a hotel for Women,"Women don’t stay here! You will be a second class citizen. They have NO times at all that the gym is available for women. When I complained they laughed at me. The hotel is also dated, dirty and smelly. It was gross behaviour. There was not a single guest in the gym. My husband and I tried to go together and they said no. Most hotels here have kept up with the times and the opening up of society, especially for western guests. Not this one. STAY AWAY",The size of the rooms,1.0,February 2024,"February 12, 2024",Standard King Room,3,Couple,7.7
Was there only for one night so limited experience,"1.  Couldn’t find dedicated parking in front of hotel so the taxi had to drop me on the road, not sure if there is any other entrance 
2. WiFi connection too slow and frequently getting disconnected","Convenient location, very accessible to city",5.0,January 2024,"January 31, 2024",Standard King Room,1,Solo traveler,7.7
Fair,"The property was very noisy, I was put directly on top of the restaurant/ entertainment area which played very loud music till early hours -the staff knew this and still allocated me this room. I complained and moved rooms the second night it continued. 

Noisey corridors and neighbours",Location was good,5.0,January 2024,"January 22, 2024",Standard King Room,8,Solo traveler,7.7
It was good,Old furniture,Location,5.0,December 2023,"January 12, 2024",Royal Suite,4,Family,7.7
Not clean at all!,"Hotel is very dirty, already when you come in.
When you look on the keyboard of the reception is like they are gathering dust.
Also from the ceiling it looks like it needs a paint job.
They really need to do something about the cleanliness.
The room was not that clean, the shower most horrible shower ever.
Even after the shower you feel more dirty than before, they should change the shower heads.
The gym is cleaner and looks better than the rooms.
I saw reviews that it was very clean, I asked myself if they stayed in another hotel.","The gym and pool was amazing.
Also the location is perfect close to kingdom Tower and the globe.",5.0,January 2024,"January 2, 2024",Standard King Room,3,Couple,7.7
my room was connected with another room through a closed door so hearing thier conversation at 2 am was not the best exp,"the scent at the entrance was bad
Lobby looks depressing 
elevator is slow and tight
hallways automated freshener really small like a very cheap scent","location
facility",5.0,December 2023,"December 25, 2023",Standard King Room,1,Solo traveler,7.7
I will not stay here again.,"I booked a jacuzzi jr. room. Got a free upgrade to King Jacuzzi room. Jacuzzi was there, but it did not work. The reason I booked a jacuzzi room was to enjoy a jacuzzi after a whole day of watching the boxing matches. That never happened. Was not offered a refund. 

The 50 SAR breakfast was pathetic. Huge disappointment.",It was a big room. Checkout at noon was convenient.,5.0,December 2023,"December 24, 2023",Junior Jacuzzi suite,1,Solo traveler,7.7
Exceptional,Value-noise,Location-staff,10,December 2023,"December 17, 2023",Junior Suite,6,Group,7.7
It wasn't great,"Everything is very run down - it clearly hasn't been renovated in years. Carpets are disgusting, wallpaper is peeling, the lifts randomly decide not to work etc. Half the plug sockets don't work either, to the point one of mine was actually sparking. I ended up with two single beds, rather than a double bed. The list goes on.

The restaurant is the worst place I've eaten in Riyadh, yet somehow more expensive than most places. The food was terrible & service was even worse. 

Wouldn't recommend unfortunately, which is a shame because we need a consistent hotel to stay at for work.",Location and the reception staff were helpful. House keeping seemed fine. Location was good. Not much else to like.,3.0,November 2023,"December 2, 2023",Standard King Room,11,Group,7.7
"Hotel in a good location with friendly staff, however the hotel is older and not maintained making it a bad value for mo","Strong smell in the room, bathroom was dirty, window couldn’t close fully meaning noisy outside sounds entered the room, and plug sockets were badly placed and sometimes dangerously loose.",Location was good and staff was friendly.,3.0,November 2023,"November 30, 2023",Standard King Room,4,Solo traveler,7.7
Disappointing,"The internet was slow and lagging 
The room cleaning was not good they dont clean ot well they dont bring tissue or water unless ur kept asking even if u go out they wont clean it unless u tell them so , the elevtor was not working they fix it after we told them 
Generally i didnt like my stay and i will not come again",Its close to work,4.0,November 2023,"November 21, 2023",Junior Suite,4,Group,7.7
Good location. Old premises. Limited choices for breakfast.,"The hotel is too old. The first day when I arrived, the staff at reception didn't know my booking and said I booked for next month same day. I showed my booking then he checked with his team and it wad hotel mistake that booked wrong month. Finally he was able to find rooms for us. He asked for credit card for charging the expense. However, the price he charged is 40+ SAR more than the invoice which was issued on 3 days later.",The location is good. Near to the Kingdom Tower and downtown.,1.0,November 2023,"November 15, 2023",Standard King Room,2,Group,7.7
Not gonna book here again,"The elevators suddenly stuck. 
After I arrived to the hotel i have been given a room with broken handle it was a room number in the second floor. 
They gave me a room then in the 7th floor and the room area were smoking area where I booked non smoking area, there was a lot of smoking smell.  
I arrived around 2:30 pm when I wanted to rest and take a nap there were a constructive working within the hotel, next to my room.",Location,4.0,October 2023,"October 20, 2023",Standard Twin Room,1,Solo traveler,7.7
Old hotel feel; i wont stay again,"Old hotel so carpet, furniture were old. 
Wifi was so weak to the extent, i had to start using my roaming data!","Location
Spacious
Responsive staffs",1.0,September 2023,"October 13, 2023",Junior Jacuzzi suite,2,Solo traveler,7.7
ive asthma and they give me smoker room without any ask or excuse,"they allowed a pet
mixed room for smoker and non
our reservation with view and patio but the realty nothing",,3.0,August 2023,"August 19, 2023",Standard King Room,5,Solo traveler,7.7
